21	30	30	万花定身技能	2	1	30	1	0	1	1
22	15	15	万花点穴直接伤害	2	1	15	1	0	1	0
23	15	15	万花减速	2	1	15	1	0	1	0
36	90	90	少林_达摩武诀_舍身诀	5	1	90	1	0	1	1
37	300	300	少林_达摩武诀_轮回诀	5	1	300	0	0	1	1
38	20	20	少林_终结技_佛光初现	5	1	20	1	0	1	0
39	15	15	少林_终结技_恒河截沙	5	1	15	1	0	1	0
40	20	20	少林_袈裟伏魔功_五蕴皆空	5	1	20	1	0	1	0

## rows with NeedSyncOB != 0, first 30
16	1.5	0	江湖_技能公共CD	11	1	3		0	0	1
21	30	30	万花定身技能	2	1	30	1	0	1	1
36	90	90	少林_达摩武诀_舍身诀	5	1	90	1	0	1	1
37	300	300	少林_达摩武诀_轮回诀	5	1	300	0	0	1	1
46	60	60	少林_达摩武诀_擒龙诀	5	2	60	1	0	1	1
47	75	75	少林_达摩武诀_无相诀	5	1	75	1	0	1	1
49	20	20	少林_龙爪手_捉影式	5	1	20	1	0	1	1
51	27	27	万花_养心决_星楼月影	2	2	27	1	0	1	1
52	60	60	万花_养心决_水月无间	2	1	60	1	0	1	1
53	50	50	万花_养心决_春泥护花	2	1	50	1	0	1	1
54	95	95	万花_养心决_碧水滔天	2	1	95	1	0	1	1
63	35	35	少林_达摩武诀_锻骨诀	5	1	35	1	0	1	1
67	15	15	少林_罗汉棍法_摩诃无量	5	1	15	1	0	1	1
69	9	9	少林_罗汉棍法_横扫六合	5	1	9	1	0	1	1
72	20	20	少林_袈裟伏魔功_罗汉金身	5	1	20	1	0	1	1
73	6	6	少林_龙爪手_捕风式	5	1	6	1	0	1	1
74	38	38	少林_袈裟伏魔功_大狮子吼	5	1	38	1	0	1	1
75	25	25	少林_龙爪手_抢珠式	5	1	25	1	0	1	1
80	15	15	纯阳-九转归真	3	1	15	1	0	1	1
81	29	29	纯阳_八卦洞玄	3	1	29	1	0	1	1
83	10	10	纯阳_万剑归宗	3	1	10	1	0	1	1
86	20	20	纯阳_剑飞惊天	3	1	20	1	0	1	1
88	4	4	轻功	11	1	4	1	0	1	1
91	2	0	天策-穿云	1	1	4	1	0	1	1
93	8	8	天策-定军	1	1	8	1	0	1	1
94	30	30	天策-撼如雷	1	1	30	1	0	1	1
98	18	18	天策-突	1	1	18	1	0	1	1
100	110	110	天策-啸如虎	1	1	110	1	0	1	1
101	8	8	天策-灭	1	1	8	1	0	1	1
102	180	180	天策-御奔突	1	1	180	1	0	1	1

## rows with CanBackup != 0, first 20
2	5	5	纯阳_乌龟饲料	3	1	5	1	0	1	0
4	20	20	少林普渡棍法之拈花献佛CD	5	1	20	1	0	1	0
5	30	30	少林洗髓经佛光普照CD	5	1	30	1	0	1	0
6	30	30	少林易筋经金刚护体CD	5	1	30	1	0	1	0
18	60	60	万花自封经脉技能CD	2	1	60	1	0	1	0
19	60	60	万花大小截穴技能CD	2	1	60	1	0	1	0
20	120	120	万花强化经脉技能	2	1	120	1	0	1	0
21	30	30	万花定身技能	2	1	30	1	0	1	1
22	15	15	万花点穴直接伤害	2	1	15	1	0	1	0
23	15	15	万花减速	2	1	15	1	0	1	0
36	90	90	少林_达摩武诀_舍身诀	5	1	90	1	0	1	1
38	20	20	少林_终结技_佛光初现	5	1	20	1	0	1	0
39	15	15	少林_终结技_恒河截沙	5	1	15	1	0	1	0
40	20	20	少林_袈裟伏魔功_五蕴皆空	5	1	20	1	0	1	0
41	30	30	少林_袈裟伏魔功_亦枯亦荣	5	1	30	1	0	1	0
42	20	20	少林_袈裟伏魔功_灵山施雨	5	1	20	1	0	1	0
43	15	15	少林_袈裟伏魔功_金刚怒目	5	1	15	1	0	1	0
44	30	30	少林_易筋经_易经锻骨	5	1	30	1	0	1	0
45	1.5	1	少林_龙爪手_拿云式	5	1	1.5	1	0	1	0
46	60	60	少林_达摩武诀_擒龙诀	5	2	60	1	0	1	1
