name	source	offset
S2C_SYNC_EQUIPPED_HAIR_CUSTOM_DYEING	JX3LogicEditOperation_net_strings.txt	0x007757C0
S2C_SYNC_EXTERIOR_ALL_SET_DATA	JX3ClientX64_exe_net_strings.txt	0x007C5258
S2C_SYNC_EXTERIOR_ALL_SET_DATA	JX3ClientX64_exe_net_strings.txt	0x007C5290
S2C_SYNC_EXTERIOR_ALL_SET_DATA	JX3ClientX64_exe_net_strings.txt	0x007C5290
S2C_SYNC_EXTERIOR_ALL_SET_DATA	JX3LogicEditOperation_net_strings.txt	0x00776318
S2C_SYNC_EXTERIOR_ALL_SET_DATA	JX3LogicEditOperation_net_strings.txt	0x00776350
S2C_SYNC_EXTERIOR_ALL_SET_DATA	JX3LogicEditOperation_net_strings.txt	0x00776350
S2C_SYNC_EXTERIOR_BOX_DATA	JX3ClientX64_exe_net_strings.txt	0x007C50A0
S2C_SYNC_EXTERIOR_BOX_DATA	JX3ClientX64_exe_net_strings.txt	0x007C50D0
S2C_SYNC_EXTERIOR_BOX_DATA	JX3ClientX64_exe_net_strings.txt	0x007C50D0
S2C_SYNC_EXTERIOR_BOX_DATA	JX3LogicEditOperation_net_strings.txt	0x00776160
S2C_SYNC_EXTERIOR_BOX_DATA	JX3LogicEditOperation_net_strings.txt	0x00776190
S2C_SYNC_EXTERIOR_BOX_DATA	JX3LogicEditOperation_net_strings.txt	0x00776190
S2C_SYNC_EXTERIOR_COLLECTION_DATA	JX3ClientX64_exe_net_strings.txt	0x007C4D90
S2C_SYNC_EXTERIOR_COLLECTION_DATA	JX3LogicEditOperation_net_strings.txt	0x00775E50
S2C_SYNC_EXTERIOR_SET_DATA	JX3ClientX64_exe_net_strings.txt	0x007C5178
S2C_SYNC_EXTERIOR_SET_DATA	JX3ClientX64_exe_net_strings.txt	0x007C51B0
S2C_SYNC_EXTERIOR_SET_DATA	JX3ClientX64_exe_net_strings.txt	0x007C51B0
S2C_SYNC_EXTERIOR_SET_DATA	JX3LogicEditOperation_net_strings.txt	0x00776238
S2C_SYNC_EXTERIOR_SET_DATA	JX3LogicEditOperation_net_strings.txt	0x00776270
S2C_SYNC_EXTERIOR_SET_DATA	JX3LogicEditOperation_net_strings.txt	0x00776270
S2C_SYNC_EXT_POINT_RESPOND	JX3ClientX64_exe_net_strings.txt	0x007C7E90
S2C_SYNC_EXT_POINT_RESPOND	JX3LogicEditOperation_net_strings.txt	0x00778F40
S2C_SYNC_FELLOWSHIP_LIST	JX3ClientX64_exe_net_strings.txt	0x007C1F70
S2C_SYNC_FELLOWSHIP_LIST	JX3LogicEditOperation_net_strings.txt	0x00773050
S2C_SYNC_FELLOWSHIP_PREFER_OR_PUSH_LIST	JX3ClientX64_exe_net_strings.txt	0x007C60A0
S2C_SYNC_FELLOWSHIP_PREFER_OR_PUSH_LIST	JX3LogicEditOperation_net_strings.txt	0x00777160
S2C_SYNC_GLOBAL_ACTIVITY_COUNTER	JX3ClientX64_exe_net_strings.txt	0x007C4BD0
S2C_SYNC_GLOBAL_ACTIVITY_COUNTER	JX3ClientX64_exe_net_strings.txt	0x007C4BD0
S2C_SYNC_GLOBAL_ACTIVITY_COUNTER	JX3LogicEditOperation_net_strings.txt	0x00775C90
S2C_SYNC_GLOBAL_ACTIVITY_COUNTER	JX3LogicEditOperation_net_strings.txt	0x00775C90
S2C_SYNC_HAIR_DATA	JX3ClientX64_exe_net_strings.txt	0x007C5710
S2C_SYNC_HAIR_DATA	JX3ClientX64_exe_net_strings.txt	0x007C5740
S2C_SYNC_HAIR_DATA	JX3ClientX64_exe_net_strings.txt	0x007C5740
S2C_SYNC_HAIR_DATA	JX3LogicEditOperation_net_strings.txt	0x007767D0
S2C_SYNC_HAIR_DATA	JX3LogicEditOperation_net_strings.txt	0x00776800
S2C_SYNC_HAIR_DATA	JX3LogicEditOperation_net_strings.txt	0x00776800
S2C_SYNC_HOLD_LIST_BY_ITEM	JX3ClientX64_exe_net_strings.txt	0x007C8F40
S2C_SYNC_HOLD_LIST_BY_ITEM	JX3LogicEditOperation_net_strings.txt	0x00779FF0
S2C_SYNC_HOLD_LIST_BY_TYPE	JX3ClientX64_exe_net_strings.txt	0x007C8ED8
S2C_SYNC_HOLD_LIST_BY_TYPE	JX3LogicEditOperation_net_strings.txt	0x00779F88
S2C_SYNC_HORSE_EQUIP_EXTERIOR_COLLECTION_DATA	JX3ClientX64_exe_net_strings.txt	0x007C4F30
S2C_SYNC_HORSE_EQUIP_EXTERIOR_COLLECTION_DATA	JX3LogicEditOperation_net_strings.txt	0x00775FF0
S2C_SYNC_HORSE_EQUIP_EXTERIOR_DATA	JX3ClientX64_exe_net_strings.txt	0x007C5550
S2C_SYNC_HORSE_EQUIP_EXTERIOR_DATA	JX3LogicEditOperation_net_strings.txt	0x00776610
S2C_SYNC_HORSE_EXTERIOR_COLLECTION_DATA	JX3ClientX64_exe_net_strings.txt	0x007C4EA0
S2C_SYNC_HORSE_EXTERIOR_COLLECTION_DATA	JX3LogicEditOperation_net_strings.txt	0x00775F60
S2C_SYNC_HORSE_EXTERIOR_DATA	JX3ClientX64_exe_net_strings.txt	0x007C54D0
S2C_SYNC_HORSE_EXTERIOR_DATA	JX3LogicEditOperation_net_strings.txt	0x00776590
S2C_SYNC_ITEM_DATA	JX3ClientX64_exe_net_strings.txt	0x007C10C8
S2C_SYNC_ITEM_DATA	JX3LogicEditOperation_net_strings.txt	0x007721E8
S2C_SYNC_OBJ_SLOT_BIND	JX3ClientX64_exe_net_strings.txt	0x007C9638
S2C_SYNC_OBJ_SLOT_BIND	JX3ClientX64_exe_net_strings.txt	0x007C9638
S2C_SYNC_OBJ_SLOT_BIND	JX3LogicEditOperation_net_strings.txt	0x0077A6E8
S2C_SYNC_OBJ_SLOT_BIND	JX3LogicEditOperation_net_strings.txt	0x0077A6E8
S2C_SYNC_OBJ_SLOT_INFO	JX3ClientX64_exe_net_strings.txt	0x007C9788
S2C_SYNC_OBJ_SLOT_INFO	JX3LogicEditOperation_net_strings.txt	0x0077A838
S2C_SYNC_OBJ_SLOT_UNBIND	JX3ClientX64_exe_net_strings.txt	0x007C9730
S2C_SYNC_OBJ_SLOT_UNBIND	JX3ClientX64_exe_net_strings.txt	0x007C9730
S2C_SYNC_OBJ_SLOT_UNBIND	JX3LogicEditOperation_net_strings.txt	0x0077A7E0
S2C_SYNC_OBJ_SLOT_UNBIND	JX3LogicEditOperation_net_strings.txt	0x0077A7E0
S2C_SYNC_OTHER_PLAYER_EQUIP_SIMPLE_INFO	JX3ClientX64_exe_net_strings.txt	0x007C80A0
S2C_SYNC_OTHER_PLAYER_EQUIP_SIMPLE_INFO	JX3LogicEditOperation_net_strings.txt	0x00779150
S2C_SYNC_PAINTBRUSH	JX3ClientX64_exe_net_strings.txt	0x007C8B78
S2C_SYNC_PAINTBRUSH	JX3LogicEditOperation_net_strings.txt	0x00779C28
S2C_SYNC_PLAYER_ALL_PENDENT_PET_DATA	JX3ClientX64_exe_net_strings.txt	0x007C7810
S2C_SYNC_PLAYER_ALL_PENDENT_PET_DATA	JX3LogicEditOperation_net_strings.txt	0x007788C0
S2C_SYNC_PLAYER_FURNITURE	JX3ClientX64_exe_net_strings.txt	0x007C8AC0
S2C_SYNC_PLAYER_FURNITURE	JX3LogicEditOperation_net_strings.txt	0x00779B70
S2C_SYNC_PLAYER_LOGIN_CS_INFO	JX3ClientX64_exe_net_strings.txt	0x007C1E08
S2C_SYNC_PLAYER_LOGIN_CS_INFO	JX3LogicEditOperation_net_strings.txt	0x00772F28
S2C_SYNC_PLAYER_PENDANT_FURNITURE	JX3ClientX64_exe_net_strings.txt	0x007C8B20
S2C_SYNC_PLAYER_PENDANT_FURNITURE	JX3LogicEditOperation_net_strings.txt	0x00779BD0
S2C_SYNC_PLAYER_REMOTE_DATA	JX3ClientX64_exe_net_strings.txt	0x007C8858
S2C_SYNC_PLAYER_REMOTE_DATA	JX3LogicEditOperation_net_strings.txt	0x00779908
S2C_SYNC_PLAYER_SCENE_FILTER	JX3ClientX64_exe_net_strings.txt	0x007C8BE0
S2C_SYNC_PLAYER_SCENE_FILTER	JX3LogicEditOperation_net_strings.txt	0x00779C90
S2C_SYNC_PLAYER_SFX_REPRESENT	JX3ClientX64_exe_net_strings.txt	0x007C3D10
S2C_SYNC_PLAYER_SFX_REPRESENT	JX3LogicEditOperation_net_strings.txt	0x00774DF0
S2C_SYNC_PRIVATE_HOME_SKIN	JX3ClientX64_exe_net_strings.txt	0x007C8E80
S2C_SYNC_PRIVATE_HOME_SKIN	JX3LogicEditOperation_net_strings.txt	0x00779F30
S2C_SYNC_QUEST_DATA	JX3ClientX64_exe_net_strings.txt	0x007BFA40
S2C_SYNC_QUEST_DATA	JX3LogicEditOperation_net_strings.txt	0x00770BC0
S2C_SYNC_RECIPE_STATE	JX3ClientX64_exe_net_strings.txt	0x007C1698
S2C_SYNC_RECIPE_STATE	JX3LogicEditOperation_net_strings.txt	0x007727B8
S2C_SYNC_RELATIONSHIP_NOTIFY	JX3ClientX64_exe_net_strings.txt	0x007C7A50
S2C_SYNC_RELATIONSHIP_NOTIFY	JX3LogicEditOperation_net_strings.txt	0x00778B00
S2C_SYNC_RELATION_ALL_ENEMY_EXCEPT_TEAM	JX3ClientX64_exe_net_strings.txt	0x007C7DA0
S2C_SYNC_RELATION_ALL_ENEMY_EXCEPT_TEAM	JX3LogicEditOperation_net_strings.txt	0x00778E50
S2C_SYNC_ROLE_LIST_FOR_ACCOUNT_SHARED	JX3ClientX64_exe_net_strings.txt	0x007C7D00
S2C_SYNC_ROLE_LIST_FOR_ACCOUNT_SHARED	JX3LogicEditOperation_net_strings.txt	0x00778DB0
S2C_SYNC_ROUTE_NODE_OPEN_LIST	JX3ClientX64_exe_net_strings.txt	0x007C2620
S2C_SYNC_ROUTE_NODE_OPEN_LIST	JX3LogicEditOperation_net_strings.txt	0x00773700
S2C_SYNC_SCENE_TEMP_CUSTOM_DATA	JX3ClientX64_exe_net_strings.txt	0x007C94F0
S2C_SYNC_SCENE_TEMP_CUSTOM_DATA	JX3LogicEditOperation_net_strings.txt	0x0077A5A0
S2C_SYNC_SET_COLLECTION	JX3ClientX64_exe_net_strings.txt	0x007C8CB8
S2C_SYNC_SET_COLLECTION	JX3LogicEditOperation_net_strings.txt	0x00779D68
S2C_SYNC_SFX_DATA	JX3ClientX64_exe_net_strings.txt	0x007C3CA8
S2C_SYNC_SFX_DATA	JX3LogicEditOperation_net_strings.txt	0x00774D88
S2C_SYNC_SHOW_CARD_CACHE_DATA	JX3ClientX64_exe_net_strings.txt	0x007C9DF0
S2C_SYNC_SHOW_CARD_CACHE_DATA	JX3LogicEditOperation_net_strings.txt	0x0077AEA0
S2C_SYNC_SHOW_CARD_DATA	JX3ClientX64_exe_net_strings.txt	0x007C9D90
S2C_SYNC_SHOW_CARD_DATA	JX3LogicEditOperation_net_strings.txt	0x0077AE40
S2C_SYNC_SHOW_CARD_DECORATION_PRESET_INFO	JX3ClientX64_exe_net_strings.txt	0x007C9C80
S2C_SYNC_SHOW_CARD_DECORATION_PRESET_INFO	JX3LogicEditOperation_net_strings.txt	0x0077AD30
S2C_SYNC_SHOW_CARD_IMAGE_CLOUD_CONFIG	JX3ClientX64_exe_net_strings.txt	0x007CA220
S2C_SYNC_SHOW_CARD_IMAGE_CLOUD_CONFIG	JX3LogicEditOperation_net_strings.txt	0x0077B2D0
S2C_SYNC_SKILL_DATA	JX3ClientX64_exe_net_strings.txt	0x007C01A8
S2C_SYNC_SKILL_DATA	JX3LogicEditOperation_net_strings.txt	0x007712C8
S2C_SYNC_SKILL_RECIPE	JX3ClientX64_exe_net_strings.txt	0x007C01F8
S2C_SYNC_SKILL_RECIPE	JX3ClientX64_exe_net_strings.txt	0x007C0230
S2C_SYNC_SKILL_RECIPE	JX3ClientX64_exe_net_strings.txt	0x007C0230
S2C_SYNC_SKILL_RECIPE	JX3LogicEditOperation_net_strings.txt	0x00771318
S2C_SYNC_SKILL_RECIPE	JX3LogicEditOperation_net_strings.txt	0x00771350
S2C_SYNC_SKILL_RECIPE	JX3LogicEditOperation_net_strings.txt	0x00771350
S2C_SYNC_SKILL_SKIN_INFO	JX3ClientX64_exe_net_strings.txt	0x007CA018
S2C_SYNC_SKILL_SKIN_INFO	JX3LogicEditOperation_net_strings.txt	0x0077B0C8
S2C_SYNC_TONG_CACHE_CHANGE	JX3ClientX64_exe_net_strings.txt	0x007C3870
S2C_SYNC_TONG_CACHE_CHANGE	JX3LogicEditOperation_net_strings.txt	0x00774950
S2C_SYNC_TONG_ONLINE_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C3768
S2C_SYNC_TONG_ONLINE_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x00774848
S2C_SYNC_TRADING_ITEM_DATA	JX3ClientX64_exe_net_strings.txt	0x007C0F38
S2C_SYNC_TRADING_ITEM_DATA	JX3LogicEditOperation_net_strings.txt	0x00772058
S2C_SYNC_VARIABLE_INFO_FROM_DUNGEON_PLAYER_LIST	JX3ClientX64_exe_net_strings.txt	0x007CA860
S2C_SYNC_VARIABLE_INFO_FROM_DUNGEON_PLAYER_LIST	JX3ClientX64_exe_net_strings.txt	0x007CA860
S2C_SYNC_VARIABLE_INFO_FROM_DUNGEON_PLAYER_LIST	JX3LogicEditOperation_net_strings.txt	0x0077B920
S2C_SYNC_VARIABLE_INFO_FROM_DUNGEON_PLAYER_LIST	JX3LogicEditOperation_net_strings.txt	0x0077B920
S2C_SYNC_WANTED_PLAYER_INFO	JX3ClientX64_exe_net_strings.txt	0x007C5A38
S2C_SYNC_WANTED_PLAYER_INFO	JX3LogicEditOperation_net_strings.txt	0x00776AF8
S2C_SYNC_WEAPON_EXTERIOR_COLLECTION_DATA	JX3ClientX64_exe_net_strings.txt	0x007C4E10
S2C_SYNC_WEAPON_EXTERIOR_COLLECTION_DATA	JX3LogicEditOperation_net_strings.txt	0x00775ED0
S2C_SYNC_WEAPON_EXTERIOR_DATA	JX3ClientX64_exe_net_strings.txt	0x007C4FB0
S2C_SYNC_WEAPON_EXTERIOR_DATA	JX3LogicEditOperation_net_strings.txt	0x00776070
S2C_SYNC_WEIBO_TOKEN	JX3ClientX64_exe_net_strings.txt	0x007C6570
S2C_SYNC_WEIBO_TOKEN	JX3LogicEditOperation_net_strings.txt	0x00777620
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C32C0
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C3340
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C33A0
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C3400
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C3470
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C34D0
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C3530
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C35B0
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C3620
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C3678
S2C_TONG_BROADCAST_MESSAGE	JX3ClientX64_exe_net_strings.txt	0x007C36C0
S2C_TONG_BROADCAST_MESSAGE	JX3LogicEditOperation_net_strings.txt	0x007743A0
