source	offset	encoding	text
JX3ClientX64_exe_net_strings.txt	0x0080C3D8	ascii	SkillCastFlag
JX3ClientX64_exe_net_strings.txt	0x0080C3E8	ascii	nRetCode && "Get SkillCastFlag"
JX3ClientX64_exe_net_strings.txt	0x0080FA48	ascii	dwSkillCastFlag
JX3ClientX64_exe_net_strings.txt	0x00820190	ascii	KVideoReplayer::ProcessReplayData
JX3ClientX64_exe_net_strings.txt	0x00820290	ascii	Replay data index error, expect index: %d but: %d
JX3ClientX64_exe_net_strings.txt	0x008202C8	ascii	KVideoReplayer::ProcessReplayHeaderData
JX3ClientX64_exe_net_strings.txt	0x00820330	ascii	KVideoReplayer::SetState
JX3ClientX64_exe_net_strings.txt	0x00820380	ascii	replay -pause
JX3ClientX64_exe_net_strings.txt	0x008203A0	ascii	replay -replay
JX3ClientX64_exe_net_strings.txt	0x008203B0	ascii	KVideoReplayer::AddCompetitor
JX3ClientX64_exe_net_strings.txt	0x008203E0	ascii	KVideoReplayer::ProcessPackage
JX3ClientX64_exe_net_strings.txt	0x00820470	ascii	KVideoReplayer::OnSyncSkillData
JX3ClientX64_exe_net_strings.txt	0x008204C8	ascii	KVideoReplayer::OnSyncSkillRecipe
JX3ClientX64_exe_net_strings.txt	0x00820528	ascii	KVideoReplayer::OnDeleteSkillRecipe
JX3ClientX64_exe_net_strings.txt	0x008205C0	ascii	KVideoReplayer::OnResetCooldown
JX3ClientX64_exe_net_strings.txt	0x00820638	ascii	KVideoReplayer::OnCoolDownOverDraftNotify
JX3ClientX64_exe_net_strings.txt	0x008206D0	ascii	KVideoReplayer::OnSyncArenaCompetitorCDState
JX3ClientX64_exe_net_strings.txt	0x00820778	ascii	KVideoReplayer::OnPauseCDTimer
JX3ClientX64_exe_net_strings.txt	0x008207F0	ascii	KVideoReplayer::OnAccelerateCDTimer
JX3ClientX64_exe_net_strings.txt	0x00820880	ascii	KVideoReplayer::OnSyncArenaCompetitorList
JX3ClientX64_exe_net_strings.txt	0x00820930	ascii	KVideoReplayer::OnSyncArenaCompetitorTalentData
JX3ClientX64_exe_net_strings.txt	0x008209A0	ascii	KVideoReplayer::OnSyncArenaCompetitorEquipBoxInfo
JX3ClientX64_exe_net_strings.txt	0x00820A30	ascii	KVideoReplayer::OnRemoteLuaCall
JX3ClientX64_exe_net_strings.txt	0x00820A90	ascii	KVideoReplayer::OnSyncArenaCompetitorBaseData
JX3ClientX64_exe_net_strings.txt	0x00820AF8	ascii	KVideoReplayer::OnUIDataBuffSingle
JX3ClientX64_exe_net_strings.txt	0x00820B48	ascii	KVideoReplayer::OnUIDataBuffList
JX3ClientX64_exe_net_strings.txt	0x00820B98	ascii	KVideoReplayer::OnUIDataSkillCastLog
JX3ClientX64_exe_net_strings.txt	0x00820BE8	ascii	KVideoReplayer::OnUIDataSKillChannelProgress
JX3ClientX64_exe_net_strings.txt	0x00820C40	ascii	KVideoReplayer::OnUIDataSkillPrepareProgress
JX3ClientX64_exe_net_strings.txt	0x00820C70	ascii	KVideoReplayer::OnUIDataSkillHoardProgress
JX3ClientX64_exe_net_strings.txt	0x00820CA0	ascii	KVideoReplayer::OnCompetitorSkillOTActionState
JX3ClientX64_exe_net_strings.txt	0x00820CD0	ascii	KVideoReplayer::OnSyncArenaStatistics
JX3ClientX64_exe_net_strings.txt	0x00820D30	ascii	KVideoReplayer::OnSyncBattlefieldStatistics
JX3ClientX64_exe_net_strings.txt	0x00820D98	ascii	KVideoReplayer::OnArenaVideoStart
JX3ClientX64_exe_net_strings.txt	0x00820DF0	ascii	KVideoReplayer::OnArenaEnd
JX3ClientX64_exe_net_strings.txt	0x00820E30	ascii	KVideoReplayer::OnSyncArenaNewCompetitor
JX3ClientX64_exe_net_strings.txt	0x00820E60	ascii	KVideoReplayer::OnSyncArenaCompetitorState
JX3ClientX64_exe_net_strings.txt	0x00820EC0	ascii	KVideoReplayer::OnNpcEmployer
JX3ClientX64_exe_net_strings.txt	0x00820F10	ascii	KVideoReplayer::OnMatchPoint
JX3ClientX64_exe_net_strings.txt	0x00820F80	ascii	KVideoReplayer::OnCompetitionBaseData
JX3ClientX64_exe_net_strings.txt	0x00821108	ascii	KVideoRecorder::PostReplayData
JX3ClientX64_exe_net_strings.txt	0x00821588	ascii	Replays
JX3ClientX64_exe_net_strings.txt	0x00821610	ascii	replay -load
JX3ClientX64_exe_net_strings.txt	0x00821650	ascii	replay -logic ready
JX3ClientX64_exe_net_strings.txt	0x008216D0	ascii	KVideoManager::ProcessReplayFileData
JX3ClientX64_exe_net_strings.txt	0x0083AD90	ascii	KWorldEventAdaptor::OnTransferReplayFileData
JX3ClientX64_exe_net_strings.txt	0x0083ADC0	ascii	KWorldEventAdaptor::OnTransferReplayHeaderData
JX3ClientX64_exe_net_strings.txt	0x0083B3E8	ascii	KWorldEventAdaptor::PostReplayData
JX3ClientX64_exe_net_strings.txt	0x0083BDB0	ascii	KWorldRepresentAgent::OnPostReplayHeaderData
JX3ClientX64_exe_net_strings.txt	0x00841BA8	ascii	ProcessModifySkillCastFlag
JX3ClientX64_exe_net_strings.txt	0x00849808	ascii	KProtocolReplayer::Pop
JX3ClientX64_exe_net_strings.txt	0x00849840	ascii	KProtocolReplayer::Cache
JX3ClientX64_exe_net_strings.txt	0x00849860	ascii	KProtocolReplayer::OpenFileByIndex
JX3ClientX64_exe_net_strings.txt	0x00849888	ascii	[Replay] Failed to open file: %s
JX3ClientX64_exe_net_strings.txt	0x008498B0	ascii	KRecorderToolsReplay::GetTickCount
JX3ClientX64_exe_net_strings.txt	0x008498D8	ascii	KRecorderToolsReplay::GetTime
JX3ClientX64_exe_net_strings.txt	0x008498F8	ascii	KRecorderToolsReplay::CreateGUID
JX3ClientX64_exe_net_strings.txt	0x00849B70	ascii	KRecorderSceneLoaderReplay::GetCompletedScene
JX3ClientX64_exe_net_strings.txt	0x00849DD0	ascii	KRecorderSocketClientReplay::Connect
JX3ClientX64_exe_net_strings.txt	0x00849F80	ascii	KRecorderSocketServerReplay::Init
JX3ClientX64_exe_net_strings.txt	0x00849FA8	ascii	KRecorderSocketServerReplay::Wait
JX3ClientX64_exe_net_strings.txt	0x00867980	ascii	SetReplayVideoState
JX3ClientX64_exe_net_strings.txt	0x00867A10	ascii	LoadReplayDataByPath
JX3ClientX64_exe_net_strings.txt	0x00867A38	ascii	LoadReplayDataByID
JX3ClientX64_exe_net_strings.txt	0x00867A50	ascii	LoadReplayDataByFileName
JX3ClientX64_exe_net_strings.txt	0x00867AC0	ascii	GetReplayWorldLogicFrameCount
JX3ClientX64_exe_net_strings.txt	0x00867B48	ascii	m_VideoReplayer.m_bWorkFlag
JX3ClientX64_exe_net_strings.txt	0x00867B88	ascii	KVideoManager::LuaSetReplayVideoState
JX3ClientX64_exe_net_strings.txt	0x00867CB0	ascii	KVideoManager::LuaLoadReplayDataByPath
JX3ClientX64_exe_net_strings.txt	0x00867CE8	ascii	KVideoManager::LuaLoadReplayDataByID
JX3ClientX64_exe_net_strings.txt	0x00867D10	ascii	KVideoManager::LuaLoadReplayDataByFileName
JX3ClientX64_exe_net_strings.txt	0x00867DE0	ascii	KVideoManager::LuaGetReplayWorldLogicFrameCount
JX3ClientX64_exe_net_strings.txt	0x0086CC98	ascii	GetMaxCoolDownStackCount %u Faild!
JX3ClientX64_exe_net_strings.txt	0x0086CCE8	ascii	GetCanAccelerateCooldownFlag %u Faild!
JX3ClientX64_exe_net_strings.txt	0x00875378	ascii	KRecorderSocketStreamReplay::SetTimeout
JX3ClientX64_exe_net_strings.txt	0x008753A0	ascii	KRecorderSocketStreamReplay::Send
JX3ClientX64_exe_net_strings.txt	0x008753C8	ascii	KRecorderSocketStreamReplay::CheckCanRecv
JX3ClientX64_exe_net_strings.txt	0x008753F8	ascii	KRecorderSocketStreamReplay::Recv
JX3ClientX64_exe_net_strings.txt	0x00875440	ascii	KRecorderSocketStreamReplay::IsAlive
JX3ClientX64_exe_net_strings.txt	0x00875468	ascii	KRecorderAsyncSocketStreamReplay::Send
JX3ClientX64_exe_net_strings.txt	0x00875490	ascii	KRecorderAsyncSocketStreamReplay::Recv
JX3ClientX64_exe_net_strings.txt	0x008754C8	ascii	KRecorderAsyncSocketStreamReplay::GetRemoteAddress
JX3ClientX64_exe_net_strings.txt	0x008E5990	ascii	sslv3 rollback attack
JX3ClientX64_exe_net_strings.txt	0x008E9908	ascii	prediction resistance not supported
JX3ClientX64_exe_net_strings.txt	0x0093AB80	ascii	AntiReplay
JX3ClientX64_exe_net_strings.txt	0x0093AD70	ascii	anti_replay
JX3ClientX64_exe_net_strings.txt	0x0093AD80	ascii	no_anti_replay
JX3ClientX64_exe_net_strings.txt	0x00947190	ascii	cannot rollback - no transaction is active
JX3ClientX64_exe_net_strings.txt	0x00A3DA18	ascii	.?AUIProtocolReplayer@@
JX3ClientX64_exe_net_strings.txt	0x00A3DA40	ascii	.?AVKProtocolReplayer@@
JX3ClientX64_exe_net_strings.txt	0x00A3DA68	ascii	.?AVKRecorderToolsReplay@@
JX3ClientX64_exe_net_strings.txt	0x00A3DB08	ascii	.?AVKRecorderSceneLoaderReplay@@
JX3ClientX64_exe_net_strings.txt	0x00A3DBB0	ascii	.?AVKRecorderSocketClientReplay@@
JX3ClientX64_exe_net_strings.txt	0x00A3DC58	ascii	.?AVKRecorderSocketServerReplay@@
JX3ClientX64_exe_net_strings.txt	0x00A3DCF0	ascii	.?AVKRecorderFactoryReplay@@
JX3ClientX64_exe_net_strings.txt	0x00A3DF10	ascii	.?AU?$RollbackImpl@V<lambda_ea966b7af90b0ff54d55f948379c4be9>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A3DF70	ascii	.?AU?$RollbackImpl@V<lambda_6be9840325bbbdf14390d4e40029394e>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A3DFD0	ascii	.?AU?$RollbackImpl@V<lambda_419042eb3fd157393ed76b0b4f6a8b45>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A3E030	ascii	.?AU?$RollbackImpl@V<lambda_6482c18630f94f324860eecae025cb31>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A3E1B0	ascii	.?AU?$RollbackImpl@V<lambda_d4d520865f6f2ec43c2966207ec067d0>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A3E210	ascii	.?AU?$RollbackImpl@V<lambda_43eaf4335c42a30df11d747fbe829b68>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A3F500	ascii	.?AU?$RollbackImpl@V<lambda_ad8d60c2bf9c9e9c6f44cbefae726ad6>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A3F560	ascii	.?AU?$RollbackImpl@V<lambda_440706406a6b60b42f1d6a66773c55d9>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A3F7E0	ascii	.?AVKRecorderSocketStreamReplay@@
JX3ClientX64_exe_net_strings.txt	0x00A3F850	ascii	.?AVKRecorderAsyncSocketStreamReplay@@
JX3ClientX64_exe_net_strings.txt	0x00A41F60	ascii	.?AURollback@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A42710	ascii	.?AU?$RollbackImpl@V<lambda_317fa4f8cddb5ecb71a3ee084f84a1a0>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A42770	ascii	.?AU?$RollbackImpl@V<lambda_0408134beaf946eb36bf4f1edad5d275>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x00A42890	ascii	.?AU?$RollbackImpl@V<lambda_3df797ec71f7528e9a2f33ce9fce4f97>@@@detail@util@@
JX3ClientX64_exe_net_strings.txt	0x007CC8D8	ascii	KGatewayClient::DoQueryMapQueueInfo
JX3ClientX64_exe_net_strings.txt	0x007CCE90	ascii	KGatewayClient::OnSyncMapQueueInfo
JX3ClientX64_exe_net_strings.txt	0x00849808	ascii	KProtocolReplayer::Pop
JX3ClientX64_exe_net_strings.txt	0x00849840	ascii	KProtocolReplayer::Cache
JX3ClientX64_exe_net_strings.txt	0x00849860	ascii	KProtocolReplayer::OpenFileByIndex
JX3ClientX64_exe_net_strings.txt	0x00875378	ascii	KRecorderSocketStreamReplay::SetTimeout
JX3ClientX64_exe_net_strings.txt	0x00A3DA18	ascii	.?AUIProtocolReplayer@@
JX3ClientX64_exe_net_strings.txt	0x00A3DA40	ascii	.?AVKProtocolReplayer@@
JX3ClientX64_exe_net_strings.txt	0x007BB060	ascii	KPlayerClient::DoCharacterSkill
JX3ClientX64_exe_net_strings.txt	0x007BB780	ascii	KPlayerClient::DoCastProfessionSkill
JX3ClientX64_exe_net_strings.txt	0x007BC7A0	ascii	KPlayerClient::DoPlayerReviveRequest
JX3ClientX64_exe_net_strings.txt	0x007BD470	ascii	KPlayerClient::DoStartHoardSkill
JX3ClientX64_exe_net_strings.txt	0x007BD498	ascii	KPlayerClient::DoCastHoardSkill
JX3ClientX64_exe_net_strings.txt	0x007BD768	ascii	KPlayerClient::DoComfirmEnterQueueMap
JX3ClientX64_exe_net_strings.txt	0x007BD790	ascii	KPlayerClient::DoLeaveMapQueue
JX3ClientX64_exe_net_strings.txt	0x007BE098	ascii	KPlayerClient::DoGetBFRankRequest
JX3ClientX64_exe_net_strings.txt	0x007BE138	ascii	KPlayerClient::DoLeaveArenaVisitorQueueRequest
JX3ClientX64_exe_net_strings.txt	0x007BE168	ascii	KPlayerClient::DoJoinArenaVisitorQueueRequest
JX3ClientX64_exe_net_strings.txt	0x007BE288	ascii	KPlayerClient::DoSyncOBCompetitorSkillList
JX3ClientX64_exe_net_strings.txt	0x007BE338	ascii	KPlayerClient::DoApplyBFRoleData
JX3ClientX64_exe_net_strings.txt	0x007BE360	ascii	KPlayerClient::DoApplyBFRoleWeekData
JX3ClientX64_exe_net_strings.txt	0x007BE570	ascii	KPlayerClient::DoApplyBFPlayerTeamGroupIDInfo
JX3ClientX64_exe_net_strings.txt	0x007BE5A0	ascii	KPlayerClient::DoSyncBattlefieldCompetitorSkillCDStateRequest
JX3ClientX64_exe_net_strings.txt	0x007BE5E0	ascii	KPlayerClient::DoCancelSyncBattlefieldCompetitorSkillCDStateRequest
JX3ClientX64_exe_net_strings.txt	0x007BE628	ascii	KPlayerClient::DoSyncBattlefieldCompetitorsListRequest
JX3ClientX64_exe_net_strings.txt	0x007BFE88	ascii	KPlayerClient::OnSyncMoveCtrl
JX3ClientX64_exe_net_strings.txt	0x007BFEA8	ascii	KPlayerClient::OnSyncMoveParam
JX3ClientX64_exe_net_strings.txt	0x007BFEF0	ascii	KPlayerClient::OnSyncMoveState
JX3ClientX64_exe_net_strings.txt	0x007BFF10	ascii	KPlayerClient::OnCharacterDeath
JX3ClientX64_exe_net_strings.txt	0x007C02E0	ascii	KPlayerClient::OnSkillPrepare
JX3ClientX64_exe_net_strings.txt	0x007C0300	ascii	KPlayerClient::OnSkillChannel
JX3ClientX64_exe_net_strings.txt	0x007C0350	ascii	KPlayerClient::OnSkillCast
JX3ClientX64_exe_net_strings.txt	0x007C03C8	ascii	KPlayerClient::OnResetCooldown
JX3ClientX64_exe_net_strings.txt	0x007C03E8	ascii	KPlayerClient::OnCoolDownOverDraftNotify
JX3ClientX64_exe_net_strings.txt	0x007C0418	ascii	KPlayerClient::OnSkillChainEffect
JX3ClientX64_exe_net_strings.txt	0x007C0440	ascii	KPlayerClient::OnSkillRayEffect
JX3ClientX64_exe_net_strings.txt	0x007C0460	ascii	KPlayerClient::OnSkillEffectResult
JX3ClientX64_exe_net_strings.txt	0x007C04C0	ascii	nSize == sizeof(S2C_SKILL_EFFECT_RESULT) + sizeof(S2C_SKILL_EFFECT_RESULT::KSKILL_RESULT) * pSkillResult->cResultCount
JX3ClientX64_exe_net_strings.txt	0x007C0538	ascii	pSkillResult->cResultCount < MAX_UI_SKILL_RESULT_TYPE_COUNT
JX3ClientX64_exe_net_strings.txt	0x007C0578	ascii	KPlayerClient::OnSyncBehitRepresent
JX3ClientX64_exe_net_strings.txt	0x007C05A0	ascii	KPlayerClient::OnPointChainSkillEffect
JX3ClientX64_exe_net_strings.txt	0x007C0620	ascii	KPlayerClient::OnSyncBuffList
JX3ClientX64_exe_net_strings.txt	0x007C0680	ascii	KPlayerClient::OnSyncBuffSingle
JX3ClientX64_exe_net_strings.txt	0x007C0710	ascii	KPlayerClient::OnSkillBeatBack
JX3ClientX64_exe_net_strings.txt	0x007C0758	ascii	KPlayerClient::OnSyncSelfCurrentLMRS
JX3ClientX64_exe_net_strings.txt	0x007C0780	ascii	KPlayerClient::OnSyncSelfCurrentSprintPower
JX3ClientX64_exe_net_strings.txt	0x007C0858	ascii	KPlayerClient::OnBroadcastCharacterLife
JX3ClientX64_exe_net_strings.txt	0x007C1BC0	ascii	KPlayerClient::OnSyncFightflagList
JX3ClientX64_exe_net_strings.txt	0x007C1F00	ascii	KPlayerClient::OnSyncSelfCurrentST
JX3ClientX64_exe_net_strings.txt	0x007C1FF8	ascii	KPlayerClient::OnSetForce
JX3ClientX64_exe_net_strings.txt	0x007C2018	ascii	KPlayerClient::OnSetBattleFieldSide
JX3ClientX64_exe_net_strings.txt	0x007C21F0	ascii	KPlayerClient::OnSyncForceId
JX3ClientX64_exe_net_strings.txt	0x007C22C8	ascii	KPlayerClient::OnSyncPKState
JX3ClientX64_exe_net_strings.txt	0x007C2678	ascii	KPlayerClient::OnSyncPlayerStateInfo
JX3ClientX64_exe_net_strings.txt	0x007C2BC0	ascii	KPlayerClient::OnArenaNotify
JX3ClientX64_exe_net_strings.txt	0x007C2BF0	ascii	KPlayerClient::OnSyncArenaStatistics
JX3ClientX64_exe_net_strings.txt	0x007C2C98	ascii	KPlayerClient::OnSyncCampInfo
JX3ClientX64_exe_net_strings.txt	0x007C3A88	ascii	KPlayerClient::OnSetCamp
JX3ClientX64_exe_net_strings.txt	0x007C5BF8	ascii	KPlayerClient::OnStartHoardSkill
JX3ClientX64_exe_net_strings.txt	0x007C61A8	ascii	KPlayerClient::OnSyncSceneKillersSet
JX3ClientX64_exe_net_strings.txt	0x007C6208	ascii	KPlayerClient::OnSyncSceneCampTypeToPlayer
JX3ClientX64_exe_net_strings.txt	0x007C6380	ascii	KPlayerClient::OnSyncArenaLevel
JX3ClientX64_exe_net_strings.txt	0x007C63C0	ascii	KPlayerClient::OnSyncArenaPlayerList
JX3ClientX64_exe_net_strings.txt	0x007C63F8	ascii	KPlayerClient::OnSyncArenaCompetitorList
JX3ClientX64_exe_net_strings.txt	0x007C6428	ascii	KPlayerClient::OnSyncBaseInfoFromBattlefieldCompetitorList
JX3ClientX64_exe_net_strings.txt	0x007C6468	ascii	KPlayerClient::OnSyncVariableInfoFromBattlefieldCompetitorList
JX3ClientX64_exe_net_strings.txt	0x007C6750	ascii	KPlayerClient::OnPauseCDTimer
JX3ClientX64_exe_net_strings.txt	0x007C6770	ascii	KPlayerClient::OnPauseBuffTimer
JX3ClientX64_exe_net_strings.txt	0x007C6790	ascii	KPlayerClient::OnAccelerateCDTimer
JX3ClientX64_exe_net_strings.txt	0x007C67B8	ascii	KPlayerClient::OnChangeImmunityCastIDNotify
JX3ClientX64_exe_net_strings.txt	0x007C68F8	ascii	KPlayerClient::OnBeginProxySkillList
JX3ClientX64_exe_net_strings.txt	0x007C6980	ascii	KPlayerClient::OnSyncProxySkillInfo
JX3ClientX64_exe_net_strings.txt	0x007C69A8	ascii	KPlayerClient::OnEndProxySkillList
JX3ClientX64_exe_net_strings.txt	0x007C69D0	ascii	KPlayerClient::OnClearProxySkillList
JX3ClientX64_exe_net_strings.txt	0x007C71B0	ascii	KPlayerClient::OnSyncArenaCompetitorCDState
JX3ClientX64_exe_net_strings.txt	0x007C7328	ascii	KPlayerClient::OnSyncArenaVisitorCount
JX3ClientX64_exe_net_strings.txt	0x007C7530	ascii	KPlayerClient::OnGetBFRankRespond
JX3ClientX64_exe_net_strings.txt	0x007C77B0	ascii	KPlayerClient::OnSyncStealthCharacter
JX3ClientX64_exe_net_strings.txt	0x007C78E0	ascii	KPlayerClient::OnSyncBFRoleData
JX3ClientX64_exe_net_strings.txt	0x007C7D70	ascii	KPlayerClient::OnSyncRelationAllEnemyExceptTeam
JX3ClientX64_exe_net_strings.txt	0x007C7FB0	ascii	KPlayerClient::OnSyncBattlefieldCompetitorCDState
JX3ClientX64_exe_net_strings.txt	0x007C7FE8	ascii	KPlayerClient::OnSyncBattlefieldCompetitorBuffList
JX3ClientX64_exe_net_strings.txt	0x007C82E8	ascii	KPlayerClient::OnCreateArenaRoomRespond
JX3ClientX64_exe_net_strings.txt	0x007C8340	ascii	KPlayerClient::OnCreateBattlefieldRoomRespond
JX3ClientX64_exe_net_strings.txt	0x007C83A8	ascii	KPlayerClient::OnForceStartBattleFieldChaosFightRespond
JX3ClientX64_exe_net_strings.txt	0x007C8540	ascii	KPlayerClient::OnCampPlantCommanderInfoRespond
JX3ClientX64_exe_net_strings.txt	0x007C85C0	ascii	KPlayerClient::OnCampPlantExploitRespond
JX3ClientX64_exe_net_strings.txt	0x007C8638	ascii	KPlayerClient::OnCampPlantInstructionRespond
JX3ClientX64_exe_net_strings.txt	0x007C86B8	ascii	KPlayerClient::OnCampPlantOBGlobalDataRespond
JX3ClientX64_exe_net_strings.txt	0x007C8740	ascii	KPlayerClient::OnCampPlantOBListDataRespond
JX3ClientX64_exe_net_strings.txt	0x007C90A8	ascii	KPlayerClient::OnChangeMultiImmunityCastIDNotify
JX3ClientX64_exe_net_strings.txt	0x007C9308	ascii	KPlayerClient::OnPVEDamageStatNotify
JX3ClientX64_exe_net_strings.txt	0x007C9368	ascii	KPlayerClient::OnSyncBattleStatFlag
JX3ClientX64_exe_net_strings.txt	0x007CA0B8	ascii	KPlayerClient::OnSyncTargetOutputDamage
JX3ClientX64_exe_net_strings.txt	0x007CA4C8	ascii	KPlayerClient::OnSyncPlayerOperationMask
JX3ClientX64_exe_net_strings.txt	0x007CA668	ascii	KPlayerClient::OnBroadcastKillInfo
JX3ClientX64_exe_net_strings.txt	0x007CC158	ascii	pReplayer
JX3ClientX64_exe_net_strings.txt	0x007CCE90	ascii	KGatewayClient::OnSyncMapQueueInfo
JX3ClientX64_exe_net_strings.txt	0x007E0BF8	ascii	BF_QUEUE_COUNTDOWN_BUFF
JX3ClientX64_exe_net_strings.txt	0x007F2BA8	ascii	GetCoolDownFrame
JX3ClientX64_exe_net_strings.txt	0x007F3510	ascii	CastSkill
JX3ClientX64_exe_net_strings.txt	0x007F3520	ascii	CastSkillXYZ
JX3ClientX64_exe_net_strings.txt	0x007F36E0	ascii	GetItemCoolDown
JX3ClientX64_exe_net_strings.txt	0x007F4280	ascii	ReloadCoolDown
JX3ClientX64_exe_net_strings.txt	0x007F4D60	ascii	GetAllBFPlayerTeamGroupID
JX3ClientX64_exe_net_strings.txt	0x007F63D0	ascii	CanCastSkill
JX3ClientX64_exe_net_strings.txt	0x007F6A10	ascii	CheckCoolDown1
JX3ClientX64_exe_net_strings.txt	0x007F6A20	ascii	CheckCoolDown2
JX3ClientX64_exe_net_strings.txt	0x007F6A30	ascii	CheckCoolDown3
JX3ClientX64_exe_net_strings.txt	0x007F6A40	ascii	CoolDown1
JX3ClientX64_exe_net_strings.txt	0x007F6A50	ascii	CoolDown2
JX3ClientX64_exe_net_strings.txt	0x007F6A60	ascii	CoolDown3
JX3ClientX64_exe_net_strings.txt	0x007F6A70	ascii	MinCoolDown1
JX3ClientX64_exe_net_strings.txt	0x007F6A80	ascii	MinCoolDown2
JX3ClientX64_exe_net_strings.txt	0x007F6A90	ascii	MinCoolDown3
JX3ClientX64_exe_net_strings.txt	0x007F6AA0	ascii	MaxCoolDown1
JX3ClientX64_exe_net_strings.txt	0x007F6AB0	ascii	MaxCoolDown2
JX3ClientX64_exe_net_strings.txt	0x007F6AC0	ascii	MaxCoolDown3
JX3ClientX64_exe_net_strings.txt	0x007F82D0	ascii	KScriptFuncList::LuaGetCoolDownFrame
