skill_id	skill_name	belong_school
1991	英雄剑冢_小怪_御风护卫_片雪刃	12
1992	英雄剑冢_小怪_御风护卫_风雪交加	12
1993	英雄剑冢_小怪_御风护卫_封雪刃	12
1994	英雄剑冢_小怪_御风护卫_雪落	12
2031	英雄剑冢_小怪_御风护卫_雪落1	12
2042	英雄剑冢_小怪_御风护卫_雪落2	12
2043	英雄剑冢_小怪_御火门徒_飞镖	12
2125	自身加20%御劲	16
2126	目标减20%御劲	16
2275	法王窟_智慧王_万花·兰摧玉折	12
2309	莫雨_回春妙手_瞬发空技能	12
2310	翟季真_回春妙手_瞬发空技能	12
2311	莫雨_回春妙手_吟唱	12
2312	翟季真_回春妙手_吟唱	12
2388	寂灭厅_小怪_天策弟子_御	12
2391	寂灭厅_小怪_万花弟子_兰摧玉折	12
2410	体型通用_御姐_妖娆魅力	12
2415	星宿派_壮汉及御姐_通用_雷招来	12
2416	段氏_标男_剑_御流剑	12
2493	妙手织天阵描述技能	9
2494	妙手织天阵1	9
2495	妙手织天阵2	9
2496	妙手织天阵3	9
2497	妙手织天阵4	9
2498	妙手织天阵5	9
2499	妙手织天阵6	9
2562	防御_明王身	5
2573	防御_业力	5
2574	防御_千眼	5
2575	防御_清净	5
2576	防御_生缘	5
2577	防御_幻身	5
2578	防御_怒嗔	5
2579	防御_大觉	5
2580	防御_色空体	5
2581	防御_三世诸佛	5
2582	防御_大明	5
2583	防御_不垢	5
2584	防御_执迷不返	5
2585	防御_天龙音	5
2586	防御_离世法	5
2587	防御_无色无相	5
2588	防御_无量波罗	5
2589	防御_归去来棍	5
2612	防御_傲骨	1
2613	防御_巨细	1
2614	防御_勤王	1
2615	防御_不破	1
2616	防御_金甲	1
2617	防御_林虎	1
2618	防御_千重	1
2619	防御_盘蛇	1
2621	防御_风之殇	1
2622	防御_湮灭	1
2623	防御_留侯	1
2624	防御_日影	1
2625	防御_将威	1
2626	防御_仗剑	1
2627	防御_引羌笛	1
2687	剑纯_六御	3
2909	天策_盘蛇_御加1层	1
2910	天策_盘蛇_御加2层	1
2933	袖手_鹊踏枝闪避后效果	4
3014	碎星辰_匣中1	3
3015	碎星辰_匣中2	3
3037	子技能_瞬发兰摧玉折	2
3096	追命箭（记得改飞天）	10
3130	御风_剜心剑	12
3131	御风_断脉剑	12
3132	御风_御风剑	12
3156	御风_剜心剑_AOE	12
3157	御风_断脉剑_自伤	12
3170	碧落_兰摧玉折_沉默	12
3172	碧落_兰摧玉折	12
3180	白衣焚天_罗汉金身	12
3291	追命箭_额外伤害	10
3293	追命箭_加瞬发BUFF	10
3460	被击倒后加防御	0
3461	被击退后加防御	0
3535	唐门橙武_追命箭	12
3673	烛龙殿_少林_舍身诀	12
3829	追命箭_隐身伤害	10
3973	贪魔体	8
3985	朝圣言	8
4002	防御_明光恒照	8
4003	防御_无量妙境	8
4004	防御_日月凌天	8
4005	防御_无明业火	8
4006	防御_妙镜惊寂	8
4007	防御_慈悲为怀	8
4008	防御_折冲厌难	8
4009	防御_临难无慑	8
4010	防御_魂劳梦断	8
4011	防御_伐魔忏罪	8
4012	防御_除荡旷劫	8
4013	防御_破死忘生	8
4014	防御_极乐普渡	8
4015	防御_万念俱寂	8
4016	防御_超凡入圣	8
4017	防御_极本溯源	8
4061	明教_朝圣言_群体嘲讽	8
4067	明教_贪魔体_消失爆炸	8
4082	破苍穹_给自己双倍	3
4282	南诏皇宫_谢渊_御龙卸甲	12
4438	浮沉照影_贪魔体	12
4469	明教_被打重置贪魔体回血	8
4473	明教_耗豆后加防御	8
4665	南诏皇宫_军阵_防御者_铁甲防御	12
4666	南诏皇宫_军阵_防御者_强体术	12
4667	南诏皇宫_军阵_防御者_缓气	12
4668	南诏皇宫_军阵_防御者_十米长城	12
4669	南诏皇宫_军阵_防御者_洪流反射	12
4670	南诏皇宫_军阵_防御者_防御修复	12
4671	南诏皇宫_军阵_防御者_叹息之墙	12
4672	南诏皇宫_军阵_防御者_盾墙	12
4673	南诏皇宫_军阵_防御者_龟息功	12
4687	明教防御阵法施放	8
4689	防御阵法描述技能	8
4690	明教防御阵法BUFF	8
4697	明教防御阵法第四重_被打阵眼加气血上限	8
4698	明教防御阵法第五重_小队加防御	8
4699	明教防御阵法第六重_阵眼回血	8
4749	南诏皇宫_军阵_防御者_攻击	12
4945	橙武_70明教T橙武_重置贪魔体	16
4991	南诏皇宫_6号_康雪烛_兰摧玉折	12
4996	南诏皇宫_6号_陈和尚_附带兰摧玉折	12
5256	华清宫回忆录_小怪_盾壁防御	12
5663	天策_傲血_十宣3_御被打掉减伤害	1
5676	天策_傲血_腰眼1_御奔突重置游龙骑法的调息时间	1
5677	天策_傲血_腰眼2_御奔突使周围玩家骑马速度加快	1
5679	天策_铁牢_气端1_防御提高	1
5684	天策_铁牢_崇骨3_御加血	1
5704	唐门_惊羽_气端2_夺魄箭使追命箭瞬发	10
5921	少林_洗髓_气端3_加防御	5
5922	少林_洗髓_崇骨1_韦陀加防御	5
5935	少林_洗髓_极泉2_千斤坠防御	5
5976	明教_焚影_龙玄1_贪魔体眩晕	8
5977	明教_焚影_龙玄2_贪魔体减伤	8
6000	明教_明尊_龙玄1_朝圣言的调息降低	8
6067	天策_90级奇穴_御奔突加队友马速	1
6136	万花_90级奇穴_刷新兰摧玉折	2
6150	舍身诀_小队承担伤害	5
6161	华清宫_小怪_盾壁防御	12
6177	明教_减少朝圣言cd	8
6180	明教_贪魔体_消失嘲讽	8
6202	唐门_90级奇穴_追命箭AOE	10
6438	唐门_惊羽_追命箭加伤害	10
6459	唐门_惊羽_追命箭瞬发夺魄	10
6473	唐门_惊羽_杀死目标瞬发追命箭	10
6474	唐门_90奇穴_杀死目标瞬发追命箭	10
6528	天策_傲血_御加1层	1
6579	少林_拿云式无视防御	5
6719	明教_贪魔体_风车	8
6721	明教_贪魔体加移速	8
6736	明教_贪魔体驱散dot	8
6737	明教_贪魔体AOE	8
6759	明教_明尊_贪魔体消DEBUFF	8
6780	天策_傲血_马上加防御和攻击	1
6783	少林_舍身诀重置无相	5
6824	6824 丐帮8-2天下加伤加防御	7
6896	明教_明尊_低血量重置贪魔体	8
6907	七秀_云裳_鹊踏枝减伤	4
6920	唐门_90奇穴_追命箭_正常	10
6921	唐门_90奇穴_追命箭_隐身	10
6994	阿史那从礼_御藤主技能	12
6995	阿史那从礼_御藤分技能	12
7007	增加防御值	13
7009	增加防御值食物中毒	13
7073	提高内功防御力	13
7084	提高外功防御力	13
7168	释放_鬼御	13
7251	增加御劲	13
7252	增加化劲	13
7269	元旦活动_装备_御厨七宝链_内功会心	13
7270	元旦活动_装备_御厨七宝链_外功会心	13
7271	元旦活动_装备_御厨勾涎戒_暗器	13
7330	恶人谷_王遗风_红尘曲·御伤	13
7504	南诏禁军_御林铁卫	13
7596	苍山洱海_任务AOE温酒小憩	13
7620	赛马_百步穿杨	13
7650	帮会约战_追命箭	13
7741	门派活动_百步穿杨	13
7977	阿史那_突厥秘术·御刀	13
7979	阿史那_突厥秘术·御人	13
7980	阿史那_突厥秘术·御腾	13
7983	阿史那_突厥秘术·御坤	13
7984	阿史那_突厥秘术·御刀_震怒	13
7985	阿史那_突厥秘术·御人_震怒	13
7997	阿史那_突厥秘术·御坤_惊惧	13
8202	血战天策_山狼_追命箭	12
8286	直城门_百步穿杨	12
8453	御马奔袭	13
8815	御城·极	13
8817	御城·极子技能	13
8818	御城·盾	13
8819	御城·锋	13
8820	御城·矛	13
8821	御城·励	13
8822	御城·横扫	13
8823	御城·抛掷	13
8825	御城·冲刺	13
8826	御城·横扫	13
8827	御城·断股	13
8828	御城·精准	13
8830	春点	13
8835	御城·锋击退AOE	13
8836	御城·抛掷守将AOE	13
8837	御城·抛掷斧卫AOE	13
8911	墨家密殿_二号_防御	12
8984	御城·抓人	13
8993	御城·殇	13
8996	御城·盾击倒	13
9008	天策_铁牢大漠_招架打防御	1
9199	安守忠_普通攻击减防御	12
9272	明教_附魔_贪魔体回血效果	8
9273	明教_附魔_贪魔体回血实际效果	8
9279	少林_附魔_擒龙诀防御	5
10035	少林防御阵法套路	5
10076	天策防御阵法	1
10107	防御	16
10218	百步穿杨	10
10237	御暗烬灭令	8
10249	明教防御阵法	8
10388	防御90奇穴	18
13067	盾立	18
13074	无霜_血怒防御加仇恨	18
13183	盾立_被击回复怒气	18
13353	罗汉金身给自身回血	5
13679	七秀_冰心_鹊踏枝期间闪避回内力	4
14265	仙侣庭园_3号_防御_转换状态_圆形	12
14266	仙侣庭园_3号_防御_步步为营_顺劈_扇形	12
14267	仙侣庭园_3号_防御_步步为营_重整_单体	12
14268	仙侣庭园_3号_防御_步步为营_恼羞_圆形	12
14274	仙侣庭园_3号_防御_步步为营_格挡_圆形	12
14471	天音知脉_删除御减伤	19
14621	雾锁_添加无视目标防御buff	6
14622	雾锁_删除无视目标防御buff	6
14674	防御_殇未悔_闪避提高到80%	8
14675	防御_宿角生辉_闪避降低持续延长附带威胁	8
14676	防御_华彩若英_气血每低于10%闪避提高5%	8
14677	防御_辟滞扈沙_跳血减伤	8
14678	防御_圣浴明心_朝圣言不回血提高攻击数值	8
14679	防御_耀火生瑞_朝圣言不再提高AP但是附带30%减伤	8
14680	防御_流沙渡_归寂道降低持续降低伤害效果提高至30%	8
14755	灵越_罗汉金身反弹效果降低50%，持续时间延长	5
14756	罗汉金身解控	5
14805	在握_风不提高会心使御劲提高	1
14820	佛果_罗汉金身被击回复禅那	5
14827	载戎_御抵御伤害降低调息时间	1
14828	戟胜_御消失回血	1
14843	猛寒_血怒降低防御提高会心	18
14850	妙手连环_追命会心重置CD	10
14859	灵犀_蝎心无视目标防御	9
14879	降低御2秒调息时间	1
14899	添加无视目标防御效果	9
14904	蔑视_判定气血值增加无视目标防御	18
14905	删除无视防御子技能	18
14927	御鸿于天	7
14928	御鸿于天二段	7
14955	罗汉金身被击回豆和添加伤害	5
14956	罗汉金身被击回豆	5
14961	删除罗汉金身伤害buff	5
14989	碎星辰气场加强效果	3
14995	破苍穹加强版本	3
15046	卡卢比_朝圣言	13
15118	罗汉金身被击击倒目标	5
15128	贪魔体_解除	8
15310	天策_隐元会_御六气	13
15447	唐门_防御测试_AOE伤害	13
15448	唐门_防御测试_AOE伤害2	13
15449	唐门_防御测试_AOE伤害3	13
15549	曹炎烈_追命箭	12
15762	山狼_追命箭	12
15771	协助npc李承恩_御林	12
15821	协助npc李承恩boss相关_御王阵	12
15894	BOSS3_雨卓承_圆形冰块_御霜	12
15895	BOSS3_雨卓承_矩形冰块_御霜	12
16589	协助npc_李承恩_龙狼灭友方御	12
16700	曹炎烈_风球AOE加御风	12
16796	御花园_狼牙暗狩_搜索AOE	12
17128	曹炎烈_追命箭红	12
17133	曹炎烈_追命箭蓝	12
17191	御城·伤	13
17432	17432 柳愚_御海刀母技能	13
17433	17433 柳愚_御海刀持续伤害	13
17510	新倚天_无视目标内功防御	2
17626	长孙忘情_盾立吟唱	12
17635	17635 长孙忘情_盾立读条	12
17760	罗汉金身被击回血	5
17818	李忘生_破苍穹	12
17830	李忘生_破苍穹实际效果	12
17848	长孙忘情_盾立击飞	12
18160	破苍穹小队增益实际生效	3
18166	5号_追命箭读条	12
18167	18167 5号_追命箭标记目标	12
18239	昂如岳_御回复气血且提高上限	1
18257	兰摧玉折调息时间降低	2
18297	降低贪魔体调息时间	8
18298	贪魔体提前结束降低调息	8
18454	唐门_追命箭	12
18487	百折_御消失增加战意	1
18493	小怪_狼牙弓箭手_百步穿杨	12
18563	小怪_御龙兵甲近	12
18564	小怪_御龙兵甲远	12
18598	5号_追命箭实际伤害	12
18692	御风_梯云纵不消失	3
18729	万花兰摧玉折唯二	2
18730	万花兰摧玉折单一目标	2
18801	追命箭_飞天	10
18969	判断目标无视防御	7
19223	摩提耶罗_万花弟子_兰摧玉折	12
19232	摩提耶罗_天策弟子_御	12
19629	御毒护盾	12
20065	翔极碧落	21
20066	翔极碧落实际伤害	21
20067	翔极碧落冲刺	21
20083	溟海御波`2	21
20322	溟海御波实际伤害	21
20343	蓬莱_遥思_翔极碧落重击目标	21
20377	蓬莱_御澜_大招	21
20514	溟海御波3尺内效果	21
20531	溟海御波额外伤害	21
20585	回春妙手_蓬莱	0
20591	溟海御波持续控制效果	21
20720	蓬莱_遥思_溟海御波闪避	21
20736	翔极碧落打断后沉默	21
20747	蓬莱_梦悠_无视防御	21
20753	蓬莱_崔嵬_定波砥澜防御提高	21
20754	定波砥澜纯防御	21
21189	贪魔体被击回血	8
21603	自身吸引防御塔转火	12
21607	防御塔周期检测周围有无小兵	12
21693	舍身诀·收	5
21815	溟海御波`【地面】（废弃）	21
21873	MOBA终极防御武器	12
22138	2号_罗汉金身	12
22908	御城·急	13
22962	贪魔体持续减速	8
23161	追命箭群攻实际伤害	10
23204	骑御	12
23744	明教特殊武器_贪魔体添加BUFF	16
23946	兰摧玉折移动	2
23998	宠物_蟾蜍_增益防御盾	9
24016	朝圣言击飞目标	8
24360	少林_舍身诀前方判定	12
24535	连携_朝圣言母技能	12
25063	25063 少林_趺坐_罗汉金身加御	5
25085	加强魂阵无视目标防御	23
25118	唐门_鲸鱼_灵机卸甲_减化劲	10
25209	用御_盾壁返还CD	18
25576	厉飞沙_防御	13
25841	勤修不辍_兰摧玉折	13
26044	虚灵_罗汉金身	13
26045	虚灵_罗汉金身实际	13
26048	虚灵_罗汉金身黑天金刚铃	13
26049	虚灵_罗汉金身黑天伤害子技能	13
26126	澜漪_兰摧玉折	13
26140	龙门飞剑武器_防御_被动	16
26141	龙门飞剑武器_防御_主动	16
26144	鹊羽_追命箭	13
26160	鹊羽_百步穿杨	13
26177	雪山七侠妙手空空	13
26723	新用御_云城盾缩短CD	18
26724	新用御伤害子技能	18
26747	血量限制加御劲	1
26848	4号_姜集苦_御符链状	12
26856	4号_姜集苦_御状态添加	12
26879	4号_姜集苦_解除御阵法	12
26935	橙武_蓬莱_溟海御波带dot	16
27856	27856 道具_鹊踏枝	13
27871	道具_盾立	13
27888	道具_舍身诀	13
27898	道具_舍身诀子技能	13
27899	道具_舍身诀解控子技能	13
27904	道具_翔极碧落	13
27995	道具_翔极碧落打断后加沉默	13
28411	北天药宗_谢枝_逆乱降御化	24
28419	北天药宗_凄骨_奚毒射罔无视防御	24
28631	毛毛_御法八式	12
28632	毛毛_御法八式_剑尾返	12
28636	毛毛_御法八式_剑尾返_实际效果	12
28738	胜娇增加御化	24
28739	北天药宗_胜娇_青川濯莲范围内提高御化	24
28818	温酒_无视化劲效果	7
28819	温酒_掌法触发伤害	7
28900	宝物_单体增加防御力	12
28902	宝箱_群体增加防御力	12
28916	28916 温酒_重伤玩家重置	7
29109	回春妙手_药宗	0
29546	29546 铁牢3%大附魔_御群体减伤	1
29611	谢云流_碎星辰_循环	12
29612	谢云流_碎星辰_人剑合一	12
29663	4号_血蛊巢心_化劲反击	12
29816	战斗管家_山寨贪魔体	13
29817	战斗管家_山寨朝圣言	13
29836	朝圣言嘲讽子技能	13
29985	三星临无视防御添加	23
29986	三星临无视防御移除	23
30088	毒经_献祭加无视防御	9
30916	霸刀七刀无视化劲判定	20
30917	霸刀七刀无视化劲移除	20
31950	战斗管家_山寨贪魔体群嘲	13
32145	孤锋破浪	26
32192	柳唐大婚_唐门弟子_追命箭	13
32309	道具_御海刀母技能	13
32310	道具_御海刀方形aoe	13
32311	道具_御海刀伤害子技能	13
32312	道具_御海刀被击事件	13
32363	御海刀伤害子技能无事件	13
32375	积势_百分百出棋子	2
32380	妙手_棋子自动奶+御劲	2
32411	正气_五方拉破苍穹	3
32419	灭影追风	26
32459	身形位置优化减化劲	26
32508	孤锋破浪标记多段伤害	26
32580	灭影追风爆发延长	26
32587	灭影追风添加吸收盾	26
32748	歃血御城挂dot子技能	18
32749	离经妙手每秒奶人aoe	2
33027	灭影追风减化劲	26
33240	御东风·龙鹞	13
33711	温酒_无视化劲效果	7
33776	涯清_孤锋破浪+灭影追风	13
33796	涯清_孤锋破浪实际技能	13
33799	涯清_孤锋破浪实际基础伤害子技能	13
33801	涯清_孤锋破浪识意截辕子技能	13
33903	助战刀马_御龙	25
33927	助战刀马_御龙表现技能不带cd	25
34415	5号_铁御诀	12
34508	已废弃_明教_溯源贪魔体二段	8
34509	明教_溯源贪魔体判断周围侠士	8
34510	明教_溯源贪魔体AOE	8
34600	6号_翁幼之_抵御	12
34659	已废弃_明教_溯源贪魔体AOE	8
35423	3号魏鑫_御兽_空读条	12
35733	万灵06-1诸怀_增益期间无视防御	29
36093	焚影_净恶瑕诛_流光增强轮	8
36114	万灵山庄_防御型普攻	29
36143	明教轮无视化劲判定	8
36144	明教轮无视化劲移除	8
36182	万灵山庄_防御型宠物被动招式	29
36264	御鸿于天_范围上dot母技能	7
36570	御鸿于天_额外伤害	7
37497	防御技_预处理	12
37800	鹊羽_追命箭	25
38500	段氏奇穴_无视防御	38
38516	流转_破苍穹合成	3
38517	破苍穹敌人范围判断	3
38520	明教日破无视化劲判定	8
38521	明教日破无视化劲移除	8
38522	合成破苍穹增益技能	3
38574	130级治疗防御风	16
38601	新积势_棋子治疗人数增加	2
38625	北天药宗_新谢枝_且待降化劲	24
38786	130级防御特效腰坠	16
38787	130级防御特效腰坠实际生效子技能	16
38802	130级防御特效腰坠伤害子技能	16
38855	130级防御特效腰坠精准反击	16
38957	新华香_伏魔无视防御	5
39045	蔑视血量无视防御	18
39064	防御技_一瞬柄撞	12
39065	防御技_一瞬柄撞读条	12
39066	防御技_一瞬柄撞停止	12
39067	防御技_一瞬柄撞被击释放判断	12
39068	防御技_一瞬柄撞单体反击	12
39069	防御技_一瞬柄撞扇形反击	12
39077	防御技_逆波式	12
39079	防御技_逆波式按压反击	12
39080	防御技_逆波式被击	12
39082	防御技_逆波式停止	12
39086	防御技_夜叉浮乐	12
39087	防御技_夜叉浮乐被击	12
39094	防御技_铁猬	12
39096	防御技_铁猬圆形反击	12
39097	防御技_铁猬停止	12
39098	防御技_铁猬被击	12
39099	防御技_海龙御劲	12
39100	防御技_海龙御劲被击	12
39101	防御技_海龙御劲圆形反击	12
39102	防御技_海龙御劲停止	12
39113	防御技_俯阵熊突	12
39114	防御技_俯阵熊突矩形伤害	12
39115	防御技_俯阵熊突被击	12
39116	防御技_俯阵熊突停止	12
39118	防御技_麒麟遁甲	12
39119	防御技_麒麟遁甲停止	12
39120	防御技_麒麟遁甲被击	12
39121	防御技_麒麟遁甲读条	12
39125	防御技_绝地反击	12
39126	防御技_绝地反击被击	12
39127	防御技_绝地反击停止	12
39129	防御技_麒麟遁甲卸除气劲	12
39291	防御技_一瞬柄撞	12
39292	防御技_逆波式	12
39293	防御技_夜叉浮乐	12
39294	防御技_铁猬	12
39295	防御技_海龙御劲	12
39296	防御技_俯阵熊突	12
39297	防御技_麒麟遁甲	12
39298	防御技_绝地反击	12
39669	防御技_外功错误触发被击	12
39670	防御技_内功错误触发被击	12
39696	3号_侯青_盾兵_防御AOE	12
39701	3号_侯青_助战NPC_防御增益	12
39784	防御技_逆波式反击判断	12
39829	输出PVP护手减化劲	16
39830	治疗PVP护手加化劲	16
39857	PVP项链化劲加御劲	16
40084	万花飞白后上兰摧玉折	2
40728	PVP附魔1腰带_被击加御劲	16
40729	PVP附魔2腰带_化劲转御劲	16
40875	青年谢云流_凭虚御风读条	12
41062	防御护手特效伤害	16
41063	防御腰带特效加破招	16
41064	防御下装特效叠层伤害	16
41065	防御戒指特效加血	16
41069	防御护手特效伤害子技能	16
41073	防御下装特效伤害子技能	16
41202	武器_兰摧玉折	40
41228	奇境_破苍穹	40
41271	奇境_破苍穹实际范围效果	40
41338	寻宝_追命箭	40
41355	寻宝_追命箭实际运功	40
41359	盾立	40
41397	盾立反击技能事件	40
41742	兰摧玉折_子弹表现技能	2
42143	非操控状态无视防御	39
42402	北天药宗_霜解_七情减化劲	24
42505	御前星	23
42511	御前星奇穴	23
42515	御前星蓄力子技能	23
42520	御前星实际伤害	23
42895	防御护手特效加护盾	16
42897	防御护手特效反击	16
42898	防御护手特效反击伤害子技能	16
42917	丐帮御鸿伤害子技能	7
42918	丐帮_亢龙DOT_御鸿于天强化可叠加	7
43085	御鸿于天直接伤害	7
43922	盾立检测周围人数	18
44285	3号_柳公子_妙手空空_1段	12
44286	3号_柳公子_妙手空空_2段其二	12
44287	3号_柳公子_妙手空空_2段其一	12
44336	碎星辰移动	3
44339	花间_无视防御和加无双	2
44532	孤锋无视化劲	26
44572	明教_内劲_贪魔体反击	8
44645	3号_柳公子_妙手空空点名链状	12
44794	金9获得御劲	41
44949	3号_柳公子_武器防御表现子弹	12
44954	金（芒印·御）	41
64435	统御	13
64995	绝境·兰摧玉折	13
65071	绝境_追命箭	13
65072	绝境_追命箭额外伤害	13
65133	绝境·碎星辰	13
65134	碎星辰实际效果	13
65136	绝境·破苍穹	13
65137	破苍穹技能释放	13
65161	绝境_鹊踏枝	13
