CAT	ID	Name	DisplayName	Type	MaxCopyCount	MinPlayerCount	MaxPlayerCount	KeepTime	ReviveInSitu	RevieCycle	BanSkillMask	BattleRelationMask	CampType	FightList	NeedCampBuff	bCanTongWar	CanJoinBattleField	BanUseItemMask	CanJoinArena	IsArenaMap	NewCampFight	CanJoinTongBattlefield	InvalidBuffMask	BanChangeTalent	CanSprint	QueueForSwitchWhenFull	CampQueue	IsTongWarMap	IsBattlefield	OperationMask	IsTongLeagueMap	bCanPK	bCanDuel	LimitTimes	ResourcePath	ScriptFile
arena	216	阴山大草原	阴山大草原	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\阴山大草原\阴山大草原.jsonmap	
arena	217	黑戈壁	黑戈壁	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\黑戈壁\黑戈壁.jsonmap	
arena	238	青竹书院	青竹书院	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\青竹书院\青竹书院.jsonmap	
arena	239	洛阳城北	洛阳城	0	1	1	1100	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\洛阳城北\洛阳城北.jsonmap	
arena	243	霸刀山庄	霸刀山庄	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	131	0	1	1	0					0	1	0	data\source\maps\霸刀山庄\霸刀山庄.jsonmap	
arena	259	竞技大师_华山之巅	竞技大师_华山之巅	0	1	1	200	10	1	0	0	0	1	0	0	1	1	16	1	0	1	1	0	0	0	1	0			7		0	1	0	data\source\maps\竞技大师_华山之巅\竞技大师_华山之巅.jsonmap	
arena	276	拭剑园	拭剑园	0	1	1	1200	10	1	0	16	0	1	0	0	0	0	16	1	0	0	0	16	0	1	1	0			5		0	1	0	data\source\maps\拭剑园\拭剑园.jsonmap	
arena	277	拭剑台	拭剑台	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\拭剑台\拭剑台.jsonmap	
arena	278	拭剑园	拭剑园	0	1	1	1200	10	1	0	16	0	1	0	0	0	0	16	1	0	0	0	16	0	1	1	0			5		0	1	0	data\source\maps\拭剑园\拭剑园.jsonmap	
arena	279	拭剑园	拭剑园	0	1	1	1200	10	1	0	16	0	1	0	0	0	0	16	1	0	0	0	16	0	1	1	0			5		0	1	0	data\source\maps\拭剑园\拭剑园.jsonmap	
arena	280	拭剑园	拭剑园	0	1	1	1200	10	1	0	16	0	1	0	0	0	0	16	1	0	0	0	16	0	1	1	0			5		0	1	0	data\source\maps\拭剑园\拭剑园.jsonmap	
arena	281	拭剑园	拭剑园	0	1	1	1200	10	1	0	16	0	1	0	0	0	0	16	1	0	0	0	16	0	1	1	0			5		0	1	0	data\source\maps\拭剑园\拭剑园.jsonmap	
arena	325	洞天福地岛	洞天福地岛	0	1	1	1900	10	1	0	0	0	1	0	0	1	1	16	1	0	1	0	0	0	1	1	0					1	1	0	data\source\maps\洞天福地岛\洞天福地岛.jsonmap	
arena	330	龙泉府	龙泉府	0	1	1	1100	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\龙泉府\龙泉府.jsonmap	
arena	331	九寨沟	九寨沟	0	1	1	1200	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\九寨沟\九寨沟.jsonmap	
arena	332	侠客岛	侠客岛	0	6	1	1200	10	1	0	16	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\侠客岛\侠客岛.jsonmap	
arena	333	蓬莱	蓬莱	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\蓬莱\蓬莱.jsonmap	
arena	334	经首道源岛	经首道源岛	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\经首道源岛\经首道源岛.jsonmap	
arena	362	墟海之眼	墟海之眼	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\墟海之眼\墟海之眼.jsonmap	
arena	411	鲲鹏岛	鲲鹏岛	0	1	1	1000	10	1	0	0	0	4	0	0	0	1	16	1	0	0	1	0	0	1	1	1					1	1	0	data\source\maps\鲲鹏岛\鲲鹏岛.jsonmap	
arena	413	望扬镇_压力测试	望扬镇_压力测试	0	1	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\望扬镇_压力测试\望扬镇_压力测试.jsonmap	
arena	419	凌雪阁	凌雪阁	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\凌雪阁\凌雪阁.jsonmap	
arena	444	蔷薇列岛	蔷薇列岛	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\蔷薇列岛\蔷薇列岛.jsonmap	
arena	457	望扬镇_单房屋测试	望扬镇_单房屋测试	0	1	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\望扬镇_单房屋测试\望扬镇_单房屋测试.jsonmap	
arena	463	七秀_家园	七秀_家园	0	1	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\七秀_家园\七秀_家园.jsonmap	
arena	464	衍天宗	衍天宗	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\衍天宗\衍天宗.jsonmap	
arena	465	望扬镇_单房屋	望扬镇_单房屋	0	1	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\望扬镇_单房屋\望扬镇_单房屋.jsonmap	
arena	473	万花_乱世	万花·乱世	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\万花_乱世\万花_乱世.jsonmap	
arena	474	七秀_乱世	七秀·乱世	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\七秀_乱世\七秀_乱世.jsonmap	
arena	475	少林_乱世	少林·乱世	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\少林_乱世\少林_乱世.jsonmap	
arena	488	藏剑山庄_乱世	藏剑山庄·乱世	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\藏剑山庄_乱世\藏剑山庄_乱世.jsonmap	
arena	525	黑山林海	黑山林海	0	1	1	1600	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\黑山林海\黑山林海.jsonmap	
arena	526	北天药宗	北天药宗	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\北天药宗\北天药宗.jsonmap	
arena	529	藏剑武库	藏剑武库	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\藏剑武库\藏剑武库.jsonmap	
arena	530	墟海之眼_演武场	墟海之眼·演武场	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\墟海之眼_演武场\墟海之眼_演武场.jsonmap	
arena	578	刀宗	刀宗	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\刀宗\刀宗.jsonmap	
arena	579	百溪	百溪	0	10	1	1500	10	1	0	0	0	1	0	0	1	1	16	1	0	0	0	0	0	1	1						1	1	0	data\source\maps\百溪\百溪.jsonmap	
arena	580	烂柯山	烂柯山	0	1	1	1500	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1						1	1	0	data\source\maps\烂柯山\烂柯山.jsonmap	
arena	581	楚州	楚州	0	1	1	1500	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1						1	1	0	data\source\maps\楚州\楚州.jsonmap	
arena	582	润扬	晟江	0	1	1	1500	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1						1	1	0	data\source\maps\润扬\润扬.jsonmap	
arena	624	沃石火狱	沃石火狱	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\沃石火狱\沃石火狱.jsonmap	
arena	642	万灵山庄	万灵山庄	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\万灵山庄\万灵山庄.jsonmap	
arena	647	银霜口	银霜口	0	1	1	1600	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\银霜口\银霜口.jsonmap	
arena	666	南诏段氏	南诏段氏	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\南诏段氏\南诏段氏.jsonmap	
arena	673	河西瀚漠	河西瀚漠	0	2	1	1200	10	1	0	0	0	1	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\河西瀚漠\河西瀚漠.jsonmap	
arena	696	南诏段氏_红叶泽	红叶泽	2	2048	1	1024	2	0	0	8	2	4	0	0	0	0	1	0	1	0	0	8	0	0	1	0			7		0	0	0	data\source\maps\南诏段氏_红叶泽\南诏段氏_红叶泽.jsonmap	
arena	701	长安_皇城	皇城	0	1	1	1200	10	1	0	0	0	1	0	0	1	1	16	1	0	0	0	0	0	1	1						1	1	0	data\source\maps\长安_皇城\长安_皇城.jsonmap	
arena	713	伊丽川	伊丽川	0	2	1	1200	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\伊丽川\伊丽川.jsonmap	
arena	718	无相楼	永宁湾	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\无相楼\无相楼.jsonmap	
arena	806	洛阳城西	洛阳城西	0	1	1	1200	10	1	0	0	0	1	0	0	1	1	16	1	0	0	0	0	0	1	1						1	1	0	data\source\maps\洛阳城西\洛阳城西.jsonmap	scripts/Map/洛阳城西/洛阳城西.lua
battlefield	2	万花	万花	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\万花\万花.jsonmap	
battlefield	5	少林	少林	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\少林\少林.jsonmap	
battlefield	6	扬州	扬州	0	1	1	1200	10	1	0	16	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\扬州\扬州.jsonmap	
battlefield	7	纯阳	纯阳	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\纯阳\纯阳.jsonmap	
battlefield	8	洛阳	洛阳	0	1	1	1500	10	1	0	16	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\洛阳\洛阳.jsonmap	
battlefield	9	洛道	洛道	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\洛道\洛道.jsonmap	
battlefield	10	寇岛	寇岛	0	1	1	1024	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\寇岛\寇岛.jsonmap	
battlefield	11	天策	天策	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\天策\天策.jsonmap	
battlefield	12	枫华谷	枫华谷	0	1	1	1024	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	0					1	1	0	data\source\maps\枫华谷\枫华谷.jsonmap	
battlefield	13	金水镇	金水镇	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	1	0	0	1	1	1					1	1	0	data\source\maps\金水镇\金水镇.jsonmap	
battlefield	15	长安	长安	0	1	1	1500	10	1	0	16	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\长安\长安.jsonmap	
battlefield	16	七秀	七秀	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\七秀\七秀.jsonmap	
battlefield	21	巴陵县	巴陵县	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\巴陵县\巴陵县.jsonmap	
battlefield	22	南屏山	南屏山	0	1	1	1000	10	1	0	0	0	5	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\南屏山\南屏山.jsonmap	
battlefield	23	龙门荒漠	龙门荒漠	0	1	1	1200	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\龙门荒漠\龙门荒漠.jsonmap	
battlefield	25	浩气盟	浩气盟	0	10	1	1400	10	1	0	0	0	5	0	1	0	1	16	1	0	1	0	0	0	1	1	1					0	1	0	data\source\maps\浩气盟\浩气盟.jsonmap	
battlefield	27	恶人谷	恶人谷	0	10	1	1400	10	1	0	0	0	5	0	1	0	1	16	1	0	1	0	0	0	1	1	1					0	1	0	data\source\maps\恶人谷\恶人谷.jsonmap	
battlefield	30	昆仑	昆仑	0	1	1	1000	10	1	0	0	0	5	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\昆仑\昆仑.jsonmap	
battlefield	35	瞿塘峡	瞿塘峡	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\瞿塘峡\瞿塘峡.jsonmap	
battlefield	38	神农洇	神农洇	2	512	1	34	2	0	160	0	2	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0		1	7		0	0	0	data\source\maps\神农洇\神农洇.jsonmap	
battlefield	39	四十级云湖天池	四十级云湖天池	2	512	1	24	2	0	160	256	2	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0		1	7		0	0	0	data\source\maps\四十级云湖天池\四十级云湖天池.map	
battlefield	48	珍珑棋谷	珍珑棋谷	2	512	1	54	2	0	160	0	2	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0		1	7		0	0	0	data\source\maps\珍珑棋谷\珍珑棋谷.jsonmap	
battlefield	49	藏剑山庄	藏剑山庄	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\藏剑山庄\藏剑山庄.jsonmap	
battlefield	50	丝绸之路	丝绸之路	2	512	1	54	2	0	160	0	2	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0		1	7		0	0	0	data\source\maps\丝绸之路\丝绸之路.jsonmap	
battlefield	52	七十级云湖天池	七十级云湖天池	2	512	1	24	2	0	160	0	2	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0		1	7		0	0	0	data\source\maps\七十级云湖天池\七十级云湖天池.jsonmap	
battlefield	74	帮会领地	帮会领地	4	900	1	900	1	1	0	6	2	1	0	0	0	0	16	0	0	0	1	6	0	1	1	0					0	1	0	data\source\maps\帮会领地\帮会领地.jsonmap	
battlefield	100	白龙口	白龙口	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\白龙口\白龙口.jsonmap	
battlefield	101	无量山	无量山	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\无量山\无量山.jsonmap	
battlefield	102	五毒	五毒	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\五毒\五毒.jsonmap	
battlefield	103	融天岭	融天岭	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\融天岭\融天岭.jsonmap	
battlefield	104	黑龙沼	黑龙沼	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\黑龙沼\黑龙沼.jsonmap	
battlefield	105	苍山洱海	苍山洱海	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\苍山洱海\苍山洱海.jsonmap	
battlefield	108	成都	成都	0	1	1	1200	10	1	0	16	0	1	0	0	0	1	16	1	0	0	1	16	0	1	1	0					0	1	0	data\source\maps\成都\成都.jsonmap	
battlefield	122	唐门	唐门	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\唐门\唐门.jsonmap	
battlefield	135	三国古战场	三国古战场	2	512	1	34	2	0	160	0	2	5	0	0	0	0	16	0	0	0	0	256	0	1	1	0		1	7		0	0	0	data\source\maps\三国古战场\三国古战场.jsonmap	
battlefield	139	枫华谷_安史之乱	枫华谷·战乱	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	0	0	0	1	1	1					1	1	0	data\source\maps\枫华谷_安史之乱\枫华谷_安史之乱.jsonmap	
battlefield	150	明教	明教	0	2	1	1500	10	1	0	0	0	1	0	0	0	1	16	1	0	0	0	0	0	1	1	0					0	1	0	data\source\maps\明教\明教.jsonmap	
battlefield	151	洛阳_安史之乱	洛阳·战乱	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	0	0	0	0	1	1	1					1	1	0	data\source\maps\洛阳_安史之乱\洛阳_安史之乱.jsonmap	
battlefield	153	马嵬驿	马嵬驿	0	1	1	1000	10	1	0	0	0	4	0	0	1	1	16	1	0	1	1	0	0	1	1	1					1	1	0	data\source\maps\马嵬驿\马嵬驿.jsonmap	
