ID	Name	Useage	BuffType	Level	MapBanMask	MapInvalidMask	ScriptFile
3395	竞技场_删BUFF用I	42		1			
3396	竞技场_删BUFF用I	42		1			
3397	竞技场_删BUFF用I	42		1			
3398	竞技场_删BUFF用I	42		1			
3449	竞技场_标记战阶	42		1			
3602	竞技场_清内功标记	42		1			
3671	阵营_老玩家回归战阶处理	53		1			
3760	攻防战_无极·御	51		1			
3761	攻防战_无极·战	51		1			
3820	攻防战_无极·怒	51		1			
3837	李林的隐藏buff	51		1			
3849	竞技场_回蓝回豆	42		1			
3872	阵营_参与击杀首领数	53		1			
3873	阵营_无极·殇	53		1			
3895	伟龙419需求执行脚本	51		1			
3913	竞技场_删玄水	42		1			
4037	循环检测3620	51		1			
4122	战场标记	51		1			
4128	攻防标记	51		1			
4303	阵营_载具定身	53		1			
4332	阵营_操作箭弩车	53		1			
4459	明教_贪魔体_实际换模	8		1			
4759	特殊属性·雷·海纳27600阵营拍卖	39		73		0	
4761	2300阵营拍卖水·百川	39		22			
5015	竞技场_反隐形BUFF	13		1			
5315	大唐监狱_杀气	55		1		0	
5384	大唐监狱_屠戮	55		1		425	
5386	大唐监狱_绝世	55		1		425	
5388	大唐监狱_灭界	55		1		425	
5427	大唐监狱_杀气01	55		1		0	
5512	90级阵营_PQ界面刷新buff	53		1		0	
5514	90级阵营_保护牛车	53		1		0	
5529	90级阵营_争夺牛车	53		1		0	
5531	90级阵营_粮草车	53		1		0	
5532	90级阵营_粮草车	53		1		0	
5543	90级阵营_减伤	53		1		0	
5544	90级阵营_突眩晕	53		1		0	
5748	90级阵营_无敌定身buff	53		1		0	
5982	逃兵	42		1		0	
6135	乱世天策新小怪进战斗	88		1		0	
6360	2300阵营拍卖腰坠·风·百川	39		31		0	
6472	偿还名剑币_天佑中华	53		1			
6476	扣除名剑币道具_天佑中华	53		1			
6943	血战天策_保护青雅牧场_狼牙据点_邪心毒	99		1		0	
6944	血战天策_保护青雅牧场_狼牙据点_灼烧	99		1		0	
6945	血战天策_保护青雅牧场_狼牙据点_流血	99		1		0	
6946	血战天策_保护青雅牧场_狼牙据点_骨折	99		1		0	
6947	血战天策_保护青雅牧场_狼牙据点_添加邪心毒CD	99		1		0	
6948	血战天策_保护青雅牧场_狼牙据点_添加灼烧CD	99		1		0	
6950	血战天策_保护青雅牧场_狼牙据点_吸收盾	99		1		0	
6951	血战天策_保护青雅牧场_狼牙据点_蚀心反噬	99		1		0	
6957	血战天策_保护青雅牧场_狼牙据点_判定砍旗	99		1		0	
6973	血战天策_保护青雅牧场_哨兵进战斗	99		1		0	
6975	血战天策_保护青雅牧场_狼牙据点_前·穿心劫	99		1		0	
6976	血战天策_保护青雅牧场_狼牙据点_后·穿心劫	99		1		0	
7001	血战天策_狼牙据点_动态技能条判定	99		1		0	
7006	血战天策_狼牙据点_炮台射程提示	99		1		0	
7028	血战天策_狼牙据点_眩晕	99		1		0	
7039	血战天策_狼牙据点_战意已决	99		1		0	
7063	血战天策_狼牙据点_工兵控制炮台	99		1		0	
7094	加速buff-威望名剑币5	108		1		0	
7096	加速buff-名剑币10	108		1		0	
7100	血战天策_狼牙据点_蚀心引_被打断	99		1		0	
7116	血战天策_狼牙据点_外功伤害提高	99		1		0	
7136	阵营_提品道具拾取标记	53		1		0	
7232	血战天策_狼牙据点_炮击成就	99		1		0	
7234	血战天策_狼牙据点_炮击成就	99		1		0	
7288	战阶_上周战阶积分	53		1		0	
7290	战阶_领取战阶奖励	53		1		0	
7291	战阶_待发奖励邮件	53		1		0	
7525	争夺据点	116		1		0	Quest\逐鹿中原\据点大旗.lua
7551	战场为帮会加分	108		1		0	
7561	守卫据点	116		1		0	Quest\逐鹿中原\据点大旗.lua
7585	据点战斗贡献	116		1		0	
7631	离开据点倒计时	116		1		0	Quest\逐鹿中原\离开据点倒计时.lua
7649	记录个人战阶积分	116		1		0	
7678	问鼎分支·死斗加攻击	116		1		0	
7679	问鼎分支·壁立加防御	116		1		0	
7680	问鼎分支·将星加属性	116		1		0	
7682	问鼎分支·镖头可骑乘	116		1		0	
7684	押运粮草·界面刷新	116		1		0	
7686	押运粮草·任务变量	116		1		0	
7732	据点贸易	116		1		0	
7744	据点贸易头顶标记	116		1		0	
7785	逐鹿中原据点称号属性	52		1		8	
7812	据点贸易·雪藏	116		1		0	
7813	本帮据点周期性自动增长战阶	116		1		8	
7818	据点贸易任务标记	116		1		0	
7836	全机制战阶和威望防刷	53		1			
7869	记录竞技场周结算buff	116		1		0	
8177	据点争夺活动完成标记	116		1		0	
8207	身高控制	116		1		0	
8547	竞技场精英赛	42		1		0	
8827	挂机监控	42		1		0	
9420	3号_游击_攻其无备_定身减疗	117		1		0	
9431	攻防维持判断	114		1		0	
9467	攻防载具禁止回血	114		1		0	
9514	楚济_减疗40%	120		1		0	
9518	飞行	53		1		0	
9625	记录攻防便携神机车血量	114		1		0	
9629	个人初始战阶	53		1		0	
9630	其他战阶	53		1		0	
9631	实时战阶	53		1		0	
9632	攻防神机雷监控	114		1		0	
9638	初始战阶记录标记	53		1		0	
9694	清绝影歌_npc_40%减疗	120		1		0	
9734	记录攻防便携摧城车血量	114		1		0	
9785	黑戈壁禁止载具回血	114		1		0	
9786	黑戈壁载具限时_player	114		1		0	
9788	黑戈壁载具维持判断	114		1		0	
9826	攻防结算界面	53		1		0	
9838	牛车检测	53		1		0	
9884	GF神机台建造中	114		1		0	
9983	黑戈壁离开PVP区域提示	114		1		0	
10008	95级阵营黑戈壁同步分数	53		1		0	
10012	攻防结算奖励标记	53		1		0	
10028	95阵营-矿车残骸拾取cd	88		1		0	
10029	95阵营-押运奖赏拾取cd	88		1		0	
10069	黑戈壁神机雷监控	114		1		0	
10143	攻防参与统计	53		1		0	
10181	95阵营矿车奖励拾取权限	53		1		0	
10183	95阵营黑戈壁被击杀计数	53		1		0	
10243	盾击减疗实际效果	139		1		0	苍云/套路及子技能/减料效果被顶替掉.lua
10274	竞技场周常	13		1		0	
10298	攻防挂机	53		1		0	
10299	攻防挂机次数	53		1		0	
10305	攻防挂机描述	53		1		0	
10323	死亡挂机	53		1		0	
10415	唐门_加入阵营隐藏BUFF	155		1			
10416	唐门_加入阵营显示标识	155		1		0	
10646	2号_柳绯君_问情_减疗禁魔禁轻功	156		1		0	
10662	前阶段战阶	53		1		0	
10667	踢出图标记	53		1		0	
10754	据点踢出图	116		1		0	
10779	转换阵营暂不可兑换装备	53		1		0	
10850	绿林_陷阱减速减疗	164		1		264	
10863	禁止阵营活动标记	53		1		0	
10893	2号_哥舒翰_落枪_减疗	158		1		0	
11089	攻防奖励日期	53		1		0	
11547	消极应战	13		1		0	
11548	积极应战	13		1		0	
11558	据点验证码	116		1		0	Quest\攻防占坑验证码弹出.lua
11559	验证码答案	116		1		0	Quest\攻防占坑验证码弹出.lua
11561	据点大旗附近buff	116		1		0	
11563	10分钟内获得战阶	53		1		0	
11564	据点大旗增益buff	116		1	920		
11565	大旗手检测	116		1		0	
11589	大小攻防接任务CD1	116		1		0	
11590	大小攻防接任务CD2	116		1		0	
11614	战场任务buff	42		1		0	
11837	竞技场禁止换心法	13		1	520	0	
11839	竞技场准备时间_可奇穴切换	13		1		0	Quest\竞技场_切奇穴.lua
11840	竞技场倒计时_无法切换奇穴	13		1		0	
11878	竞技场排队标记	13		1		0	世界规则/名剑大会监控是否完成对局.lua
11880	竞技场惩罚	13		1		0	
11881	竞技场三层	13		1		0	
11919	上周战阶	13		1		0	
11924	JJC扣名剑币	51		1		0	
11962	战场首胜buff	42		1		0	
12009	战场禁止切心法	13		1	520	0	
12015	战场YY队	146		1		0	
12067	小攻防清人	116		1		0	
12068	清出地图	116		1		0	系统/大小攻防清场踢出地图.lua
12074	守护据点	116		1		0	
12076	据点令牌	55		1		0	
12123	绿林_战阶上限	164		1		0	
12164	据点通行令领取CD	181		1		0	
12174	获取据点令牌CD	55		1		0	
12175	攻防弹幕信息同步	53		1		0	
12203	战场触发奇遇	109		1		0	
12283	生太极吞日月加减疗被动计数	3		1		0	
12423	2号_致命穿刺减疗	180		1		0	
12455	体验战场回血	12		1			
12456	体验战场狂暴	12		1			
12466	体验战场监控buff	12		1		0	
12476	阵营披风碎片战场	51		1		0	
12545	周六全套攻防前置标记	88		1		0	
12595	体验战场倒计时传送buff	12		1		0	
12650	洛阳城北偷运箱子·浩气	88		1		0	Quest/洛阳城北背箱子buff移除.lua
12653	洛阳城北日常分数同步	88		1		0	
12800	战场排队倒计时	42		1		0	
12821	战场禁止排队	42		1		0	
12855	女生竞技场	51		1		0	
12964	阵营日常新手免伤	88		1		264	
13096	阵营祭祀大旗手	53		1		428	Quest/阵营祭祀背箱子.lua
13115	鼓舞士气	53		1		0	
13116	参与祭天活动	53		1		0	
13117	祭天台范围内增益	53		1	1004	492	
13119	祭祀据点祝福	53		1	904	424	
13120	竞技场_赛点标记	42		1		0	
13121	护送奖励层数要求	53		1		0	
13123	祭天队友喊话助威	53		1		0	Quest/祭天助威喊话结束.lua
13209	新版阵营小斗士	53		1		0	Quest/逐鹿中原/阵营小斗士buff移除.lua
13211	战场举报复查buff	42		1		0	
13218	新版阵营小斗士实际生效的buff	53		1	1004	492	
13395	战场提前逃出处理	13		1		0	
13479	进入竞技场标记	13		1		0	
13569	大GF参与时间	53		1		0	
13597	竞技场状态机无敌buff	13		1			
13598	竞技场状态机减伤buff	13		1			
13652	丐帮弟子_蜀犬吠日	40		1			
13668	经首道源岛日常BUFF	88		1		0	
13688	经首道源岛日常投石车定身	88		1			
13695	竞技场状态机附近打斗破坏buff	13		1	1014	0	
13698	竞技场状态机溅射cdBuff	13		1		0	
13716	经首道源岛日常爆弹矿车检测附近人数	88		1		0	
13737	可人_剑气伤害	40		1		0	
13810	米丽古丽_极乐引减伤	40		1		0	
13839	经首道源岛海龟旋转BUFF	88		1		0	
13894	黑无常_判-喋血	41		1		0	
13916	攻防检测切后台挂机	116		1		0	
13925	通用_boss回血	40		1		0	
14052	参与大攻防	53		1		0	
14053	大攻防排队前清人	53		1		0	
14113	攻防设置成员在地图	53		1		0	
14115	经首道源岛新手免伤	88		1		264	
14116	经首道源岛蓝晶髓AOE	88		1		0	
14169	攻防指挥送鲜花数	51		1		0	
14200	张桎辕_六合气场	40		1		0	
14326	竞技场延时释放冲击波技能	13		1			Quest/竞技场障碍破坏/通用延时AOE.lua
14327	攻防前置地图检查能否轻功战斗	198		1		0	
14334	通用_前置虚弱	40		1		0	
14341	通用_免控免推拉	40		1		0	npc/副本BOSS/攻防boss前置/指挥BUFF.lua
14390	竞技场延时设置血量10%	13		1			Quest/竞技场障碍破坏/通用延时设置血量10%.lua
14407	攻防_气灵珠	114		1		0	
14419	奶妈加战阶存数据buff	40		1		0	
14440	阵营烟花_浩气	110		1		0	
14478	可参与攻防拍卖	53		1		0	
14480	阵营烟花_中立浩气	110		1		0	
14481	阵营烟花_恶人	110		1		0	
14482	阵营烟花_中立恶人	110		1		0	
14523	攻防OB	40		1		0	
14526	通用_攻防休战无敌	40		1		0	
14536	攻防OBbuff	40		1		0	
14543	离开战场倒计时	42		1		0	
14544	战场竞技场排队CD	42		1		0	
14577	战场到钦佩buff	44		1		0	
14660	副本飞行测试	0		2		0	
14726	战场禁止用奇穴提示	201		1		0	
14895	破魂杀气	223		1		0	
14996	MOBA战场装备	39		1		0	万花\南风吐月添加太虚.lua
15011	记录竞技场房间号	13		1		0	Quest/竞技场_开房间访客buff.lua
15033	MOBA减疗	42		1			
15042	召唤boss释放增益技能	40		1		0	
15046	阵营强势buff	40		1		0	
15047	阵营弱势buff	40		1		0	
15049	召唤boss释放增益总控	40		1		0	npc/副本BOSS/攻防boss前置/召唤boss释放增益总控buff.lua
15051	赛季末攻防狂欢	88		1		0	
15081	监控_排队不进	226		1		0	
15088	记录竞技场房间类型	13		1		0	
15103	MOBA减疗装备	42		1		0	
15111	战场组排标记	146		1		0	
15189	战场师父标记	13		1		0	
15190	战场徒弟标记	13		1		0	
15193	战场徒弟标记2	13		1		0	
15194	战场徒弟标记3	13		1		0	
15319	师徒活动_共同战场标记	51		1		0	
15323	沧溟绝境地宫伤害	187		1		0	
15483	经首道源矿车相关检测	211		1		0	
15509	据点争夺跑商保险	116		1		0	
15531	血覆黄泉减疗效果BUFF	232		1			
15551	时辰_减疗	233		1	0	0	
15661	通用_减疗	233		1	0	0	
15692	食物免疫效果_减疗	233		4	0	0	
15774	内功boss通用减疗	220		1		0	
15800	蔷薇列岛阵营日常BUFF	88		1		0	
15812	攻防期间怨念的狸猫BUFF	13		1		0	
15817	通用_主T强仇buff总控	40		1		0	npc\副本BOSS\攻防boss前置\主T加仇恨buff.lua
15820	蔷薇列岛阵营日常人数检测buff	88		1		0	
15847	每跳上传战阶数据	116		1		0	
15858	BattlePass大攻防周完成标记	51		1		0	
15859	BattlePass小攻防周完成标记	51		1		0	
15865	加分特效	88		1		0	
15886	BattlePass据点贸易完成标记	51		1		0	
15903	据点争夺CD计时器	116		1		0	
15918	蔷薇列岛载具维持判断	114		1		0	
15947	一死方休	88		1		0	
15954	攻防霸刀标记	53		1		0	
15977	100级阵营拾取CD1	88		1		0	
15978	100级阵营拾取CD2	88		1		0	
15979	100级阵营拾取CD3	88		1		0	
16007	蔷薇列岛新手免伤	88		1		264	
16120	召唤张桎辕标记	40		1		0	
16123	召唤司空仲平标记	40		1		0	
16124	召唤影标记	40		1		0	
16125	召唤米丽古丽标记	41		1		0	
16126	召唤烟标记	41		1		0	
16127	召唤陶寒亭标记	41		1		0	
16195	100级阵营拾取CD4	88		1		0	
16586	绝境的馈赠_少林	187		1	255	0	
16598	蔷薇列岛阵营区域死亡计数	88		1		0	
16654	竞技场能力修正	13		1		0	
16664	剑纯实际减疗效果	3		1			
16665	延迟处理减疗添加	3		1		0	纯阳/套路及子技能/延迟删表现buff.lua
16717	大小攻防开战地图标记	116		1		0	
16735	帮会转阵营个人补转buff	53		1		0	
16745	拍卖BUG_欠债还钱	51		1			
16928	5号_安小逢_普攻流血	240		1		0	npc/副本BOSS/范阳夜变/5号_安小逢/加减疗.lua
16967	新苍云特殊武器_减疗	39		1		0	
17200	内功通用不脱战减疗	220		1		0	
17468	[17468]扰乱阵营秩序	116		1		0	
17488	名剑大会每周五场胜利标记	42		1		0	
17644	竞技场55机器人减疗修正	13		1		0	
17678	竞技场OB防被打	13		1			
17753	小攻防占坑延迟神行过图	116		1		0	
17787	小攻防过图延迟	116		1		0	
17791	小攻防占坑过图记录地图	116		1		0	
17792	小攻防占坑过图记录x坐标	116		1		0	
17793	小攻防占坑过图记录y坐标	116		1		0	
17794	小攻防占坑过图记录z坐标	116		1		0	
17915	藏剑弟子探梅冲刺表现	88		1			Quest/乱世藏剑阵营日常/藏剑弟子_探梅动作buff.lua
17931	藏剑弟子治疗记录实际记录的buff	88		1		0	Quest/乱世藏剑阵营日常/藏剑弟子_受到治疗记录buff.lua
17938	藏剑弟子和玩家相连	88		1		0	Quest\乱世藏剑阵营日常\玩家_有跟随记号.lua
17980	阵营日常_冲浪最大速度	88		1		0	
17981	阵营日常_冲浪加速中	88		1		0	
17987	阵营日常_冲浪中	88		1		0	Quest/乱世藏剑阵营日常/玩家_冲浪状态buff.lua
17989	阵营日常_冲浪实际加速	88		1		0	
17992	阵营日常_控制水枪	88		1		0	Quest\乱世藏剑阵营日常\玩家_控制水枪拥有buff.lua
17993	阵营日常_伤害水枪	88		1		0	Quest\乱世藏剑阵营日常\玩家_伤害水枪拥有buff.lua
17994	阵营日常_水泡	88		1		264	Quest\乱世藏剑阵营日常\玩家_水枪水泡消失.lua
18004	持续减疗效果	260		1			
18019	[18019]阵营日常_进入泉眼状态_玩家	88		1		0	Quest\乱世藏剑阵营日常\进入泉眼状态buff.lua
18023	阵营日常_跳出泉眼状态	88		1		0	Quest\乱世藏剑阵营日常\跳出泉眼状态buff.lua
18024	竞技场场中标记	187		1		0	
18029	[18029]阵营日常_进入泉眼状态_npc	88		1		0	Quest\乱世藏剑阵营日常\进入泉眼状态buff.lua
18038	减疗免疫	260		1			
18047	阵营日常_隐身区域判断	88		1		0	
18048	阵营日常_隐身	88		1		0	Quest\乱世藏剑阵营日常\隐身区域判断.lua
18080	阵营日常_拾取CD1	88		1		0	
18095	藏剑弟子观察血量buff	88		1		0	
18104	藏剑弟子持续扣血	88		1		0	Quest\乱世藏剑阵营日常\藏剑弟子扣血状态buff.lua
18107	藏剑弟子跟随状态	88		1		0	Quest\乱世藏剑阵营日常\藏剑弟子跟随状态buff.lua
18142	阵营日常_水枪水量记录	88		1		0	
18144	阵营日常_矿车拾取权限	88		1		0	
18145	阵营日常_加分buff	88		1		0	
18146	阵营日常_冲浪减速中	88		1		0	
18262	4号_特殊减疗	252		1		0	
18267	阵营日常_冲浪跳跃中	88		1		264	Quest\乱世藏剑阵营日常\玩家_冲浪板跳跃.lua
18305	阵营日常_冲浪板	88		1		0	Quest\乱世藏剑阵营日常\玩家_冲浪板拥有buff.lua
18333	周边_受伤的万花弟子减疗	258		1		0	
18522	天策弟子_渊	88		1			
18531	天策弟子_渊_换动作	88		1			Quest/乱世藏剑阵营日常/天策弟子_渊动作buff.lua
18534	天策弟子_骑马换模	88		1		0	Quest\乱世藏剑阵营日常\天策弟子_奔跑.lua
18535	天策弟子跟随状态	88		1		0	Quest\乱世藏剑阵营日常\藏剑弟子跟随状态buff.lua
18608	阵营日常_npc水泡	88		1		0	
18614	阵营日常_npc跳跃判定	88		1		0	Quest/乱世藏剑阵营日常/气泡npc跳跃判定.lua
18660	阵营日常_水中判定	88		1		0	
18661	阵营日常_溺水	88		1		0	Quest/乱世藏剑阵营日常/通用溺水.lua
18663	阵营日常_操作泉眼	88		1		0	
18674	阵营日常_冲浪最小速度	88		1		0	
18688	1102战阶积分记录	51		1		0	
18762	乱世藏剑新手免伤	88		1		264	
18823	伪·万剑归宗减疗	51		1			
18875	据点_玩家标记	274		1		0	
18877	据点_敌军标记	274		1		0	
19008	许愿树·名剑大会	247		1		0	
19009	许愿树·驰骋战场	247		1		0	
19210	一号据点增益_回血	274		1		0	
19211	二号据点增益_减伤	274		1		0	
19212	三号据点增益_增伤	274		1		0	
19213	一号据点减益_掉血	274		1		0	
19214	二号据点减益_易伤	274		1		0	
19215	三号据点减益_减伤	274		1		0	
19263	禁令·阵营日常	13		1			
19264	禁令·阵营战场	13		1			
19265	禁令·名剑大会 	13		1			
19266	禁令·阵营攻防	13		1			
19404	战场本周双倍威望	42		1		0	
19419	弱势阵营威望加成	53		1			
19461	阵营随机日常完成标记	13		1		0	
19548	竞技场练习机器人标记	13		1		0	
19582	战场领10000威望触发黑白路标记	42		1		0	
19583	禁行·阵营日常	13		1			
19584	禁行·阵营战场	13		1			
19585	禁行·名剑大会	13		1			
19586	禁行·阵营攻防	13		1			
19590	禁行·绝境战场	13		1			
19621	江湖行记记录战场每周发奖次数	42		1		0	
19652	战场站旗时长统计	12		1		0	
19819	阵营日常_伤害水枪_置灰	88		1		0	
19820	阵营日常_控制水枪_置灰	88		1		0	
19888	首领的震怒·阵营攻防	13		1			
19904	禁书·阵营日常	13		1			
19905	禁书·绝境战场	13		1			
19906	禁书·名剑大会	13		1			
19909	禁书·阵营攻防	13		1			
19968	修罗僧_P1_减疗	270		1		0	
20116	竞技场--赛季段位继承	13		1		0	Quest/竞技场_赛季结算buff.lua
20216	攻防NPC浮空慢慢下落	40		1			
20307	伊夜影豹buff	40		1		0	
20382	伊夜持续转面向控制	40		1		0	
20391	攻防boss不自动转面向-AI判	40		1		0	
20397	丁丁冰霜buff	40		1		0	
20815	[20815]玄一逐层驱散表现	3		1			纯阳\减疗表现Buff结束相关处理.lua
20881	攻防boss通用自我循环检测	40		1		0	
21124	天原绝境_滑翔维持	187		1	255	0	沙漠风暴/天原绝境_滑翔翼维持.lua
21139	天原绝境_火焰表现	187		1		0	
21142	天原绝境_烟雾表现	187		1		0	
21172	天原绝境_燧石点燃	187		1		0	
21174	天原绝境_照明弹范围显示	187		1		0	
21175	天原绝境_温度层数	187		1		0	
21181	天原绝境_寒冷	187		1		0	
21182	天原绝境_寒冷降低血上限	187		1		0	
21188	天原绝境_武家饮血dot	187		1		0	
21193	天原绝境_剑宗饮冰冻结	187		1		0	
21194	天原绝境_剑宗饮冰内置cd	187		1		0	
21226	天原绝境_橙胖次降攻击	187		1		0	
21409	天原绝境_战象冲锋标记	187		1		0	
21410	天原绝境_战象骑乘	187		1		0	沙漠风暴/天原战象维持.lua
21428	天原绝境_人数显示	187		1		0	
21436	天原绝境_滑索cd	187		1		0	
21438	攻防奇袭场禁用轻功	53		1		0	
21454	天原绝境_谷风降温	187		1		0	沙漠风暴/天原绝境谷风debuff.lua
21458	天原绝境_温暖区	187		1		0	
21589	天原绝境_战象每秒推人	187		1		0	
21824	玄一逐层驱散实际	3		1			纯阳\减疗实际Buff结束相关处理.lua
21831	用于NPC延迟删除减疗表现	3		1			纯阳/NPC减疗被转移处理.lua
21847	凌云梯_竞技场出来后尝试触发	109		1		0	
21977	系统_精神对应减疗	290		1		0	
22024	徒弟和师父一起战场结算的标记buff	13		1		0	
22040	小攻防全程参与时长	88		1		0	
22041	大攻防全程参与时长	88		1		0	
22357	攻防BOSS奖励标记	53		1		0	
22358	攻防BOSS奖励标记	53		1		0	
22359	攻防BOSS奖励标记	53		1		0	
22360	攻防BOSS奖励标记	53		1		0	
22361	攻防BOSS奖励标记	53		1		0	
22362	攻防BOSS奖励标记	53		1		0	
22469	战场入场时已结束标记	13		1		0	
22601	战阶_上周战阶积分排名	53		1		0	
22743	国际服监狱减杀气buff	13		1			
22939	名剑大会获取威望上限记录	42		1		0	
23137	竞技场每周记录拭剑宝箱数量	13		1		0	
23145	铁血之王buff	53		1		0	Quest/逐鹿中原/铁血之王buff移除.lua
23239	竞技场最高分记录	13		1		0	
23240	竞技场最高分记录2	13		1		0	
23242	竞技对局	13		1		0	
23246	杀鸡参与标记	306		1		0	
23352	羊村匹配不进入惩罚	306		1		0	
23353	羊村战场禁止排队惩罚	306		1		0	
23642	1号_吴添明_狂刀势·问心_减疗	314		1		0	
23936	专注·战场	42		1		0	
23991	烂柯山牛车加分buff	88		1		0	
24019	选牌系统_免除易伤和减疗	289		1		0	
24086	2号竞技场存档点判定buff	308		1		0	
24087	1号竞技场存档点判定buff	308		1		0	
24223	减疗减盾吸收	315		1			
24306	[24306]共潮生减疗debuff	120		1		0	
24324	苍云_分山劲_决死减疗	139		1		0	
24434	攻防NPC浮空慢慢下落	319		1			
24477	绿涤实际减疗	282		1		0	
24569	最后一个阵营保护	319		1		0	
24680	竞技场欢呼CD	13		1		0	
24702	过图延时结算战阶	13		1		0	
24751	周共享内容自身完成情况	13		1		0	
24838	左旋右转减疗标记	4		1		0	
24854	6号_李重茂_恨_减疗效果	304		1		0	
24928	据点贸易保底商路提示	116		1		0	
25164	战场共战玩家玩家数量	13		1		0	
25275	据点贸易保底跑商3D指引	116		1		0	
25359	开山将减疗	51		1		0	
25429	国际服杀气太重走火入魔	13		1		0	
25431	禁令·绝境战场	13		1			
25576	攻防战阶排名战阶记录	53		1		0	
25638	攻防战阶转贡献值记录值	53		1		0	
25640	攻防上一个15秒的战阶值	53		1		0	
25648	战阶限制buff	319		1		0	
25649	战阶检测buff	319		1		0	
25654	攻防规则告示	53		1		0	
25668	战场积极行为积分	13		1		0	
25786	战场开旗通用扣盾buff	42		1		0	
25793	摸翔战阶限制buff	319		1		0	
25880	战场开旗背箱时间计时	13		1		0	
26041	战场机器人能力修正	13		1		0	
26073	洱海绝境可复活标记	187		1		0	沙漠风暴/洱海绝境复活buff消失.lua
26074	洱海绝境复活计时	187		1		0	沙漠风暴/洱海绝境复活.lua
26077	战场结算标记	42		1		0	
26147	绝境的纷扰·少林	187		1	255	0	
26178	洱海绝境死斗结束前等待	187		1		0	
26179	洱海绝境死斗结束后不吃毒	187		1		0	
26193	战场站旗范围提示buff特效浩气蓝	42		1		0	
26200	战场站旗范围提示buff特效恶人红	42		1		0	
26201	战场站旗范围提示buff特效中立白	42		1		0	
26378	洱海绝境击杀叠伤害	187		1		0	
26477	NPC精神减疗	290		1		0	
26479	攻防守卫监控脱战	53		1	0	0	
26485	通用_无敌免疫受击事件	40		1		0	
26497	阵营boss脱战后自动回血加盾	53		1	0	0	
26816	马匹的青睐	421		1	0	0	
26817	马匹周围争夺	421		1	0	0	
26888	大小攻防分流传走	116		1		0	
26950	6号_月泉淮_月泉淮月崩击分身减疗	341		1	0	0	
27053	万灵山庄_召唤兽减疗	343		1	0	0	
27150	阵营击鼓助力Day1已投标记	152		1		0	
27156	阵营击鼓助力Day2已投标记	152		1		0	
27178	攻防·兵贵神速	40		1		0	
27419	战意·狂怒	187		1	472	0	
27421	绝境狂怒	187		1	472	0	
27456	绝境战场任务buff	187		1		0	
27803	玩家投票协议攻防	53		1		0	
27830	攻防信誉分太低传送出图标记	13		1	0	0	
27852	逍遥剑歌战场吃鸡pve	55		1		0	
27908	加入阵营记录	53		1		0	
27914	体验战场机器人减伤	12		1	0	0	
27915	体验战场每日计数	12		1	0	0	
28030	阵营攻防前置个人记录周六	53		1	0	0	
28031	阵营攻防前置个人记录周日	53		1	0	0	
28042	阵营攻防前置交任务拼车改扩展点	53		1	0	0	世界规则/攻防前置拼车同步扩展点.lua
28075	逍遥剑歌战场展示buff	55		1		0	
28154	据点贸易禁用仓库	116		1	0	0	
28192	小攻防占坑过图记录ncopyindex	116		1		0	
28201	robot标记竞技场	13		1		0	
28202	robot标记战场	13		1		0	
28421	极速追击竞技场计分	152		1	0	0	
28448	PVX装备近战减移速_竞技场	39		2	0	0	
