ID	Name	Useage	BuffType	Level	MapBanMask	ScriptFile
6360	1130011800阵营拍卖腰坠·风·斩流	39		106		
6360	1260013200阵营拍卖腰坠·风·百川	39		111		
6360	1260013200阵营拍卖腰坠·风·灭虚	39		112		
6360	1260013200阵营拍卖腰坠·风·斩流	39		113		
6360	1415014400阵营拍卖腰坠·风·百川	39		118		
6360	1415014400阵营拍卖腰坠·风·灭虚	39		119		
6360	1415014400阵营拍卖腰坠·风·斩流	39		120		
6360	1540016100阵营拍卖腰坠·风·百川	39		125		
6360	1540016100阵营拍卖腰坠·风·灭虚	39		126		
6360	1540016100阵营拍卖腰坠·风·斩流	39		127		
6472	偿还名剑币_天佑中华	53		1		
6476	扣除名剑币道具_天佑中华	53		1		
6943	血战天策_保护青雅牧场_狼牙据点_邪心毒	99		1		
6943	血战天策_保护青雅牧场_狼牙据点_邪心毒	99		2		
6944	血战天策_保护青雅牧场_狼牙据点_灼烧	99		1		
6944	血战天策_保护青雅牧场_狼牙据点_灼烧	99		2		
6945	血战天策_保护青雅牧场_狼牙据点_流血	99		1		
6945	血战天策_保护青雅牧场_狼牙据点_流血	99		2		
6946	血战天策_保护青雅牧场_狼牙据点_骨折	99		1		
6947	血战天策_保护青雅牧场_狼牙据点_添加邪心毒CD	99		1		
6948	血战天策_保护青雅牧场_狼牙据点_添加灼烧CD	99		1		
6950	血战天策_保护青雅牧场_狼牙据点_吸收盾	99		1		
6950	血战天策_保护青雅牧场_狼牙据点_吸收盾	99		2		
6951	血战天策_保护青雅牧场_狼牙据点_蚀心反噬	99		1		
6951	血战天策_保护青雅牧场_狼牙据点_蚀心反噬	99		2		
6957	血战天策_保护青雅牧场_狼牙据点_判定砍旗	99		1		
6957	血战天策_保护青雅牧场_狼牙据点_判定砍旗	99		2		
6973	血战天策_保护青雅牧场_哨兵进战斗	99		1		
6975	血战天策_保护青雅牧场_狼牙据点_前·穿心劫	99		1		
6975	血战天策_保护青雅牧场_狼牙据点_前·穿心劫	99		2		
6976	血战天策_保护青雅牧场_狼牙据点_后·穿心劫	99		1		
6976	血战天策_保护青雅牧场_狼牙据点_后·穿心劫	99		2		
7001	血战天策_狼牙据点_动态技能条判定	99		1		
7006	血战天策_狼牙据点_炮台射程提示	99		1		
7006	血战天策_狼牙据点_炮台射程提示	99		2		
7028	血战天策_狼牙据点_眩晕	99		1		
7028	血战天策_狼牙据点_眩晕	99		2		
7039	血战天策_狼牙据点_战意已决	99		1		
7063	血战天策_狼牙据点_工兵控制炮台	99		1		
7063	血战天策_狼牙据点_工兵控制炮台	99		2		
7094	加速buff-威望名剑币5	108		1		
7096	加速buff-名剑币10	108		1		
7100	血战天策_狼牙据点_蚀心引_被打断	99		1		
7116	血战天策_狼牙据点_外功伤害提高	99		1		
7116	血战天策_狼牙据点_外功伤害提高	99		2		
7136	阵营_提品道具拾取标记	53		1		
7232	血战天策_狼牙据点_炮击成就	99		1		
7234	血战天策_狼牙据点_炮击成就	99		1		
7288	战阶_上周战阶积分	53		1		
7290	战阶_领取战阶奖励	53		1		
7291	战阶_待发奖励邮件	53		1		
7505	春点减化劲	116		1		
7525	争夺据点	116		1		Quest\逐鹿中原\据点大旗.lua
7525	争夺据点	116		2		Quest\逐鹿中原\据点大旗.lua
7551	战场为帮会加分	108		1		
7561	守卫据点	116		1		Quest\逐鹿中原\据点大旗.lua
7561	守卫据点	116		2		Quest\逐鹿中原\据点大旗.lua
7585	据点战斗贡献	116		1		
7631	离开据点倒计时	116		1		Quest\逐鹿中原\离开据点倒计时.lua
7649	记录个人战阶积分	116		1		
7678	问鼎分支·死斗加攻击	116		1		
7679	问鼎分支·壁立加防御	116		1		
7680	问鼎分支·将星加属性	116		1		
7682	问鼎分支·镖头可骑乘	116		1		
7684	押运粮草·界面刷新	116		1		
7686	押运粮草·任务变量	116		1		
7732	据点贸易	116		1		
7744	据点贸易头顶标记	116		1		
7785	逐鹿中原据点称号属性	52		1		
7785	逐鹿中原据点称号属性	52		2		
7785	逐鹿中原据点称号属性	52		3		
7812	据点贸易·雪藏	116		1		
7813	本帮据点周期性自动增长战阶	116		1		
7818	据点贸易任务标记	116		1		
7836	全机制战阶和威望防刷	53		1		
7869	记录竞技场周结算buff	116		1		
8177	据点争夺活动完成标记	116		1		
8207	身高控制	116		1		
8547	竞技场精英赛	42		1		
8827	挂机监控	42		1		
9420	3号_游击_攻其无备_定身减疗	117		1		
9431	攻防维持判断	114		1		
9467	攻防载具禁止回血	114		1		
9514	楚济_减疗40%	120		1		
9518	飞行	53		1		
9518	飞行	53		2		
9518	飞行落地	53		3		
9625	记录攻防便携神机车血量	114		1		
9629	个人初始战阶	53		1		
9630	其他战阶	53		1		
9631	实时战阶	53		1		
9632	攻防神机雷监控	114		1		
9632	攻防神机雷监控	114		2		
9638	初始战阶记录标记	53		1		
9694	清绝影歌_npc_40%减疗	120		1		
9734	记录攻防便携摧城车血量	114		1		
9785	黑戈壁禁止载具回血	114		1		
9786	黑戈壁载具限时_player	114		1		
9788	黑戈壁载具维持判断	114		1		
9826	攻防结算界面	53		1		
9838	牛车检测	53		1		
9864	风20%会心换20%御劲	1		1		
9884	GF神机台建造中	114		1		
9983	黑戈壁离开PVP区域提示	114		1		
10008	95级阵营黑戈壁同步分数	53		1		
10012	攻防结算奖励标记	53		1		
10012	攻防结算奖励标记	53		2		
10028	95阵营-矿车残骸拾取cd	88		1		
10029	95阵营-押运奖赏拾取cd	88		1		
10069	黑戈壁神机雷监控	114		1		
10079	迷神钉不递减	7		1		
10143	攻防参与统计	53		1		
10181	95阵营矿车奖励拾取权限	53		1		
10183	95阵营黑戈壁被击杀计数	53		1		
10243	盾击减疗实际效果	139		1		苍云/套路及子技能/减料效果被顶替掉.lua
10243	盾击减疗实际效果	139		2		苍云/套路及子技能/减料效果被顶替掉.lua
10243	盾击减疗实际效果	139		3		苍云/套路及子技能/减料效果被顶替掉.lua
10274	竞技场周常	13		1		
10298	攻防挂机	53		1		
10299	攻防挂机次数	53		1		
10305	攻防挂机描述	53		1		
10305	攻防挂机描述	53		2		
10305	攻防挂机描述	53		3		
10305	攻防挂机描述	53		4		
10305	攻防挂机描述-恶人	53		5		
10305	攻防挂机描述-恶人	53		6		
10305	攻防挂机描述-恶人	53		7		
10305	攻防挂机描述-恶人	53		8		
10323	死亡挂机	53		1		
10415	唐门_加入阵营隐藏BUFF	155		1		
10415	唐门_加入阵营隐藏BUFF	155		2		
10416	唐门_加入阵营显示标识	155		1		
10416	唐门_加入阵营显示标识	155		2		
10646	2号_柳绯君_问情_减疗禁魔禁轻功	156		1		
10646	2号_柳绯君_问情_减疗禁魔禁轻功	156		2		
10662	前阶段战阶	53		1		
10667	踢出图标记	53		1		
10754	据点踢出图	116		1		
10779	转换阵营暂不可兑换装备	53		1		
10850	绿林_陷阱减速减疗	164		1		
10863	禁止阵营活动标记	53		1		
10893	2号_哥舒翰_落枪_减疗	158		1		
10893	2号_哥舒翰_落枪_减疗	158		2		
11089	攻防奖励日期	53		1		
11547	消极应战	13		1		
11547	消极应战	13		2		
11548	积极应战	13		1		
11558	据点验证码	116		1		Quest\攻防占坑验证码弹出.lua
11559	验证码答案	116		1		Quest\攻防占坑验证码弹出.lua
11561	据点大旗附近buff	116		1		
11563	10分钟内获得战阶	53		1		
11564	据点大旗增益buff	116		1	920	
11565	大旗手检测	116		1		
11589	大小攻防接任务CD1	116		1		
11590	大小攻防接任务CD2	116		1		
11614	战场任务buff	42		1		
11837	竞技场禁止换心法	13		1	520	
11839	竞技场准备时间_可奇穴切换	13		1		Quest\竞技场_切奇穴.lua
11840	竞技场倒计时_无法切换奇穴	13		1		
11873	追命箭降低目标化劲	7		1		
11873	追命箭降低目标化劲	7		2		
11878	竞技场排队标记	13		1		世界规则/名剑大会监控是否完成对局.lua
11880	竞技场惩罚	13		1		
11880	竞技场惩罚	13		2		
11881	竞技场三层	13		1		
11919	上周战阶	13		1		
11924	JJC扣名剑币	51		1		
11962	战场首胜buff	42		1		
12009	战场禁止切心法	13		1	520	
12015	战场YY队	146		1		
12067	小攻防清人	116		1		
12068	清出地图	116		1		系统/大小攻防清场踢出地图.lua
12074	守护据点	116		1		
12074	守护据点	116		2		
12074	守护据点	116		3		
12076	据点令牌	55		1		
12076	据点令牌	55		2		
12076	据点令牌	55		3		
12123	绿林_战阶上限	164		1		
12164	据点通行令领取CD	181		1		
12174	获取据点令牌CD	55		1		
12175	攻防弹幕信息同步	53		1		
12203	战场触发奇遇	109		1		
12283	生太极吞日月加减疗被动计数	3		1		
12423	2号_致命穿刺减疗	180		1		
12423	2号_致命穿刺减疗	180		2		
12455	体验战场回血	12		1		
12456	体验战场狂暴	12		1		
12466	体验战场监控buff	12		1		
12476	阵营披风碎片战场	51		1		
12476	阵营披风碎片竞技场	51		2		
12545	周六全套攻防前置标记	88		1		
12545	周日全套攻防前置标记	88		2		
12595	体验战场倒计时传送buff	12		1		
12597	兰摧降低目标化劲	2		1		
12597	兰摧降低目标化劲	2		2		
12597	兰摧降低目标化劲	2		3		
12597	兰摧降低目标化劲	2		4		
12605	兰摧玉折目标唯二	2		1		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		2		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		3		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		4		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		5		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		6		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		7		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		8		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		9		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		10		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		11		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		12		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		13		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		14		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		15		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		16		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		17		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		18		万花\万花_兰摧玉折_被驱散脚本.lua
12605	兰摧玉折目标唯二	2		19		万花\万花_兰摧玉折_被驱散脚本.lua
12650	洛阳城北偷运箱子·浩气	88		1		Quest/洛阳城北背箱子buff移除.lua
12650	洛阳城北偷运箱子·恶人	88		2		Quest/洛阳城北背箱子buff移除.lua
12653	洛阳城北日常分数同步	88		1		
12653	洛阳城北日常分数同步	88		2		
12796	风来吴山命中多个目标伤害递减	6		1		
12800	战场排队倒计时	42		1		
12800	战场排队倒计时	42		2		
12803	六合独尊命中多人实际伤害递减	3		1		
12803	六合独尊命中多人实际伤害递减	3		2		
12803	六合独尊命中多人实际伤害递减	3		3		
12803	六合独尊命中多人实际伤害递减	3		4		
12803	六合独尊命中多人实际伤害递减	3		5		
12803	六合独尊命中多人实际伤害递减	3		6		
12821	战场禁止排队	42		1		
12855	女生竞技场	51		1		
12964	阵营日常新手免伤	88		1		
12989	持国天王殿_御劲壁垒	190		1		
13052	普通大道无术减化劲	3		1		
13052	普通大道无术减化劲	3		2		
13052	普通大道无术减化劲	3		3		
13052	普通大道无术减化劲	3		4		
13052	普通大道无术减化劲	3		5		
13053	强化大道无术减化劲	3		1		
13053	强化大道无术减化劲	3		2		
13053	强化大道无术减化劲	3		3		
13053	强化大道无术减化劲	3		4		
13053	强化大道无术减化劲	3		5		
13096	阵营祭祀大旗手	53		1		Quest/阵营祭祀背箱子.lua
13096	阵营祭祀大旗手	53		2		Quest/阵营祭祀背箱子.lua
13115	鼓舞士气	53		1		
13116	参与祭天活动	53		1		
13117	祭天台范围内增益	53		1	1004	
13119	祭祀据点祝福	53		1	904	
13119	祭祀据点祝福	53		2	904	
13120	竞技场_赛点标记	42		1		
13121	护送奖励层数要求	53		1		
13123	祭天队友喊话助威	53		1		Quest/祭天助威喊话结束.lua
13134	节日儿童节_滑翔翼加速递减监控	51		1		
13209	新版阵营小斗士	53		1		Quest/逐鹿中原/阵营小斗士buff移除.lua
13211	战场举报复查buff	42		1		
13211	名剑大会举报复查buff	42		2		
13211	大小攻防举报复查buff	42		4		
13211	战场举报复查buff	42		5		
13218	新版阵营小斗士实际生效的buff	53		1	1004	
13395	战场提前逃出处理	13		1		
13479	进入竞技场标记	13		1		
13569	大GF参与时间	53		1		
13597	竞技场状态机无敌buff	13		1		
13598	竞技场状态机减伤buff	13		1		
13598	竞技场状态机无敌buff	13		2		
13652	丐帮弟子_蜀犬吠日	40		1		
13668	经首道源岛日常BUFF	88		1		
13668	经首道源岛日常BUFF	88		2		
13688	经首道源岛日常投石车定身	88		1		
13695	竞技场状态机附近打斗破坏buff	13		1	1014	
13698	竞技场状态机溅射cdBuff	13		1		
13716	经首道源岛日常爆弹矿车检测附近人数	88		1		
13737	可人_剑气伤害	40		1		
13810	米丽古丽_极乐引减伤	40		1		
13839	经首道源岛海龟旋转BUFF	88		1		
13894	黑无常_判-喋血	41		1		
13916	攻防检测切后台挂机	116		1		
13916	攻防检测免检区段	116		2		
13924	翔极碧落降低目标化劲等级	201		1		
13925	通用_boss回血	40		1		
13939	还璧减化劲	163		1		
14052	参与大攻防	53		1		
14053	大攻防排队前清人	53		1		
14113	攻防设置成员在地图	53		1		
14115	经首道源岛新手免伤	88		1		
14116	经首道源岛蓝晶髓AOE	88		1		
14169	攻防指挥送鲜花数	51		1		
14200	张桎辕_六合气场	40		1		
14326	竞技场延时释放冲击波技能	13		1		Quest/竞技场障碍破坏/通用延时AOE.lua
14326	竞技场延时释放冲击波技能	13		2		Quest/竞技场障碍破坏/通用延时AOE.lua
14326	竞技场延时释放冲击波技能	13		3		Quest/竞技场障碍破坏/通用延时AOE.lua
14327	攻防前置地图检查能否轻功战斗	198		1		
14334	通用_前置虚弱	40		1		
14341	通用_免控免推拉	40		1		npc/副本BOSS/攻防boss前置/指挥BUFF.lua
14341	通用_免控免推拉	40		2		npc/副本BOSS/攻防boss前置/指挥BUFF.lua
14390	竞技场延时设置血量10%	13		1		Quest/竞技场障碍破坏/通用延时设置血量10%.lua
14407	攻防_气灵珠	114		1		
14419	奶妈加战阶存数据buff	40		1		
14440	阵营烟花_浩气	110		1		
14478	可参与攻防拍卖	53		1		
14480	阵营烟花_中立浩气	110		1		
14481	阵营烟花_恶人	110		1		
14482	阵营烟花_中立恶人	110		1		
14523	攻防OB	40		1		
14526	通用_攻防休战无敌	40		1		
14536	攻防OBbuff	40		1		
14543	离开战场倒计时	42		1		
14544	战场竞技场排队CD	42		1		
14577	战场到钦佩buff	44		1		
14660	副本飞行测试	0		2		
14726	战场禁止用奇穴提示	201		1		
14895	破魂杀气	223		1		
14980	御劲提高	8		1		
14996	MOBA战场装备	39		1		万花\南风吐月添加太虚.lua
15011	记录竞技场房间号	13		1		Quest/竞技场_开房间访客buff.lua
15033	MOBA减疗	42		1		
15042	召唤boss释放增益技能	40		1		
15042	召唤boss释放增益技能	40		2		
15046	阵营强势buff	40		1		
15047	阵营弱势buff	40		1		
15049	召唤boss释放增益总控	40		1		npc/副本BOSS/攻防boss前置/召唤boss释放增益总控buff.lua
15051	赛季末攻防狂欢	88		1		
15081	监控_排队不进	226		1		
15088	记录竞技场房间类型	13		1		
15103	MOBA减疗装备	42		1		
15111	战场组排标记	146		1		
15189	战场师父标记	13		1		
15190	战场徒弟标记	13		1		
15193	战场徒弟标记2	13		1		
15194	战场徒弟标记3	13		1		
15319	师徒活动_共同战场标记	51		1		
15323	沧溟绝境地宫伤害	187		1		
15323	沧溟绝境地宫伤害	187		2		
15323	沧溟绝境地宫伤害	187		3		
15323	沧溟绝境地宫伤害	187		4		
15323	沧溟绝境地宫伤害	187		5		
15323	沧溟绝境地宫伤害	187		6		
15323	沧溟绝境地宫伤害	187		7		
15323	沧溟绝境地宫伤害	187		8		
15483	经首道源矿车相关检测	211		1		
15509	据点争夺跑商保险	116		1		
15531	血覆黄泉减疗效果BUFF	232		1		
15531	血覆黄泉减疗效果BUFF50	232		2		
15551	时辰_减疗	233		1	0	
15661	通用_减疗	233		1	0	
15692	食物免疫效果_减疗	233		4	0	
15774	内功boss通用减疗	220		1		
15800	蔷薇列岛阵营日常BUFF	88		1		
15812	攻防期间怨念的狸猫BUFF	13		1		
15817	通用_主T强仇buff总控	40		1		npc\副本BOSS\攻防boss前置\主T加仇恨buff.lua
