Keyword	ID	Name	FunctionType	DecayType	MoveStateMask	MoveStateMask2	MapBanMask	MapInvalidMask	BeginAttrib1	BeginValue1A	Count	Interval	MaxStackNum	ScriptFile
禁疗	9175	生息禁疗buff			3758030846	63		0	atGlobalTherapyAbsorb	9000000	4	8	1	
禁疗	10332	藏剑_禁疗			3758030846	63		0	atGlobalTherapyAbsorb	9999999	1	16	1	
禁疗	11488	禁疗			3758030846	63	920	408	atBeTherapyCoefficient	-1014	1	16	1	
禁疗	11733	屠龙六式禁疗			3758030846	63		0	atBeTherapyCoefficient	-1024	20	4	5	
禁疗	11805	屠龙六式禁疗监控			3758030846	63		0			10000	4	1	
禁疗	12061	杨逸飞_曲高和寡禁疗			3758030846	63		0	atGlobalTherapyAbsorb	9000000	1	240	1	
禁疗	12888	洛阳城北炮弹引燃禁疗			3758030846	63		0	atBeTherapyCoefficient	-102	3	16	10	
禁疗	13666	5号_圣法门惩戒者_穿刺惩戒_禁疗DEBUFF			3758030846	63		0	atBeTherapyCoefficient	-1024	10	16	1	
禁疗	13667	5号_圣诏门诏令使_行诏令_禁疗debuff			3758030846	63		0	atBeTherapyCoefficient	-1024	10	16	1	
禁疗	13669	5号_秘法门暗行者_阴影密令_禁疗buff			3758030846	63		0	atBeTherapyCoefficient	-1024	10	16	1	
禁疗	15761	可被驱散禁疗Dot			3758030846	63		0			15	48	1	
禁疗	18666	场景通用禁疗			3758030846	63		0	atGlobalTherapyAbsorb	9999999	1	16	1	
禁疗	19138	帮会联赛禁疗			3758030846	63		0	atBeTherapyCoefficient	-4096	1	960	1	
禁疗	19146	帮会联赛通用禁疗			3758030846	63		0	atBeTherapyCoefficient	-4096	1	0	1	
禁疗	19309	诡面埋伏禁疗			3758030846	63		0	atGlobalTherapyAbsorb	9000000	1	48	1	
禁疗	19554	守卫关卡_禁疗			3758030846	63	0	0	atPositiveShield		1	0	1	
禁疗	20329	盗宝贼禁疗			3758030846	63		0	atBeTherapyCoefficient	-10240	1	14400	1	
禁疗	20530	一刀浮尘_禁疗			3758030846	63		0	atBeTherapyCoefficient	-1024	1	160	1	
禁疗	20728	[20728]禁疗盾壁			3758030846	63			atFinalMaxLifeAddPercent	1024	1	192	1	
禁疗	20970	禁疗			3758030846	63		0	atBeTherapyCoefficient	-4096	1	0	1	
禁疗	21960	管家减益_龙葵自苦禁疗			3758030846	63		0	atGlobalTherapyAbsorbBySelfMaxLife	0	3	16	1	
禁疗	23041	2号_阿阁诺_长杆禁疗			3758030846	63		0	atGlobalTherapyAbsorb	21060000	1	0	1	
禁疗	23177	河阳之战副本禁疗相关buff			3758030846	63		0	atMaxDamageToLifeValue	0	10	16	1	
禁疗	25360	开山将禁疗			3758030846	63		0	atGlobalTherapyAbsorb	99999999	1	80	1	
禁疗	25502	少林周六门派事件boss禁疗			3758030846	63		0	atBeTherapyCoefficient	-4096	1	16	1	
禁疗	25873	6号_翁幼之_残魂禁疗			3758030846	63		0	atGlobalTherapyAbsorb	14580000	1	0	1	
禁疗	28893	挑战萧武宗_禁疗效果			3758030846	63	0	0	atBeTherapyCoefficient	-4096	1	16	1	
禁疗	29266	列宿游禁疗			3758030846	63			atGlobalTherapyAbsorb	9000000	1	192	1	
禁疗	29964	2号_许灵素_噬心咒可驱散禁疗			3758030846	63	0	0	atBeTherapyCoefficient	-4096	1	16	1	npc/副本BOSS/太极宫/2号_许灵素/2号_许灵素_噬心咒可驱散禁疗.lua
禁疗	30431	新祭血关山_禁疗			3758030846	63	0	0	atLockTransTherapy		1	192	1	
禁疗	31633	寄线奇穴禁疗			3758030846	63	0	0	atGlobalTherapyAbsorb	999999999	1	32	1	
禁疗	31998	营地_通用_禁疗禁吸血			4294967294	63	0	0	atDamageToLifeCof	-1024	1	0	1	
禁疗	32408	1号_阿里曼幻身_出界禁疗效果			3758030846	63	0	0	atBeTherapyCoefficient	-4096	1	20	1	
禁疗	32545	肖红_忘忧绝命散_减速禁疗沉默			3758096382	63	0	0	atMoveSpeedPercent	-2048	1	5	1	
禁疗	33463	3号_柳公子_内功武器禁疗			3758096382	63	0	0	atBeTherapyCoefficient	-1024	15	16	1	
禁疗	33538	2号_千机源枢_通用沉默禁疗			3758096382	63	0	0	atDamageToLifeCof	-1024	1	16	1	
减伤	368	天策-守如山-铁牢律-减伤			3758030846	63			atCallSubBuff	33086	1	192	1	
减伤	1986	西风古道_减伤			4294967294	63			atGlobalResistPercent	1024	1	115200	1	
减伤	2232	荻花圣殿_7号BOSS_沙利亚_碧土毒花葬_施放减伤			3758030846	63					3	16	1	
减伤	2251	春泥护花秘籍_加5%减伤	ResistDamage		3758030846	63			atGlobalResistPercent	51	1	320	1	
减伤	2716	血龙出渊_宇文敌_霸皇诀_减伤80%			3758030846	63			atGlobalResistPercent	512	1	160	1	
减伤	2717	万花_渐催_长针减伤			3758030846	63			atPhysicsResistPercent	31	1	240	1	
减伤	2718	万花_欢心_提针减伤			3758030846	63			atLunarMagicResistPercent	10	1	160	3	
减伤	2805	七秀_玉骨_内功减伤	ResistDamage		3758030846	63			atCallSubBuff	33086	6	16	1	
减伤	2849	镇派_千蝶减伤	ResistDamage		3758030846	63			atCallSubBuff	33086	1	96	1	
减伤	2983	镇派_无我_减伤效果	ResistDamage		3758030846	63			atCallSubBuff	33086	1	9600	1	
减伤	3068	镇派_雾体减伤			3758030846	63			atCallSubBuff	33086	1	320	1	
减伤	3157	回风兽_减伤			3758030846	63			atGlobalResistPercent	819	1	960	1	
减伤	3274	唐门_浮光掠影_减伤			1472200718	60			atCallSubBuff	33086	99999	8	1	
减伤	3315	唐门_扬威天下_减伤			3758030846	63			atBuffFunctionDecay	4	1	160	1	
减伤	3376	唐莲_减伤			3758030846	63			atGlobalResistPercent	973	1	0	1	
减伤	3556	五毒_宠物_隐藏减伤			3758030846	63					1	0	1	
减伤	4245	明教_朝圣言_自身减伤免控			1400897666	60			atGlobalResistPercent	614	1	16	1	
减伤	4307	南诏皇宫_萧杀_迦楼罗炎劲_自身减伤			3758030846	63			atNeutralMagicResistPercent	813	1	0	1	
减伤	4439	明教_贪魔体_减伤免控			3758030846	63			atCallSubBuff	33086	1	16	1	明教/明教_贪魔体.lua
减伤	4479	明教_寒月耀煌日照_击中减伤			3758030846	63			atGlobalResistPercent	51	1	16	1	
减伤	4781	门派活动_九子连环牢减伤			3758030846	63			atGlobalResistPercent	810	1	0	1	
减伤	5144	南诏皇宫_6号_李倓_龙铁牢锁_减伤			3758030846	63			atGlobalResistPercent	512	1	16	1	
减伤	5280	一线天_霹雳_减伤反伤buff			3758030846	63			atLunarMagicReflectionPercent	1024	1	16	10	
减伤	5543	90级阵营_减伤			3758030846	63		0	atGlobalResistPercent	819	1	16	1	
减伤	5626	大明宫_傀儡·天_减伤			3758030846	63		0	atLunarMagicResistPercent	612	1	0	1	
减伤	5627	大明宫_傀儡·人_减伤			3758030846	63		0	atLunarMagicResistPercent	612	1	0	1	
减伤	5628	大明宫_傀儡·修罗_减伤			3758030846	63		0	atLunarMagicResistPercent	612	1	0	1	
减伤	5629	大明宫_傀儡·饿鬼_减伤			3758030846	63		0	atPhysicsResistPercent	612	1	0	1	
减伤	5630	大明宫_傀儡·地狱_减伤			3758030846	63		0	atLunarMagicResistPercent	306	1	0	1	
减伤	5641	天策_突_减伤			3758030846	63		0	atCallSubBuff	33086	1	128	1	
减伤	5673	大明宫_无名_减伤护盾			3758030846	63		0	atGlobalResistPercent	819	1	0	1	
减伤	5705	少林_舍身诀_减伤	ResistDamage		3758030846	63		0	atCallSubBuff	33086	1	160	1	
减伤	5708	少林_横扫六合_减伤害			3758030846	63			atSkillLunarDamagePercent	-31	1	16	1	
减伤	5722	少林_万佛_加减伤			3758030846	63		0	atGlobalResistPercent	102	1	128	5	
减伤	5725	藏剑_探梅_减伤			3758030846	63		0	atGlobalResistPercent	205	1	64	1	
减伤	5726	藏剑_探梅_减伤debuff			3758030846	63		0			1	320	1	
减伤	5744	明教_贪魔体_2秒减伤			3758030846	63		0	atCallSubBuff	33086	1	64	1	
减伤	5746	明教_流光囚影_减伤			3758030846	63		0	atCallSubBuff	33086	1	80	1	
减伤	5750	明教_归寂道_减伤			3758030846	63		0	atCallSubBuff	33086	1	128	1	
减伤	5752	明教_极乐引_减伤			3758030846	63		0	atCallSubBuff	33086	1	80	5	
减伤	5770	五毒_宠物死亡减伤			3758030846	63		0			1	160	1	
减伤	5806	少林_韦陀献杵_减伤			3758030846	63		0	atCallSubBuff	33086	1	96	2	
减伤	5952	大明宫_白傀儡_减伤			3758030846	63		0	atGlobalResistPercent	307	1	16	1	
减伤	5996	丐帮_笑醉狂_减伤	ResistDamage		3758030846	63		0	atCallSubBuff	33086	1	160	1	
减伤	6058	大明宫_小怪_自爆_减伤			3758030846	63		0	atSolarMagicResistPercent	512	1	96	1	
减伤	6113	唐门_千机变范围加减伤			3758030846	63		0	atGlobalResistPercent	154	1	1920	1	
减伤	6118	大明宫_傀儡·畜生_减伤			3758030846	63		0	atPhysicsResistPercent	612	1	0	1	
减伤	6160	天策_雷心_减伤			3758030846	63		0	atCallSubBuff	33086	1	80	1	
减伤	6166	纯阳_坐忘无我延时加减伤			3758030846	63		0			1	2	1	
减伤	6200	丐帮_龙啸九天_减伤	ResistDamage		3758030846	63		0	atCallSubBuff	33086	1	16	1	
减伤	6216	五毒_奇穴_宠物加减伤			3758030846	63		0	atActiveThreatCoefficient	0	1	0	1	
减伤	6228	七秀_剑舞减伤			3758030846	63		0	atCallSubBuff	33086	1	16	1	
减伤	6237	五毒_奇穴_宠物存在时减伤			3758030846	63		0	atGlobalResistPercent	102	999999	32	1	
减伤	6238	五毒_奇穴_宠物存在时减伤_监控			3758030846	63		0	atExecuteScript	skill\五毒\删除主人减伤.lua	999999	32	1	
减伤	6262	万花_太阴指减伤	ResistDamage		3758030846	63		0	atCallSubBuff	33086	1	80	1	
减伤	6279	明教_贪魔体_减伤免控_贪魔伐罪			3758030846	63		0	atCallSubBuff	33086	1	16	1	明教/明教_贪魔体.lua
减伤	6294	纯阳_爆凌太虚减伤			3758030846	63		0	atCallSubBuff	33086	1	128	3	
减伤	6306	明教_光明相减伤			3758030846	63		0	atCallSubBuff	33086	1	128	1	
减伤	6315	万花_零落_减伤			3758030846	63		0	atCallSubBuff	33086	1	48	1	
减伤	6540	藏剑_鹤归秘籍_减伤	ResistDamage		3758030846	63		0	atGlobalResistPercent	51	1	80	1	
无敌	160	无敌			4294934526	63			atNegativeShield	1	1	32	1	
无敌	205	无敌BUFF			4294934526	63			atNegativeShield	1	1	9600	1	
无敌	778	技能教学用无敌			3758030846	63			atGlobalBlock	1	1	80	1	
无敌	835	NPC战斗技能_BUFF_特殊_负面效果无敌盾_8			3758030846	63			atNegativeShield	1	1	128	1	
无敌	856	锻骨诀内功无敌效果			3758030846	63			atLunarMagicBlock	1	1	64	1	
无敌	1036	日轮山城_通用无敌			3757998078	63			atNegativeShield	1	1	0	1	
无敌	1037	日轮山城_可驱散无敌			3757998078	63			atNegativeShield	1	1	0	1	
无敌	1366	风雨稻香村_通用无敌			3757998078	63			atNegativeShield	1	1	0	1	
无敌	1484	英雄空雾峰_隐遁(无敌BUFF)			3757998078	63			atGlobalDamageAbsorb	15789474	1	0	1	
无敌	1740	2人副本_狩猎_NPC_无敌			3758030846	63			atNegativeShield		1	28800	1	
无敌	2573	帮会_帮会旗帜_天下无敌			3758030846	63			atGlobalResistPercent	307	1	160	1	
无敌	2946	五毒_秘笈_凤凰蛊_目标起身后无敌			3758030846	63			atGlobalResistPercent	1024	1	32	1	
无敌	3090	龙渊泽_南诏双雄_判断无敌			3753836542	63					999999	32	1	
无敌	3091	龙渊泽_南诏双雄_无敌			3753836542	63			atNegativeShield		1	80	1	
无敌	3259	中秋_天狗爪牙_无敌			3758030846	63			atGlobalResistPercent	1024	1	3840	1	
无敌	3300	唐门密室_柳惊涛_无敌			3758030846	63			atGlobalResistPercent	1024	1	0	1	
无敌	3323	凤凰蛊_无敌_活着维持			3758030846	63			atExecuteScript	skill\五毒\秘笈\凤凰蛊_无敌_活着维持.lua	1	28800	1	
无敌	3325	凤凰蛊_无敌_死亡维持			1942028288	60			atExecuteScript	skill\五毒\秘笈\凤凰蛊_无敌_死亡维持.lua	1	28800	1	
无敌	3374	唐门密室_机甲无敌			3758030846	63			atGlobalResistPercent	1024	1	0	1	
无敌	3425	唐门_鬼斧神工_无敌			3619700990	63			atNegativeShield	1	1	16	1	
无敌	3486	唐门_机关无敌BUFF			3758030846	63			atNegativeShield	1	1	0	1	
无敌	3676	烛龙殿_雷神_无敌BUFF			3758030846	63			atGlobalResistPercent	1024	1	28800	1	
无敌	3759	烛龙殿_无敌BUFF			3757998078	63			atNegativeShield	1	1	0	1	
无敌	3851	震山河_自身无敌2秒			3758030846	63			atNegativeShield	1	1	32	1	
无敌	3861	少林_轮回诀_隐藏1秒无敌			4294967294	63			atGlobalBlock	3	1	32	1	
无敌	3973	烛龙殿_乌蒙贵_无敌			3758030846	63			atNegativeShield	1	1	0	3	
无敌	4352	南诏皇宫_2号_无敌			3758030846	63			atGlobalBlock		1	16	3	
无敌	5087	南诏皇宫_6号_李倓_镜中胧月_无敌			3758030846	63			atGlobalBlock	1	1	16	1	
无敌	5339	一线天_二号小怪_被击无敌buff			3758030846	63		0	atLunarDamageCoefficient	-1024	1	16	1	
无敌	5535	大明宫_剑圣_无敌			3758030846	63		0	atGlobalBlock	1	1	16	1	
无敌	5613	活动用通用无敌			2	60		0	atNegativeShield		1	16	1	
无敌	5748	90级阵营_无敌定身buff			3758030846	63		0	atFreeze		1	16	1	
无敌	5834	神剑冢_炙狱邪龙_无敌			3758030846	63		0	atGlobalBlock	1	1	96	1	
无敌	6089	唐门_飞星遁影无敌			3758030846	63		0	atGlobalBlock	1	1	32	1	
无敌	6182	七秀_假死无敌			3758030846	63		0	atDodgeBaseRate	10000	1	48	1	
无敌	6213	少林_无相诀定身无敌			3758030846	63		0	atGlobalBlock	1	1	48	1	
无敌	6500	暗杀用无敌			4294901758	63		0	atNegativeShield		1	160	1	
无敌	6580	阿史那从礼_无敌buff			3758030846	63		0	atNegativeShield		1	9600	1	
无敌	6621	无敌反潜沉默			3758030846	63		0	atNegativeShield		1	16	1	
无敌	6643	军官无敌			3758030846	63		0			1	16	1	
无敌	6842	守卫无敌			3758030846	63		0	atPositiveShield		1	0	1	
无敌	7123	五毒_化蝶延时加无敌			3758030846	63		0	atJumpSpeedBase	80	1	8	1	
无敌	7124	五毒_化蝶无敌			3758030846	63		0	atNegativeShield		1	16	1	
无敌	7159	血战天策_八阵图_无敌			3758030846	63		0	atNegativeShield	1	1	0	1	
无敌	7199	血战天策_保护青骓牧场_狼牙战俘营_负面无敌盾			3758030846	63		0	atNegativeShield		1	0	1	
无敌	7459	二号雷麒麟自我修复无敌buff			3758030846	63		0	atNegativeShield		1	0	1	
无敌	7574	三号圣女_无敌buff			3758030846	63		0	atNegativeShield		1	0	1	
无敌	7765	帮会_天下无敌·战			3758030846	63		0	atGlobalResistPercent	31	1	160	10	
无敌	7929	无敌			3758030846	63		0	atNegativeShield	1	1	1440	1	
无敌	8371	无敌			3758030846	63			atNegativeShield	1	1	0	1	
无敌	8374	牛车无敌			3758030846	63		0	atNegativeShield	1	1	960	1	
无敌	8624	无敌			3758030846	63		0	atNegativeShield	1	1	32	1	
无敌	8669	松树无敌			4294967294	63		0	atGlobalBlock	1	1	480	1	
无敌	9037	索魂灯_无敌亮			4294967295	63		0			1	0	1	
无敌	9106	寻宝_无敌			4294967295	63		0	atNegativeShield	1	1	0	1	
无敌	9111	剧情锁足_沉默无敌不隐身	Charm		3758030846	63		0	atEntrap		1	16	1	
无敌	9121	黑白路_眩晕无敌			3758030846	63		0	atEntrap		1	16	1	
无敌	9125	微山书院-试炼弟子-无敌			3757998078	63			atNegativeShield	1	1	0	1	
无敌	9128	黑白路_无敌			3758030846	63		0	atNegativeShield		1	16	1	
无敌	9158	4号_无敌			3758030846	63		0			1	9999	1	
免伤	1187	万佛朝宗_减免伤害			3758030846	63			atCallSubBuff	33086	1	128	1	
免伤	1802	藏剑_快剑70级内功_梦泉虎跑免伤	ResistDamage		3758030846	63			atCallSubBuff	33086	1	112	1	
免伤	4227	明教密道_狂暴免伤			3758030846	63			atGlobalBlock	1	1	4	1	
免伤	7155	血战天策_黑齿元佑_全局免伤盾			3758030846	63		0	atGlobalResistPercent	1024	1	0	1	
免伤	7484	三号圣女火舞蓝色气劲免伤buff			3758030846	63		0	atLunarDamageCoefficient	-819	60	16	1	
免伤	7879	严庄_挟持人质免伤			3758030846	63		0	atGlobalDamageAbsorb	200000000	1	0	1	
免伤	10895	2号_哥舒翰_落枪_免伤无敌			3758030846	63		0	atGlobalResistPercent	1024	1	36000	1	
免伤	12126	2号_李令霞_地_物理免伤			3758030846	63		0	atPhysicsDamageCoefficient	-306	1	160	1	
免伤	12127	2号_李令霞_地_毒性免伤			3758030846	63		0	atPoisonDamageCoefficient	-306	1	160	1	
免伤	12128	2号_李令霞_地_阳性免伤			3758030846	63		0	atSolarDamageCoefficient	-306	1	160	1	
免伤	12309	3号_傀儡免伤			3758030846	63		0	atGlobalResistPercent	512	1	0	10	
免伤	12964	阵营日常新手免伤			4294967294	63		264	atGlobalResistPercent	102	9999	160	1	
免伤	14115	经首道源岛新手免伤			4294967294	63		264	atGlobalResistPercent	102	9999	160	1	
免伤	14708	曹庆军_标记免伤			3758030846	63		0			1	8	1	
免伤	14832	MOBA箭塔无小兵时免伤			3758030846	63		0	atGlobalResistPercent	1004	3600	16	1	
免伤	16007	蔷薇列岛新手免伤			4294967294	63		264	atGlobalResistPercent	102	9999	160	1	
免伤	18762	乱世藏剑新手免伤			4294967294	63		264	atGlobalResistPercent	103	9999	160	1	
免伤	20694	上杉勇刀_枪法_铁林_外功免伤			3758030846	63		0	atPhysicsResistPercent	51	1	16	10	
免伤	24429	孔雀引免伤+百分比回血buff			3758030846	63		0	atGlobalResistPercent	1024	90	16	1	
免伤	24462	2号_秘三花_藤原佑野免伤			3758030846	63		0	atGlobalResistPercent	1024	1	0	1	
免伤	25101	万花金创药_耐力免伤			3758030846	63		0			8	16	1	
免伤	26496	万花金创药_耐力免伤50%			3758030846	63		0			8	16	1	
免伤	26598	6号_月泉淮_五行技_土免伤	Normal	-1	3758030846	63	0	0			1	16	1	
免伤	26607	6号_月泉淮_五行技_金免伤	Normal	-1	3758030846	63	0	0			1	16	1	
免伤	31992	3号_图南子_鹏程功免伤			3758030846	63	0	0	atGlobalDamageAbsorb	999999999	1	0	1	
免伤	32033	明教_内劲_贪魔体不可移动且免伤			3758030846	63	0	0			1	160	1	
免伤	32878	斗气免伤			3758030846	63	0	0	atGlobalBlock	1	1	48	1	
免伤	33493	守护星使范围队友免伤			3758030846	63	0	0	atGlobalBlock	1	1	48	1	
免控	2756	天策_任驰骋免控			3758030846	63			atImmunity	2	1	8	1	天策\天策_李渡城判断乘骑状态.lua
免控	2781	转乾坤免控			3758030846	63			atImmunity	2	1	96	1	
免控	2847	鹊踏枝_免控_素衿			3758030846	63			atImmunity	2	1	24	1	
免控	3275	唐门_浮光掠影_加速免控			3758030846	63			atImmunity	2	1	48	1	
免控	3279	唐门_子母勾_免控			3758030846	63			atImmunity	2	1	32	1	
免控	3758	唐门_飞星遁隐_短暂免控			3758030846	63			atImmunity	2	1	8	1	
免控	3822	五毒_献祭蝴蝶_免控			3758030846	63			atImmunity	2	1	32	1	
免控	4245	明教_朝圣言_自身减伤免控			1400897666	60			atGlobalResistPercent	614	1	16	1	
免控	4341	小橙武BOSS_藏剑_风来吴山免控			3758030846	63			atImmunity	2	1	12	1	
免控	4421	明教_夜叉心_免控			3758030846	63			atImmunity	2	1	48	1	
免控	4439	明教_贪魔体_减伤免控			3758030846	63			atCallSubBuff	33086	1	16	1	明教/明教_贪魔体.lua
免控	4626	小橙武BOSS_龙龟_金旋_免控			3758030846	63			atImmunity	2	1	16	1	
免控	4969	大战郭萌萌_基本属性_免控			4294967294	63			atImmunity	2	1	0	1	
免控	5306	一线天_一号小怪_免控			3758030846	63			atImmunity	2	1	16	1	
免控	5949	门派活动_NPC免控			3758030846	63		0	atImmunity	2	1	16	1	
免控	5950	五毒_蛊虫献祭通用免控			3758030846	63			atImmunity	2	6	16	1	
免控	5959	大明宫_黑色傀儡_免控			3758030846	63		0	atImmunity	2	1	16	1	
免控	5963	丐帮门派活动_通用免控BUFF			3758030846	63			atImmunity	2	1	0	1	
免控	5995	丐帮_笑醉狂_免控			3758030846	60			atImmunity	2	1	16	1	
免控	6015	丐帮_龙跃于渊_免控3秒			2684256254	63			atImmunity	2	1	88	1	
免控	6087	唐门_飞星遁影免控			3758030846	63			atImmunity	2	1	64	1	
免控	6192	少林_无相免控			3758030846	63			atImmunity	2	1	160	1	
免控	6219	五毒_奇穴_宠物加免控			3758030846	63		0	atImmunity	2	1	0	1	
免控	6279	明教_贪魔体_减伤免控_贪魔伐罪			3758030846	63		0	atCallSubBuff	33086	1	16	1	明教/明教_贪魔体.lua
免控	6292	纯阳_爆吞日月免控			3758030846	63		0	atImmunity	2	1	32	1	
免控	6314	万花_零落_免控			3758030846	63			atImmunity	2	1	48	1	
免控	6361	天策_突免控2秒			3758030846	63			atImmunity	2	1	48	1	
免控	6369	丐帮_酒中仙免控			2621341694	63			atImmunity	2	1	80	1	
免控	6373	丐帮_龙跃于渊免控			2621341694	63			atImmunity	2	1	80	1	
免控	6459	丐帮_烟雨行免控			67108864	60			atImmunity	2	1	16	1	
免控	6489	小橙武BOSS_丐帮_免控			3758030846	63			atImmunity	2	1	0	1	
免控	7508	哑运加速免控			3758030846	63		0	atMoveSpeedPercent	512	1	160	1	
免控	7687	二号麒麟_免控BUFF			3758030846	63		0	atImmuneSkillMove	1	1	0	1	
