ID	Name	Useage	FunctionType	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Exclude	GlobalExclude	UniqueTarget	CanCancel	IsCountable	DecayType	MoveStateMask	MapBanMask	CanAccumulate	MapInvalidMask	IsCombatBuff	MinInterval	MoveStateMask2	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	CanTransfer	CostSingleStack	Coexist	IsIntensityStackable	ScriptFile
244	楠戜箻	11		208	0		8	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻	11		208	0		9	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		10	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		11	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		12	101	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		13	101	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		14	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻	11		208	0		15	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		16	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		17	100	0	1	1	0	1	1	0	1			536870882	1				0	56	0	1	0	1					
244	楠戜箻	11		208	0		18	100	0	1	1	0	1	1	0	1			536870896	1				0	56	0	1	0	1					
244	楠戜箻	11		208	0		19	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		20	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_椋炵考椹溅	11		208	0		21	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		22	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		23	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		24	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		25	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鍎跨鑺傚潗楠?11		208	0		26	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻_璧涜墖	11		208	0		27	100	0	1	1	0	1	1	0	1			536870898	1				0	56	0	1	0	1					
244	楠戜箻_鍋滀簯闆渷	11		208	0		28	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	鍋滀簯闆渷路缁堝	11		208	0		29	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	鍋滀簯闆渷路鍑岄湝	11		208	0		30	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	鍋滀簯闆渷路鎻芥ⅵ	11		208	0		31	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻	11		208	0		32	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	鍘烶Q闆﹪宸插簾寮?11		208	0		33	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻_璁惧畾闆嗚埞	11		208	0		34	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_鎭朵汉璋锋寚鎸ヨ溅	11		208	0		35	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻_鎭朵汉璋锋寚鎸ヨ溅	11		208	0		36	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻_闆﹪鐘?11		208	0		37	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻_闆﹪鐘琠鍦烘櫙	11		208	0		38	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻	11		208	0		39	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻	11		208	0		40	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻	11		208	0		41	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		42	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻	11		208	0		43	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		44	100	0	1	3600	4	1	1	0	0			3619840030	1				4	59	4	1	0	1					npc/鍓湰BOSS/灏樺綊娴穇宸ㄥ啣婀?2鍙穇鍓嶇疆鍏冲崱/涓嬮琛屽櫒瑙ｉ櫎閿佽冻.lua
244	楠戜箻_楂樿贩	11		208	0		45	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鐟跺瀹告父	11		208	0		46	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		47	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_瑗垮北鎷傞洩	11		208	0		48	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_闃村北閲庨┐	11		208	0		53	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_榫欓棬鍙屽嘲椹?11		208	0		54	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鍏崷榫?11		208	0		55	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_楠侀娇	11		208	0		56	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_鐔婄尗鎷夎溅	11		208	0		57	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_杞	11		208	0		58	100	0	1	1	16	1	1	0	1			3619840030	1				16	59	16	1	0	1					
244	楠戜箻_楣忛箯	11		208	0		59	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	[00244]楠戜箻	11		208	0		60	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	[00244]楠戜箻	11		208	0		61	100	0	1	9999999	8	1	1	0	1			3619840030	1				8	59	8	1	0	1					
244	楠戜箻_鎹蜂俊	11		208	0		62	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_闇稿垁杞?11		208	0		63	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鎵嬫帹杞?11		208	0		64	100	0	1	1	16	1	1	0	1			3619840030	1				16	59	16	1	0	1					
244	楠戜箻_鑸炶薄鑱旂咯	11		208	0		65	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鍐叉氮鏉?11		208	0		66	100	0	1	1	0	1	1	0	0			3619840222	1				0	59	0	1	0	1					
244	楠戜箻_楣胯溅路鏄ヨ崏	11		208	0		67	100	0	1	1	0	1	1	0	1			268591134	1				0	0	0	1	0	1					
244	楠戜箻_琛€鐬冲悶鐓?11		208	0		68	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鍤奸鍑剁酱	11		208	0		69	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鑻嶅北闆嫯	11		208	0		70	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鍟稿箔鐧界寠	11		208	0		71	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鍏辨疆鐢熉锋捣灏忎竴	11		208	0		72	100	0	1	1	0	1	1	0	1			268591358	1				0	0	0	1	0	1					
244	楠戜箻_婕极棣欑綏	11		208	0		73	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鏈涙湀褰?11		208	0		74	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	鏃ヨ鍗冮噷	11		208	0		75	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_绱井閲戦槞浜ゆ	11		208	0		76	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_閲戞灚鎶辨湀	11		208	0		77	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_涔屼簯闆嫲	11		208	0		78	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_缇婇┘	11		208	0		79	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_椹効璺宠烦	11		208	0		80	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_闆瀵掑師	11		208	0		81	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鍐峰北鑼稿	11		208	0		82	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_涓嶆剚	11		208	0		83	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_闅忔钵娴?11		208	0		84	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_搴嗚垶鑹	11		208	0		85	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鍝掑搾	11		208	0		86	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_绾㈢孩濂崇帇鍙?11		208	0		87	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_钁姦楦?11		208	0		88	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻	11		208	0		89	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_鍝煎摷灏嗗啗	11		208	0		90	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_姝ら亾鏋崳路绻佺敓	11		208	0		91	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_鐑熸尝娴佸厜	11		208	0		92	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_闆煙鍗庡厜	11		208	0		93	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
244	楠戜箻_濂旇吘涓嶄紤鐩嗙泦鑸?11		208	0		94	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_鍏崷榫?11		208	0		95	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_绾㈢綏鑸?11		208	0		96	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_娓℃儏	11		208	0		97	100	0	1	1	0	1	1	0	1			1073897664	1				0	56	0	1	0	1					
244	楠戜箻_鍙堕┌鐨勯闇為獱	11		208	0		98	100	0	1	1	16	1	1	0	1			3619840030	1				16	59	16	1	0	1					
244	楠戜箻_鍗垎鏈堥┚	11		208	0		99	100	0	1	1	0	1	1	0	1			3619840030	1				0	59	0	1	0	1					
367	澶╃瓥-瀹堝灞?1	ResistDamage	367	0		1	80	0	1	8	16	1	1	0	1			3758030846					16	63	16	1	1	1					
384	杞咕鍧?3		384	0		1	70	0	1	1	16	1	1	0	1			3758030846					16	63	16	1	1	1					绾槼\杞咕鍧ょ粨鏉熷鐞?lua
384	杞咕鍧?3		384	0		2	70	0	1	1	16	1	1	0	1			3758030846					16	63	16	1	1	1					绾槼\杞咕鍧ょ粨鏉熷鐞?lua
399	鏃犵浉璇€	5	ResistDamage	399	3		1	35	0	1	1	16	1	1	0	1			3758030846					16	63	16	1	1	1					灏戞灄\鏃犵浉璇€_鑷韩鍑忛€?lua
399	鏃犵浉璇€	5	ResistDamage	399	3		2	40	0	1	1	16	1	1	0	1			3758030846					16	63	16	1	1	1					灏戞灄\鏃犵浉璇€_鑷韩鍑忛€?lua
399	鏃犵浉璇€	5	ResistDamage	399	3		3	45	0	1	1	16	1	1	0	1			3758030846					16	63	16	1	1	1					灏戞灄\鏃犵浉璇€_鑷韩鍑忛€?lua
399	鏃犵浉璇€	5	ResistDamage	399	3		4	50	0	1	1	16	1	1	0	1			3758030846					16	63	16	1	1	1					灏戞灄\鏃犵浉璇€_鑷韩鍑忛€?lua
411	鏄熸ゼ鏈堝奖	2		411	0		1	64	0	1	1	16	1	0	0	1			3758030846					16	63	16	1	0	1					涓囪姳/90绾у绌?涓囪姳_鏄熸ゼ鏈堝奖娑堝け.lua
411	鏄熸ゼ鏈堝奖	2		411	0		2	64	0	1	1	16	1	0	0	1			3758030846					16	63	16	1	0	1					涓囪姳/90绾у绌?涓囪姳_鏄熸ゼ鏈堝奖娑堝け.lua
422	鎭愭儳DEBUFF	0	Fear	3	0	Fear	1	800	1	1	1	800	1	1	0	0			4294967294					800	63	800	1	0	1					
424	鍐查攱鐪╂檿	0	Stun	424	0		1	1	0	1	1	80	1	1	0	0			1405095936					80	60	80	1	0	1					
453	涔濊浆褰掍竴_鐪╂檿	3	Daze	11	0	Daze	1	64	0	1	1	64	1	1	0	0			1405095936					64	60	64	1	0	1					
541	澶╃瓥-鏂瓊鍒?鏃犳硶绉诲姩	1	Charm	12	2		1	32	0	1	1	32	1	1	0	0			1405108224					32	60	32	1	0	1					
554	澶ч亾鏃犳湳	3	Halt	4	0		1	32	0	1	1	32	1	1	0	0		2	1405100032					32	60	32	1	0	1	0				
554	澶ч亾鏃犳湳	3	Halt	4	0		2	48	0	1	1	48	1	1	0	0		2	1405100032					48	60	48	1	0	1	0				
554	澶ч亾鏃犳湳	3	Halt	4	0		3	64	0	1	1	64	1	1	0	0		2	1405100032					64	60	64	1	0	1	0				
554	澶ч亾鏃犳湳	3	Halt	4	0		4	80	0	1	1	80	1	1	0	0		2	1405100032					80	60	80	1	0	1	0				
554	澶ч亾鏃犳湳	3	Halt	4	0		5	96	0	1	1	96	1	1	0	0		2	1405100032					96	60	96	1	0	1	0				
556	涓冩槦鎷辩憺	3	Halt	4	0		1	400	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
556	涓冩槦鎷辩憺	3	Halt	4	0		2	480	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
556	涓冩槦鎷辩憺	3	Halt	4	0		3	560	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
556	涓冩槦鎷辩憺	3	Halt	4	0		4	640	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
556	涓冩槦鎷辩憺	3	Halt	4	0		5	720	0	1	1	16	1	1	1	0		3	1405100032					16	60	16	1	0	1	0				
558	涓夋墠鍖栫敓	3	Charm	12	10		1	48	0	1	1	32	1	1	0	0		1	1405108224					32	60	32	1	0	1	0				
558	涓夋墠鍖栫敓	3	Charm	12	10		2	72	0	1	1	48	1	1	0	0		1	1405108224					48	60	48	1	0	1	0				
558	涓夋墠鍖栫敓	3	Charm	12	10		3	96	0	1	1	64	1	1	0	0		1	1405108224					64	60	64	1	0	1	0				
558	涓夋墠鍖栫敓	3	Charm	12	10		4	120	0	1	1	80	1	1	0	0		1	1405108224					80	60	80	1	0	1	0				
558	涓夋墠鍖栫敓	3	Charm	12	10		5	144	0	1	1	96	1	1	0	0		1	1405108224					96	60	96	1	0	1	0				
677	楣婅笍鏋?4		677	0		1	1	0	1	6	16	1	0	0	1			3758030846					16	63	16	1	0	1					
677	楣婅笍鏋?4		677	0		2	2	0	1	6	16	1	0	0	1			3758030846					16	63	16	1	0	1					
677	楣婅笍鏋?4		677	0		3	3	0	1	6	16	1	0	0	1			3758030846					16	63	16	1	0	1					
677	楣婅笍鏋?4		677	0		4	4	0	1	6	16	1	0	0	1			3758030846					16	63	16	1	0	1					
677	楣婅笍鏋?4		677	0		5	5	0	1	6	16	1	0	0	1			3758030846					16	63	16	1	0	1					
677	楣婅笍鏋?4		677	0		6	5	0	1	6	16	1	0	0	1			3758030846					16	63	16	1	0	1					涓冪/楣婅笍缁撴潫鍒犻櫎璁℃暟buff.lua
677	楣婅笍鏋?4		677	0		7	5	0	1	6	16	1	0	0	1			3758030846					16	63	16	1	0	1					涓冪/楣婅笍缁撴潫鍒犻櫎璁℃暟buff.lua
677	楣婅笍鏋?4		677	0		8	5	0	1	6	16	1	0	0	1			3758030846					16	63	16	1	0	1					
682	闆烽渾闇囨€?4	Stun	8	0		1	144	0	1	1	16	1	1	0	0		4	1405095936					16	60	16	1	0	1					
682	闆烽渾闇囨€?4	Stun	8	0		2	64	0	1	1	16	1	1	0	0		4	1405095936					16	60	16	1	0	1					
682	闆烽渾闇囨€?4	Stun	8	0		3	288	0	1	1	144	1	1	0	0		4	1405095936					144	60	144	1	0	1					
682	闆烽渾闇囨€?4	Stun	8	0		4	320	0	1	1	160	1	1	0	0		4	1405095936					160	60	160	1	0	1					
682	闆烽渾闇囨€?4	Stun	8	0		5	144	0	1	1	16	1	1	0	0		4	1405095936					16	60	16	1	0	1					
749	绱湠鍔焈瀹氳韩	3	Charm	12	6		1	32	0	1	1	48	1	1	0	0		8	1405108224					48	60	48	1	0	1					
2315	浜旀瘨_琛ュぉ蹇冪粡_濂冲ú琛ュぉ	9		2	0		1	999	0	1	1	16	1	1	0	1			3757998078					16	63	16	1	0	1					浜旀瘨\绉樼瑘\濂冲ú鐐规帀鍒犵绫?lua
2315	浜旀瘨_琛ュぉ蹇冪粡-濂冲ú琛ュぉ	9		2	0		2	1000	0	1	1	368	1	1	0	1			3757998078					368	63	368	1	0	1					浜旀瘨\绉樼瑘\濂冲ú鐐规帀鍒犵绫?lua
2315	浜旀瘨_琛ュぉ蹇冪粡_濂冲ú琛ュぉ	9		2	0		3	1000	0	1	1	16	1	1	0	1			3757998078					16	63	16	1	0	1					浜旀瘨\绉樼瑘\濂冲ú鐐规帀鍒犵绫?lua
2315	浜旀瘨_琛ュぉ蹇冪粡_濂冲ú琛ュぉ	9		2	0		4	999	0	1	1	16	1	1	0	1			3757998078					16	63	16	1	0	1					浜旀瘨\绉樼瑘\濂冲ú鐐规帀鍒犵绫?lua
2522	浜旀瘨_涓囪泭鐪熻В_鐪犺泭(瀵筆layer)	9	Stun	2522	14		1	1	0	1	1	40	1	1	1	0		6	1405095936					40	60	40	1	0	1					
2522	浜旀瘨_涓囪泭鐪熻В_鐪犺泭(瀵筆layer)	9	Stun	2522	14		2	2	0	1	1	48	1	1	1	0		6	1405095936					48	60	48	1	0	1					
2522	浜旀瘨_涓囪泭鐪熻В_鐪犺泭(瀵筆layer)	9	Stun	2522	14		3	3	0	1	1	56	1	1	1	0		6	1405095936					56	60	56	1	0	1					
2522	浜旀瘨_涓囪泭鐪熻В_鐪犺泭(瀵筆layer)	9	Stun	2522	14		4	4	0	1	1	64	1	1	1	0		6	1405095936					64	60	64	1	0	1					
2522	浜旀瘨_涓囪泭鐪熻В_鐪犺泭(瀵筆layer)	9	Stun	2522	14		5	5	0	1	1	72	1	1	1	0		6	1405095936					72	60	72	1	0	1					
2522	浜旀瘨_涓囪泭鐪熻В_鐪犺泭(瀵筆layer)	9	Stun	2522	14		6	6	0	1	1	80	1	1	1	0		6	1405095936					80	60	80	1	0	1					
3224	鍞愰棬_杩风閽?7	Stun	8	0		1	64	0	1	6	16	1	1	0	0		7	1405095936		0			16	60	16	1	0	1					
3224	鍞愰棬_杩风閽塤鍓?绉掍笉琚墦閱?7	Stun	8	0		2	48	0	1	6	16	1	1	0	0		7	1405095936		0			16	60	16	1	0	1					
3224	鍞愰棬_杩风閽塤鍚?绉掓棤閫掑噺	7	Stun	8	0		3	3	0	1	1	48	1	1	0	0		7	1405095936		0			48	60	48	1	0	1					
3466	鍞愰棬_鏆楄棌鏉€鏈篲閿佽冻	7	Charm	12	10		1	32	0	3	1	80	1	1	0	0		1	16384		1			80	63	80	1	0	1					
4027	鏄庢暀_鍦ｆ槑浣慱鏃鍥炶	8		4027	3		1	1	0	1	1	160	1	1	0	1			3758030846		0			160	63	160	1	1	1					
4027	鏄庢暀_鍦ｆ槑浣慱鏃鍥炶	8		4027	3		2	2	0	1	1	160	1	1	0	1			3758030846		0			160	63	160	1	1	1					
4028	鏄庢暀_鍦ｆ槑浣慱鏈坃鍔犻棯閬?8		4028	7		1	1	0	1	1	160	1	1	0	1			3758030846		0			160	63	160	1	1	1					
4028	鏄庢暀_鍦ｆ槑浣慱鏈坃鍔犻棯閬縚闀囨淳鍔犲唴闃?8		4028	7		2	2	0	1	1	160	1	1	0	1			3758030846		0			160	63	160	1	1	1					
4028	鏄庢暀_鍦ｆ槑浣慱鏈坃鍔犻棯閬縚闀囨淳鍔犲唴闃?8		4028	7		3	3	0	1	1	160	1	1	0	1			3758030846		0			160	63	160	1	1	1					
4053	鏄庢暀_鎬栫晱鏆楀垜_娌夐粯	8	Silence	4053	0		1	1	0	1	1	64	1	1	0	0		5	3758030846					64	63	64	1	0	1					
4423	鏄庢暀_鍏夋槑鐩?8		4423	0		1	1	1	3	1	160	1	1	0	1	1		3758030846		0			160	63	160	1	0	1					鏄庢暀/鏄庢暀_鍏夋槑鐩竉缁撴潫鍒犵壒鏁?lua
4423	宸插簾寮僟鏄庢暀_鍏夋槑鐩竉寤堕暱	8		4423	0		2	1	0	1	1	8	1	1	0	1	1		3758030846		0			8	63	8	1	0	1					
4423	宸插簾寮僟鏄庢暀_鍏夋槑鐩竉涓氭捣	8		4423	0		3	1	1	3	1	160	1	1	0	1	1		3758030846		0			160	63	160	1	0	1					
4468	鏄庢暀_瓒呯劧	8		4468	0		1	1	0	1	1	16	1	0	0	1			3758030846		1			16	63	16	1	0	1					鏄庢暀/鏄庢暀_瓒呯劧鎸佺画鏁堟灉.lua
8067	缂存Buff	0	Disarm	8067	0		1	1	0	1	1	48	1	1	0	1			3758030846		0	0		48	63	48	1	0	1					
11605	鐕冪儧	177	Chaos	11605	0		1	1	0	1	10	32	1	0	0	0			3758030846		0	0	1	32	63	32	1	0	1					
12311	澶╃粷鍦扮伃鍗婄涓€娆℃姄浜?7		12311	0		1	1	0	1	90	8	1	1	0	0			3758030846		0			8	63	8	1	0	1					
