ID	Name	Useage	FunctionType	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Exclude	GlobalExclude	UniqueTarget	CanCancel	IsCountable	DecayType	MoveStateMask	MapBanMask	CanAccumulate	MapInvalidMask	IsCombatBuff	MinInterval	MoveStateMask2	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync	CanTransfer	CostSingleStack	Coexist	IsIntensityStackable	ScriptFile
12321	闇炴祦瀹濈煶缂存鐩爣	6	Silence	12321	0		3	3	0	1	1	80	1	1	0	0		5	3758030846					80	63	80	1	0	1					
12850	鏄庢暀_椹卞鍓嶇疆	8		12850	0		1	1	0	1	1	1040	0	1	0	0			3758030846		0			1040	63	1040	1	0	1			0		
12850	鏄庢暀_椹卞鍓嶇疆_鏆楀皹	8		12850	0		2	1	0	1	1	48	0	1	0	1			3758030846		0			48	63	48	1	0	1			0		
12850	鏄庢暀_椹卞鍓嶇疆_闄嶇伒灏?8		12850	0		3	1	0	1	1	160	0	1	0	1			3758030846		0			160	63	160	1	0	1			0		
12850	鏄庢暀_椹卞鍓嶇疆_鏃ユ湀鍚岃緣	8		12850	0		4	1	0	1	1	1920	0	1	0	1			4294967295		0			1920	63	1920	1	0	1			0		
12850	鏄庢暀_椹卞鍓嶇疆_澶锋暟绁炲厜	8		12850	0		5	1	0	1	1	1920	0	1	0	0			3758030846		0			1920	63	1920	1	0	1			0		
16911	闀挎瓕鐗规畩姝﹀櫒_姊呰姳澶х浘	39		23543	0		1	3	0	1	1	8	1	1	0	1			3758030846		0	0		8	63	8	1	0	1		0			item/姊呰姳澶х浘.lua
20052	閫嗕贡	282	Damage	20052	12		1	1	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		2	2	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		3	3	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		4	4	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		5	5	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		6	6	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		7	7	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		8	8	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		9	9	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20052	閫嗕贡	282	Damage	20052	12		10	10	1	8	9	32	0	1	0	0			3758030846					1	63	32	1	0	1	1	1			鍖楀ぉ鑽畻/濂楄矾鍙婂瓙鎶€鑳?鍖楀ぉ鑽畻_閫嗕贡缁撴潫.lua
20151	鐧炬垬寮傞椈褰曢€氱敤娌夐粯	289		20151	0		1	1	0	1	1	16	1	1	0	0			3758030846		0	0		16	63	16	1	0	1					
20152	鐧炬垬寮傞椈褰曞崰鐢?290		20152	0		1	1	0	1	1	0	1	1	0	0			4294967294		0	0		0	63	0	1	0	1					
22894	楣ゅ綊鎶ょ浘	6	Shield	22894	0		1	1	0	1	1	80	1	1	0	1			3758030846		0	0		80	63	80	1	0	1					
22894	楣ゅ綊鎶ょ浘	6	Shield	22894	0		2	2		1	1	80	1	1		1			3758030846			0		80	63	80	1		1					
28433	浜嬩欢濂栧姳CD_445	320		28433	0		1	1	0	1	1	960	1	1	0	0			4294967295	0	0	0		960	63	960	1	0	0			1		
28433	浜嬩欢濂栧姳CD_449	320		28433	0		2	2	0	1	1	960	1	1	0	0			4294967295	0	0	0		960	63	960	1	0	0			1		
28433	浜嬩欢濂栧姳CD	320		28433	0		3	2	0	1	1	960	1	1	0	0			4294967295	0	0	0		960	63	960	1	0	0			1		
33260	閫氱敤姣忕鍒ゅ畾	468		33260	0		1	1	0	1	99	16	1	1	0	0			4294967294	0	0	0		16	63	16	1	0	1				0	
50379	鍌嶈姳闅忔煶瀹為檯娌夐粯	2	Silence	50379	10	Invalid	1	64	0	1	1	64	1	1	0	0		5	4294901758					64	7	64	1	0	1					
51318	缁濆_瀛旈泙缈庨澶栦激瀹?187	Slow	51318	2	Invalid	1	1	1	8	1	128	1	1	0	0	0	-1	4294901758	0	0			128	7	128	1	0	1					
51354	缁濆_鑱備簯閫熷害鍙樻參	187	Normal	51354	0	Invalid	1	1	0	1	1	128	1	1	0	0		-1	4294901758	0	0			128	7	128	1	0	1					
51858	缁濆_涓愬府閿佽冻	187	Charm	12	0		1	1	0	1	1	32	1	1	0	0		8	3758030846	0				32		32	1	0	1					
