ID	Name	FunctionType	BuffType	DecayType	IsStackable	MaxStackNum	IsCountable	CanAccumulate	IsIntensityStackable	Intensity	Count	Interval	MinInterval	MaxInterval	ActiveCoefficient	CostSingleStack	BeginAttrib1	BeginValue1A	BeginValue1B	ScriptFile
631	握针	Hot			0	1				2	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				3	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				4	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				5	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				6	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				7	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				8	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
631	握针	Hot			0	1				9	6	48	1	48	1		atExecuteScript	skill\万花\万花_太素九针_握针驱散疗伤提高.lua		万花/握针完整跳后恢复墨意.lua
655	流血	Blooding			0	3				1	5	48	48	48	1					
655	流血	Damage			0	3				2	5	48	48	48	1					
655	流血	Damage			0	3				3	5	48	48	48	1					
655	流血	Damage			0	3				4	5	48	48	48	1					
655	流血	Damage			0	3				5	5	48	48	48	1					
655	流血	Damage			0	3				6	5	48	48	48	1					
655	流血	Damage			0	3				7	5	48	48	48	1					
655	流血	Damage			0	3				8	5	48	48	48	1					
655	流血	Damage			0	3				9	5	48	48	48	1					
655	流血	Damage			0	3				10	5	48	48	48	1					
655	流血	Damage			0	1				11	5	48	48	48	1					
655	流血	Damage			0	3				12	5	48	48	48	1					
655	流血	Damage			0	3				13	5	48	48	48	1					
655	流血	Damage			0	3				14	5	48	48	48	1					
655	流血	Damage			0	3				15	5	48	48	48	1					
682	雷霆震怒	Stun		4	0	1				144	1	16	16	16	1		atHalt	0	0	
682	雷霆震怒	Stun		4	0	1				64	1	16	16	16	1		atHalt	0	0	
682	雷霆震怒	Stun		4	0	1				288	1	144	144	144	1		atHalt	0	0	
682	雷霆震怒	Stun		4	0	1				320	1	160	160	160	1		atHalt	0	0	
682	雷霆震怒	Stun		4	0	1				144	1	16	16	16	1		atHalt	0	0	
2522	五毒_万蛊真解_眠蛊(对Player)	Stun		6	0	1				1	1	40	40	40	1		atHalt			
2522	五毒_万蛊真解_眠蛊(对Player)	Stun		6	0	1				2	1	48	48	48	1		atHalt			
2522	五毒_万蛊真解_眠蛊(对Player)	Stun		6	0	1				3	1	56	56	56	1		atHalt			
2522	五毒_万蛊真解_眠蛊(对Player)	Stun		6	0	1				4	1	64	64	64	1		atHalt			
2522	五毒_万蛊真解_眠蛊(对Player)	Stun		6	0	1				5	1	72	72	72	1		atHalt			
2522	五毒_万蛊真解_眠蛊(对Player)	Stun		6	0	1				6	1	80	80	80	1		atHalt			
3224	唐门_迷神钉	Stun		7	0	1		0		64	6	16	16	16	1		atHalt			
3224	唐门_迷神钉_前3秒不被打醒	Stun		7	0	1		0		48	6	16	16	16	1		atHalt			
3224	唐门_迷神钉_后3秒无递减	Stun		7	0	1		0		3	1	48	48	48	1		atHalt			
3466	唐门_暗藏杀机_锁足	Charm		1	0	3		1		32	1	80	80	80	1		atEntrap	1	0	
8067	缴械Buff	Disarm			0	1		0		1	1	48	48	48	1		atDisarm			
11605	燃烛	Chaos			0	1		0		1	10	32	32	32	1					
12465	千斤坠冲刺维持				0	1		0		1	1	1	1	1	1		atExecuteScript	skill\少林\千斤坠释放眩晕.lua		
14928	九转碰撞障碍眩晕	Stun		0	0	1				64	1	16	16	16	1		atHalt			
14928	九转碰撞障碍眩晕	Stun		0	0	1				80	1	16	16	16	1		atHalt			
27038	万灵山庄_恐惧			9	0	1		0		1	1	48	48	48	1		atSilenceAll			
