skill\沙漠风暴\道具_孤风飒踏.lua:64	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_孤风飒踏冲刺.lua:47	CALL_BUFF	--15992, --1 --);
skill\沙漠风暴\道具_散流霞.lua:40	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_散流霞.lua:46	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_散流霞.lua:52	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_散流霞.lua:58	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 --[[
skill\沙漠风暴\道具_斩无常.lua:65	DEL_SINGLE_BUFF_BY_ID	--16531,											-- 属性值1 --1 --);
skill\沙漠风暴\道具_星楼月影.lua:25	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_星楼月影.lua:31	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_星楼月影.lua:37	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_星楼月影.lua:43	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_春泥护花_被击后驱散.lua:32	DEL_SINGLE_BUFF_BY_ID	20257, -- 属性值1 i															-- 属性值2 end
skill\沙漠风暴\道具_暗尘弥散.lua:46	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_暗尘弥散.lua:52	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_暗尘弥散.lua:58	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_暗尘弥散.lua:64	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_浮光掠影.lua:45	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_浮光掠影.lua:51	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_浮光掠影.lua:57	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_浮光掠影.lua:63	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_游风飘踪解控子技能.lua:24	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_游风飘踪解控子技能.lua:30	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_游风飘踪解控子技能.lua:36	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_游风飘踪解控子技能.lua:42	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_烟雨行.lua:34	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_烟雨行.lua:40	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_烟雨行.lua:46	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_烟雨行.lua:52	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_疾如风.lua:30	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_疾如风.lua:36	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	3, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_疾如风.lua:42	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_疾如风.lua:48	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	6, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_疾如风.lua:54	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_疾如风.lua:60	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 9999 --skill.AddAttribute(
skill\沙漠风暴\道具_禁断长生伤害子技能.lua:55	CALL_BUFF	--18943, --1 --);
skill\沙漠风暴\道具_绛唇珠袖技能事件效果.lua:49	DEL_SINGLE_BUFF_BY_ID	23968, 1 skill.AddAttribute(
skill\沙漠风暴\道具_绿野蔓生.lua:34	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_绿野蔓生.lua:40	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_绿野蔓生.lua:46	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_绿野蔓生.lua:52	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_舍身诀解控子技能.lua:47	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_舍身诀解控子技能.lua:53	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	3, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_舍身诀解控子技能.lua:59	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_舍身诀解控子技能.lua:65	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	6, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_舍身诀解控子技能.lua:71	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_舍身诀解控子技能.lua:77	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 9999 ----------------- 设置CoolDown ---------------------------------------------------------------------
skill\沙漠风暴\道具_蝶弄足.lua:42	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_蝶弄足.lua:48	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_蝶弄足.lua:54	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_蝶弄足.lua:60	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_跃潮斩波.lua:50	CALL_BUFF	13596, 1 ----------------- 技能施放Buff需求 ---------------------------------------------
skill\沙漠风暴\道具_踏星行.lua:25	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_踏星行.lua:31	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_转乾坤.lua:40	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_转乾坤.lua:46	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	3, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_转乾坤.lua:52	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_转乾坤.lua:58	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	6, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_转乾坤.lua:64	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_转乾坤.lua:70	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 9999 skill.AddAttribute(
skill\沙漠风暴\道具_连环弩子技能1.lua:57	CALL_BUFF	3200, 1 ----------------- 技能施放Buff需求 ---------------------------------------------
skill\沙漠风暴\道具_连环弩子技能2.lua:57	CALL_BUFF	3200, 1 ----------------- 技能施放Buff需求 ---------------------------------------------
skill\沙漠风暴\道具_逐云寒蕊.lua:34	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_逐云寒蕊.lua:40	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_逐云寒蕊.lua:46	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_逐云寒蕊.lua:52	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_镇山河.lua:46	CALL_BUFF	3851, -- 属性值1 1															-- 属性值2 --skill.AddAttribute(
skill\沙漠风暴\道具_鹊踏枝.lua:35	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_鹊踏枝.lua:41	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_鹊踏枝.lua:47	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\沙漠风暴\道具_鹊踏枝.lua:53	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\百战异闻录_玩家\通用_驱散混元.lua:41	DETACH_MULTI_GROUP_BUFF	5, 10000 end
skill\百战异闻录_玩家\通用_驱散混元.lua:57	DETACH_MULTI_GROUP_BUFF	6, 10000 end
skill\纯阳\子技能_镇山河驱散自己.lua:30	DETACH_MULTI_GROUP_BUFF	2,															-- 属性值1 9999															-- 属性值2 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:37	DETACH_MULTI_GROUP_BUFF	4,															-- 属性值1 9999															-- 属性值2 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:44	DETACH_MULTI_GROUP_BUFF	6,															-- 属性值1 9999															-- 属性值2 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:51	DETACH_MULTI_GROUP_BUFF	8,															-- 属性值1 9999															-- 属性值2 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:58	DETACH_MULTI_GROUP_BUFF	10,															-- 属性值1 9999															-- 属性值2 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:65	DETACH_MULTI_GROUP_BUFF	12,															-- 属性值1 9999															-- 属性值2 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:72	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:78	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:84	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:90	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 for i = 1,4 do
skill\纯阳\子技能_镇山河驱散自己.lua:98	DEL_SINGLE_BUFF_BY_ID	682, i end
skill\纯阳\子技能_镇山河驱散自己.lua:105	DEL_SINGLE_BUFF_BY_ID	737, 1 skill.AddAttribute(
skill\纯阳\子技能_镇山河驱散自己.lua:111	DEL_SINGLE_BUFF_BY_ID	740, 1 skill.AddAttribute(
skill\绝境战场\绝境_五方行尽.lua:70	CALL_BUFF	28998, 1 ----------------- 技能施放Buff需求 ---------------------------------------------
skill\绝境战场\绝境_任驰骋.lua:34	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 9999 skill.AddAttribute(
skill\绝境战场\绝境_任驰骋.lua:41	CALL_BUFF	244, 1 --监控buff，用来加马匹的增益效果
skill\绝境战场\绝境_任驰骋.lua:48	CALL_BUFF	8475, 1 skill.AddAttribute(
skill\绝境战场\绝境_净世破魔击.lua:40	CALL_BUFF	4528, 1 skill.AddAttribute(
skill\绝境战场\绝境_净世破魔击.lua:62	CALL_BUFF	51341, 1 skill.AddAttribute(
skill\绝境战场\绝境_坐忘无我.lua:43	CALL_BUFF	51391, -- 属性值1 1															-- 属性值2 ----------------- 设置CoolDown ---------------------------------------------------------------------
skill\绝境战场\绝境_大狮子吼.lua:37	CALL_BUFF	--  		1098,							--属性值1 --  		dwSkillLevel							--属性值2 --  		);
skill\绝境战场\绝境_太阴指.lua:41	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 9999 skill.AddAttribute(
skill\绝境战场\绝境_捉影式.lua:51	DEL_SINGLE_BUFF_BY_ID	854, 1 skill.AddAttribute(
skill\绝境战场\绝境_捕风式.lua:68	CALL_BUFF	--854, --1 --);
skill\绝境战场\绝境_断魂刺.lua:52	CALL_BUFF	541, 1 skill.AddAttribute(
skill\绝境战场\绝境_星楼月影.lua:24	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\绝境战场\绝境_星楼月影.lua:30	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\绝境战场\绝境_星楼月影.lua:36	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\绝境战场\绝境_星楼月影.lua:42	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\绝境战场\绝境_横扫六合AOE.lua:72	CALL_BUFF	--		3868, --		1 --	);
skill\绝境战场\绝境_横扫六合单体.lua:72	CALL_BUFF	--		3868, --		1 --	);
skill\绝境战场\绝境_渊.lua:35	CALL_BUFF	2790, 1 --skill.AddAttribute(
skill\绝境战场\绝境_渊.lua:42	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	--4, --10000 --);
skill\绝境战场\绝境_渊.lua:48	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	--8, --10000 --);
skill\绝境战场\绝境_渊.lua:54	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	--7, --10000 --);
skill\绝境战场\绝境_渊.lua:60	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	--2, --10000 --);
skill\绝境战场\绝境_渊.lua:81	CALL_BUFF	--2778, --1 --);
skill\绝境战场\绝境_渊.lua:88	CALL_BUFF	--2779, --1 --);
skill\绝境战场\绝境_渊冲刺.lua:40	CALL_BUFF	2790, 1 skill.AddAttribute(
skill\绝境战场\绝境_渊触发技能事件.lua:34	DEL_SINGLE_BUFF_BY_ID	51367, 1 --设置cool down------
skill\绝境战场\绝境_疾如风.lua:23	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\绝境战场\绝境_疾如风.lua:29	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
skill\绝境战场\绝境_疾如风.lua:35	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	7, 10000 skill.AddAttribute(
skill\绝境战场\绝境_疾如风.lua:41	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	2, 10000 skill.AddAttribute(
skill\绝境战场\绝境_破坚阵.lua:62	CALL_BUFF	994, 5 skill.AddAttribute(
skill\绝境战场\绝境_破坚阵.lua:69	CALL_BUFF	51368, 1 ----------------- 设置CoolDown ---------------------------------------------------------------------
skill\绝境战场\绝境_蛊虫献祭.lua:24	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	4, 10000 skill.AddAttribute(
skill\绝境战场\绝境_蛊虫献祭.lua:30	DEL_MULTI_GROUP_BUFF_BY_FUNCTIONTYPE	8, 10000 skill.AddAttribute(
