script	fields	attributes	levels(1-3)
Carrier\神机台_扫射低伤.lua	nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana; nMinRadius=0 * LENGTH_BASE; nMaxRadius=35 * LENGTH_BASE; nAngleRange=64; nAreaRadius=35 * LENGTH_BASE; nTargetCountLimit=20; nPrepareFrames=0; nChannelFrame=0; nWeaponDamagePercent=0	SKILL_ADAPTIVE_DAMAGE(1,0.8); SKILL_ADAPTIVE_DAMAGE_RAND(1,0.4); CALL_ADAPTIVE_DAMAGE(1,0)	L2:nDamageBase=nDamageStandard,nDamageRand=0,nCostMana=0; L3:nDamageBase=nDamageStandard,nDamageRand=0,nCostMana=0; L4:nDamageBase=nDamageStandard * 1.1,nDamageRand=0,nCostMana=0
Carrier\神机台_扫射低火伤.lua	nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana; nMinRadius=0 * LENGTH_BASE; nMaxRadius=35 * LENGTH_BASE; nAngleRange=64; nAreaRadius=35 * LENGTH_BASE; nTargetCountLimit=20; nPrepareFrames=0; nChannelFrame=0; nWeaponDamagePercent=0	SKILL_ADAPTIVE_DAMAGE(1,0.8); SKILL_ADAPTIVE_DAMAGE_RAND(1,0.4); CALL_ADAPTIVE_DAMAGE(1,0)	L2:nDamageBase=nDamageStandard,nDamageRand=0,nCostMana=0; L3:nDamageBase=nDamageStandard,nDamageRand=0,nCostMana=0; L4:nDamageBase=nDamageStandard * 1.1,nDamageRand=0,nCostMana=0
Carrier\神机台_扫射高伤.lua	nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana; nMinRadius=0 * LENGTH_BASE; nMaxRadius=35 * LENGTH_BASE; nAngleRange=64; nAreaRadius=35 * LENGTH_BASE; nTargetCountLimit=20; nPrepareFrames=0; nChannelFrame=0; nWeaponDamagePercent=0	SKILL_ADAPTIVE_DAMAGE(1,0.8); SKILL_ADAPTIVE_DAMAGE_RAND(1,0.4); CALL_ADAPTIVE_DAMAGE(1,0)	L2:nDamageBase=nDamageStandard,nDamageRand=0,nCostMana=0; L3:nDamageBase=nDamageStandard,nDamageRand=0,nCostMana=0; L4:nDamageBase=nDamageStandard * 1.1,nDamageRand=0,nCostMana=0
Carrier\神机台_扫射高火伤.lua	nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana; nMinRadius=0 * LENGTH_BASE; nMaxRadius=35 * LENGTH_BASE; nAngleRange=64; nAreaRadius=35 * LENGTH_BASE; nTargetCountLimit=20; nPrepareFrames=0; nChannelFrame=0; nWeaponDamagePercent=0	SKILL_ADAPTIVE_DAMAGE(1,0.8); SKILL_ADAPTIVE_DAMAGE_RAND(1,0.4); CALL_ADAPTIVE_DAMAGE(1,0)	L2:nDamageBase=nDamageStandard,nDamageRand=0,nCostMana=0; L3:nDamageBase=nDamageStandard,nDamageRand=0,nCostMana=0; L4:nDamageBase=nDamageStandard * 1.1,nDamageRand=0,nCostMana=0
Carrier\神机台_穿心弩.lua	nDamageBase=0, nDamageRand = 0, nCostMana = 0}, --level 1
item\橙武_花间游_重置花语酥心.lua	nCostMana=tSkillData[dwSkillLevel].nCostMana; nMinRadius=0 * LENGTH_BASE; nMaxRadius=10 * LENGTH_BASE; nAngleRange=256; nAreaRadius=0 * LENGTH_BASE; nTargetCountLimit=2; nPrepareFrames=0; nChannelFrame=0; nWeaponDamagePercent=0	CLEAR_COOL_DOWN(428,0)	
Map\洛道_李渡城\毒雾.lua	nMinRadius=0 * LENGTH_BASE; nMaxRadius=100 * LENGTH_BASE; nAngleRange=256; nAreaRadius=8 * dwSkillLevel * LENGTH_BASE; nTargetCountLimit=50	EXECUTE_SCRIPT(0,0)	
npc\NPC_伤害\NPC_伤害_远程_一般攻击_10.lua	nMaxRadius=60.0 * LENGTH_BASE; nAngleRange=128; nWeaponDamagePercent=1024 * 1.5	CALL_PHYSICS_DAMAGE(0,0)	
npc\体验战场机器人\万花_商阳指.lua	nDamageBase=0, nDamageRand = 0, nCostMana = 0}, --level 1
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 2
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 3
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 4
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 5
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 6
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 7
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 8
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 9
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 10
}; nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana; nMinRadius=0 * LENGTH_BASE; nMaxRadius=20 * LENGTH_BASE; nAngleRange=256; nAreaRadius=0 * LENGTH_BASE; nTargetCountLimit=2; nPrepareFrames=24; nChannelFrame=0; nWeaponDamagePercent=0	SKILL_NEUTRAL_DAMAGE(-20,-0); SKILL_NEUTRAL_DAMAGE_RAND(-3,-0); CALL_NEUTRAL_DAMAGE(-0,-0); EXECUTE_SCRIPT(1,0)	L2:nDamageBase=0,nDamageRand=0,nCostMana=0; L3:nDamageBase=0,nDamageRand=0,nCostMana=0; L4:nDamageBase=0,nDamageRand=0,nCostMana=0
npc\体验战场机器人\唐门_孔雀翎.lua	nDamageBase=0, nDamageRand = 0, nCostMana = 0}, --level 1
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 2
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 3
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 4
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 5
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 6
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 7
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 8
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 9
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 10
}; nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana; nMinRadius=0 * LENGTH_BASE; nMaxRadius=25 * LENGTH_BASE; nAngleRange=256; nAreaRadius=10 * LENGTH_BASE; nTargetCountLimit=10; nPrepareFrames=0; nChannelFrame=0; nWeaponDamagePercent=0	SKILL_PHYSICS_DAMAGE(-20,-0); SKILL_PHYSICS_DAMAGE_RAND(-3,-0); CALL_PHYSICS_DAMAGE(-0,-0); EXECUTE_SCRIPT(1,0)	L2:nDamageBase=0,nDamageRand=0,nCostMana=0; L3:nDamageBase=0,nDamageRand=0,nCostMana=0; L4:nDamageBase=0,nDamageRand=0,nCostMana=0
npc\体验战场机器人\轻功_聂云.lua	nDamageBase=0, nDamageRand = 0, nCostMana = 0}, --level 1
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 2
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 3
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 4
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 5
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 6
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 7
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 8
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 9
	{nDamageBase = 0, nDamageRand = 0, nCostMana = 0}, --level 10
}; nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana; nMinRadius=0 * LENGTH_BASE; nMaxRadius=0 * LENGTH_BASE; nAngleRange=256; nAreaRadius=0 * LENGTH_BASE; nTargetCountLimit=2; nPrepareFrames=0; nChannelFrame=0; nWeaponDamagePercent=0	DASH_FORWARD(16,86)	L2:nDamageBase=0,nDamageRand=0,nCostMana=0; L3:nDamageBase=0,nDamageRand=0,nCostMana=0; L4:nDamageBase=0,nDamageRand=0,nCostMana=0
npc\副本BOSS\25人谢云流\万剑归宗.lua	nDamageBase=5500 * 0.8, nDamageRand = 5500 * 0.4, nCostMana = 0},		--level 1
	{nDamageBase = 297 * 0.8, nDamageRand = 297 * 0.4, nCostMana = 0},		--level 2
	{nDamageBase = 5500 * 0.8, nDamageRand = 5500 * 0.4, nCostMana = 0},		--level 3
	{nDamageBase = 48750 * 0.8, nDamageRand = 48750 * 0.4, nCostMana = 0},		--level 4
	{nDamageBase = 1052 * 0.8, nDamageRand = 1052 * 0.4, nCostMana = 0},		--level 5
	{nDamageBase = 1381 * 0.8, nDamageRand = 1381 * 0.4, nCostMana = 0},		--level 6
	{nDamageBase = 1900 * 0.8, nDamageRand = 1900 * 0.4, nCostMana = 0},		--level 7
	{nDamageBase = 2265 * 0.8, nDamageRand = 2265 * 0.4, nCostMana = 0},		--level 8
	{nDamageBase = 2631 * 0.8, nDamageRand = 2631 * 0.4, nCostMana = 0},		--level 9
	{nDamageBase = 2996 * 0.8, nDamageRand = 2996 * 0.4, nCostMana = 0},		--level 10
	{nDamageBase = 3362 * 0.8, nDamageRand = 3362 * 0.4, nCostMana = 0},		--level 11
	{nDamageBase = 3727 * 0.8, nDamageRand = 3727 * 0.4, nCostMana = 0},		--level 12
	{nDamageBase = 4093 * 0.8, nDamageRand = 4093 * 0.4, nCostMana = 0},		--level 13
	{nDamageBase = 4458 * 0.8, nDamageRand = 4458 * 0.4, nCostMana = 0},		--level 14
	{nDamageBase = 7300 * 0.8, nDamageRand = 7300 * 0.4, nCostMana = 0},		--level 15
	{nDamageBase = 5385 * 0.8, nDamageRand = 5385 * 0.4, nCostMana = 0},		--level 16
	{nDamageBase = 5507 * 0.8, nDamageRand = 5507 * 0.4, nCostMana = 0},		--level 17
	{nDamageBase = 5629 * 0.8, nDamageRand = 5629 * 0.4, nCostMana = 0},		--level 18
	{nDamageBase = 5751 * 0.8, nDamageRand = 5751 * 0.4, nCostMana = 0},		--level 19
	{nDamageBase = 5873 * 0.8, nDamageRand = 5873 * 0.4, nCostMana = 0},		--level 20
	{nDamageBase = 5995 * 0.8, nDamageRand = 5995 * 0.4, nCostMana = 0},		--level 21
	{nDamageBase = 6117 * 0.8, nDamageRand = 6117 * 0.4, nCostMana = 0},		--level 22
	{nDamageBase = 6238 * 0.8, nDamageRand = 6238 * 0.4, nCostMana = 0},		--level 23
	{nDamageBase = 6360 * 0.8, nDamageRand = 6360 * 0.4, nCostMana = 0},		--level 24
	{nDamageBase = 6482 * 0.8, nDamageRand = 6482 * 0.4, nCostMana = 0},		--level 25
	{nDamageBase = 6604 * 0.8, nDamageRand = 6604 * 0.4, nCostMana = 0},		--level 26
	{nDamageBase = 6726 * 0.8, nDamageRand = 6726 * 0.4, nCostMana = 0},		--level 27
	{nDamageBase = 6848 * 0.8, nDamageRand = 6848 * 0.4, nCostMana = 0},		--level 28
	{nDamageBase = 6970 * 0.8, nDamageRand = 6970 * 0.4, nCostMana = 0},		--level 29
	{nDamageBase = 7092 * 0.8, nDamageRand = 7092 * 0.4, nCostMana = 0},		--level 30
	{nDamageBase = 7214 * 0.8, nDamageRand = 7214 * 0.4, nCostMana = 0},		--level 31
}; nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana		-- 技能消耗的内力
    --skill.nCostStamina	= 0; nMinRadius=0 * LENGTH_BASE; nMaxRadius=30 * LENGTH_BASE; nAngleRange=256; nAreaRadius=10 * LENGTH_BASE; nTargetCountLimit=30; nPrepareFrames=3 * GAME_FPS; nChannelFrame=0; nWeaponDamagePercent=0	SKILL_NEUTRAL_DAMAGE(0); SKILL_NEUTRAL_DAMAGE_RAND(0); CALL_NEUTRAL_DAMAGE(0,0)	L2:nDamageBase=5500 * 0.8,nDamageRand=5500 * 0.4,nCostMana=0; L3:nDamageBase=297 * 0.8,nDamageRand=297 * 0.4,nCostMana=0; L4:nDamageBase=5500 * 0.8,nDamageRand=5500 * 0.4,nCostMana=0
npc\副本BOSS\25人谢云流\凌太虚·霄风.lua	nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana		-- 技能消耗的内力
    --skill.nCostStamina	= 0; nMinRadius=0 * LENGTH_BASE; nMaxRadius=30 * LENGTH_BASE; nAngleRange=256; nAreaRadius=10 * LENGTH_BASE; nTargetCountLimit=10; nPrepareFrames=3 * GAME_FPS; nChannelFrame=0; nWeaponDamagePercent=0		
npc\副本BOSS\25人谢云流\凌太虚·霄风·人剑合一.lua	nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana		-- 技能消耗的内力
    --skill.nCostStamina	= 0; nMinRadius=0 * LENGTH_BASE; nMaxRadius=30 * LENGTH_BASE; nAngleRange=256; nAreaRadius=10 * LENGTH_BASE; nTargetCountLimit=10; nPrepareFrames=3 * GAME_FPS; nChannelFrame=0; nWeaponDamagePercent=0		
npc\副本BOSS\25人谢云流\坐忘无我.lua	nDamageBase=217 * 0.8, nDamageRand = 217 * 0.4, nCostMana = 0},		--level 1
	{nDamageBase = 297 * 0.8, nDamageRand = 297 * 0.4, nCostMana = 0},		--level 2
	{nDamageBase = 504 * 0.8, nDamageRand = 504 * 0.4, nCostMana = 0},		--level 3
	{nDamageBase = 723 * 0.8, nDamageRand = 723 * 0.4, nCostMana = 0},		--level 4
	{nDamageBase = 1052 * 0.8, nDamageRand = 1052 * 0.4, nCostMana = 0},		--level 5
	{nDamageBase = 1381 * 0.8, nDamageRand = 1381 * 0.4, nCostMana = 0},		--level 6
	{nDamageBase = 1900 * 0.8, nDamageRand = 1900 * 0.4, nCostMana = 0},		--level 7
	{nDamageBase = 2265 * 0.8, nDamageRand = 2265 * 0.4, nCostMana = 0},		--level 8
	{nDamageBase = 2631 * 0.8, nDamageRand = 2631 * 0.4, nCostMana = 0},		--level 9
	{nDamageBase = 2996 * 0.8, nDamageRand = 2996 * 0.4, nCostMana = 0},		--level 10
	{nDamageBase = 3362 * 0.8, nDamageRand = 3362 * 0.4, nCostMana = 0},		--level 11
	{nDamageBase = 3727 * 0.8, nDamageRand = 3727 * 0.4, nCostMana = 0},		--level 12
	{nDamageBase = 4093 * 0.8, nDamageRand = 4093 * 0.4, nCostMana = 0},		--level 13
	{nDamageBase = 4458 * 0.8, nDamageRand = 4458 * 0.4, nCostMana = 0},		--level 14
	{nDamageBase = 4824 * 0.8, nDamageRand = 4824 * 0.4, nCostMana = 0},		--level 15
	{nDamageBase = 5385 * 0.8, nDamageRand = 5385 * 0.4, nCostMana = 0},		--level 16
	{nDamageBase = 5507 * 0.8, nDamageRand = 5507 * 0.4, nCostMana = 0},		--level 17
	{nDamageBase = 5629 * 0.8, nDamageRand = 5629 * 0.4, nCostMana = 0},		--level 18
	{nDamageBase = 5751 * 0.8, nDamageRand = 5751 * 0.4, nCostMana = 0},		--level 19
	{nDamageBase = 5873 * 0.8, nDamageRand = 5873 * 0.4, nCostMana = 0},		--level 20
	{nDamageBase = 5995 * 0.8, nDamageRand = 5995 * 0.4, nCostMana = 0},		--level 21
	{nDamageBase = 6117 * 0.8, nDamageRand = 6117 * 0.4, nCostMana = 0},		--level 22
	{nDamageBase = 6238 * 0.8, nDamageRand = 6238 * 0.4, nCostMana = 0},		--level 23
	{nDamageBase = 6360 * 0.8, nDamageRand = 6360 * 0.4, nCostMana = 0},		--level 24
	{nDamageBase = 6482 * 0.8, nDamageRand = 6482 * 0.4, nCostMana = 0},		--level 25
	{nDamageBase = 6604 * 0.8, nDamageRand = 6604 * 0.4, nCostMana = 0},		--level 26
	{nDamageBase = 6726 * 0.8, nDamageRand = 6726 * 0.4, nCostMana = 0},		--level 27
	{nDamageBase = 6848 * 0.8, nDamageRand = 6848 * 0.4, nCostMana = 0},		--level 28
	{nDamageBase = 6970 * 0.8, nDamageRand = 6970 * 0.4, nCostMana = 0},		--level 29
	{nDamageBase = 7092 * 0.8, nDamageRand = 7092 * 0.4, nCostMana = 0},		--level 30
	{nDamageBase = 7214 * 0.8, nDamageRand = 7214 * 0.4, nCostMana = 0},		--level 31
}; nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana		-- 技能消耗的内力
    --skill.nCostStamina	= 0; nMinRadius=0 * LENGTH_BASE; nMaxRadius=30 * LENGTH_BASE; nAngleRange=128; nAreaRadius=10 * LENGTH_BASE; nTargetCountLimit=10; nPrepareFrames=3 * GAME_FPS; nChannelFrame=0; nWeaponDamagePercent=0	SKILL_NEUTRAL_DAMAGE(0); SKILL_NEUTRAL_DAMAGE_RAND(0); CALL_NEUTRAL_DAMAGE(0,0)	L2:nDamageBase=217 * 0.8,nDamageRand=217 * 0.4,nCostMana=0; L3:nDamageBase=297 * 0.8,nDamageRand=297 * 0.4,nCostMana=0; L4:nDamageBase=504 * 0.8,nDamageRand=504 * 0.4,nCostMana=0
npc\副本BOSS\25人谢云流\生太极.lua	nDamageBase=9500 * 0.8, nDamageRand = 9500 * 0.4,nBuffID=1862,nBuffLevel= 1, nCostMana = 0},		--level 1
	{nDamageBase = 297 * 0.8, nDamageRand = 297 * 0.4,  nBuffID=1862,nBuffLevel= 1, nCostMana = 0},		--level 2
	{nDamageBase = 9500 * 0.8, nDamageRand = 9500 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 3
	{nDamageBase = 723 * 0.8, nDamageRand = 723 * 0.4,  nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 4
	{nDamageBase = 1052 * 0.8, nDamageRand = 1052 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 5
	{nDamageBase = 1381 * 0.8, nDamageRand = 1381 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 6
	{nDamageBase = 1900 * 0.8, nDamageRand = 1900 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 7
	{nDamageBase = 2265 * 0.8, nDamageRand = 2265 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 8
	{nDamageBase = 2631 * 0.8, nDamageRand = 2631 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 9
	{nDamageBase = 2996 * 0.8, nDamageRand = 2996 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 10
	{nDamageBase = 3362 * 0.8, nDamageRand = 3362 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 11
	{nDamageBase = 3727 * 0.8, nDamageRand = 3727 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 12
	{nDamageBase = 4093 * 0.8, nDamageRand = 4093 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 13
	{nDamageBase = 4458 * 0.8, nDamageRand = 4458 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 14
	{nDamageBase = 9500 * 0.8, nDamageRand = 9500 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 15
	{nDamageBase = 5385 * 0.8, nDamageRand = 5385 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 16
	{nDamageBase = 5507 * 0.8, nDamageRand = 5507 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 17
	{nDamageBase = 5629 * 0.8, nDamageRand = 5629 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 18
	{nDamageBase = 5751 * 0.8, nDamageRand = 5751 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 19
	{nDamageBase = 5873 * 0.8, nDamageRand = 5873 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 20
	{nDamageBase = 5995 * 0.8, nDamageRand = 5995 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 21
	{nDamageBase = 6117 * 0.8, nDamageRand = 6117 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 22
	{nDamageBase = 6238 * 0.8, nDamageRand = 6238 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 23
	{nDamageBase = 6360 * 0.8, nDamageRand = 6360 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 24
	{nDamageBase = 6482 * 0.8, nDamageRand = 6482 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 25
	{nDamageBase = 6604 * 0.8, nDamageRand = 6604 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 26
	{nDamageBase = 6726 * 0.8, nDamageRand = 6726 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 27
	{nDamageBase = 6848 * 0.8, nDamageRand = 6848 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 28
	{nDamageBase = 6970 * 0.8, nDamageRand = 6970 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 29
	{nDamageBase = 7092 * 0.8, nDamageRand = 7092 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 30
	{nDamageBase = 7214 * 0.8, nDamageRand = 7214 * 0.4,nBuffID=1862,nBuffLevel= 2, nCostMana = 0},		--level 31
}; nBaseThreat=0; nCostMana=tSkillData[dwSkillLevel].nCostMana		-- 技能消耗的内力
