ParkourMoveID	TotalFrame	PointCount	PointFrame1	PointFrame2	PointFrame3	PointFrame4	Frame0	VelocityXY0	VelocityZ0	DirectionXY0	Frame1	VelocityXY1	VelocityZ1	DirectionXY1	Frame2	VelocityXY2	VelocityZ2	DirectionXY2	Frame3	VelocityXY3	VelocityZ3	DirectionXY3	Frame4	VelocityXY4	VelocityZ4	DirectionXY4	Frame5	VelocityXY5	VelocityZ5	DirectionXY5	Frame6	VelocityXY6	VelocityZ6	DirectionXY6	Frame7	VelocityXY7	VelocityZ7	DirectionXY7	Frame8	VelocityXY8	VelocityZ8	DirectionXY8	Frame9	VelocityXY9	VelocityZ9	DirectionXY9	Frame10	VelocityXY10	VelocityZ10	DirectionXY10	Frame11	VelocityXY11	VelocityZ11	DirectionXY11	Frame12	VelocityXY12	VelocityZ12	DirectionXY12	Frame13	VelocityXY13	VelocityZ13	DirectionXY13	Frame14	VelocityXY14	VelocityZ14	DirectionXY14	Frame15	VelocityXY15	VelocityZ15	DirectionXY15	Frame16	VelocityXY16	VelocityZ16	DirectionXY16	Frame17	VelocityXY17	VelocityZ17	DirectionXY17	Frame18	VelocityXY18	VelocityZ18	DirectionXY18	Frame19	VelocityXY19	VelocityZ19	DirectionXY19	Frame20	VelocityXY20	VelocityZ20	DirectionXY20	Frame21	VelocityXY21	VelocityZ21	DirectionXY21	Frame22	VelocityXY22	VelocityZ22	DirectionXY22	Frame23	VelocityXY23	VelocityZ23	DirectionXY23	Frame24	VelocityXY24	VelocityZ24	DirectionXY24	Frame25	VelocityXY25	VelocityZ25	DirectionXY25	Frame26	VelocityXY26	VelocityZ26	DirectionXY26	Frame27	VelocityXY27	VelocityZ27	DirectionXY27	Frame28	VelocityXY28	VelocityZ28	DirectionXY28	Frame29	VelocityXY29	VelocityZ29	DirectionXY29	Frame30	VelocityXY30	VelocityZ30	DirectionXY30	Frame31	VelocityXY31	VelocityZ31	DirectionXY31	Frame32	VelocityXY32	VelocityZ32	DirectionXY32	Frame33	VelocityXY33	VelocityZ33	DirectionXY33	Frame34	VelocityXY34	VelocityZ34	DirectionXY34	Frame35	VelocityXY35	VelocityZ35	DirectionXY35	Frame36	VelocityXY36	VelocityZ36	DirectionXY36	Frame37	VelocityXY37	VelocityZ37	DirectionXY37	Frame38	VelocityXY38	VelocityZ38	DirectionXY38	Frame39	VelocityXY39	VelocityZ39	DirectionXY39	Frame40	VelocityXY40	VelocityZ40	DirectionXY40	Frame41	VelocityXY41	VelocityZ41	DirectionXY41	Frame42	VelocityXY42	VelocityZ42	DirectionXY42	Frame43	VelocityXY43	VelocityZ43	DirectionXY43	Frame44	VelocityXY44	VelocityZ44	DirectionXY44	Frame45	VelocityXY45	VelocityZ45	DirectionXY45	Frame46	VelocityXY46	VelocityZ46	DirectionXY46	Frame47	VelocityXY47	VelocityZ47	DirectionXY47	Frame48	VelocityXY48	VelocityZ48	DirectionXY48	Frame49	VelocityXY49	VelocityZ49	DirectionXY49	Frame50	VelocityXY50	VelocityZ50	DirectionXY50	Frame51	VelocityXY51	VelocityZ51	DirectionXY51	Frame52	VelocityXY52	VelocityZ52	DirectionXY52	Frame53	VelocityXY53	VelocityZ53	DirectionXY53	Frame54	VelocityXY54	VelocityZ54	DirectionXY54	Frame55	VelocityXY55	VelocityZ55	DirectionXY55	Frame56	VelocityXY56	VelocityZ56	DirectionXY56	Frame57	VelocityXY57	VelocityZ57	DirectionXY57	Frame58	VelocityXY58	VelocityZ58	DirectionXY58	Frame59	VelocityXY59	VelocityZ59	DirectionXY59	Frame60	VelocityXY60	VelocityZ60	DirectionXY60	Frame61	VelocityXY61	VelocityZ61	DirectionXY61	Frame62	VelocityXY62	VelocityZ62	DirectionXY62	Frame63	VelocityXY63	VelocityZ63	DirectionXY63	Frame64	VelocityXY64	VelocityZ64	DirectionXY64	Frame65	VelocityXY65	VelocityZ65	DirectionXY65	Frame66	VelocityXY66	VelocityZ66	DirectionXY66	Frame67	VelocityXY67	VelocityZ67	DirectionXY67	Frame68	VelocityXY68	VelocityZ68	DirectionXY68	Frame69	VelocityXY69	VelocityZ69	DirectionXY69	Frame70	VelocityXY70	VelocityZ70	DirectionXY70	Frame71	VelocityXY71	VelocityZ71	DirectionXY71	Frame72	VelocityXY72	VelocityZ72	DirectionXY72	Frame73	VelocityXY73	VelocityZ73	DirectionXY73	Frame74	VelocityXY74	VelocityZ74	DirectionXY74	Frame75	VelocityXY75	VelocityZ75	DirectionXY75	Frame76	VelocityXY76	VelocityZ76	DirectionXY76	Frame77	VelocityXY77	VelocityZ77	DirectionXY77	Frame78	VelocityXY78	VelocityZ78	DirectionXY78	Frame79	VelocityXY79	VelocityZ79	DirectionXY79	Frame80	VelocityXY80	VelocityZ80	DirectionXY80	Frame81	VelocityXY81	VelocityZ81	DirectionXY81	Frame82	VelocityXY82	VelocityZ82	DirectionXY82	Frame83	VelocityXY83	VelocityZ83	DirectionXY83	Frame84	VelocityXY84	VelocityZ84	DirectionXY84	Frame85	VelocityXY85	VelocityZ85	DirectionXY85	Frame86	VelocityXY86	VelocityZ86	DirectionXY86	Frame87	VelocityXY87	VelocityZ87	DirectionXY87	Frame88	VelocityXY88	VelocityZ88	DirectionXY88	Frame89	VelocityXY89	VelocityZ89	DirectionXY89	Frame90	VelocityXY90	VelocityZ90	DirectionXY90	Frame91	VelocityXY91	VelocityZ91	DirectionXY91	Frame92	VelocityXY92	VelocityZ92	DirectionXY92	Frame93	VelocityXY93	VelocityZ93	DirectionXY93	Frame94	VelocityXY94	VelocityZ94	DirectionXY94	Frame95	VelocityXY95	VelocityZ95	DirectionXY95	Frame96	VelocityXY96	VelocityZ96	DirectionXY96	Frame97	VelocityXY97	VelocityZ97	DirectionXY97	Frame98	VelocityXY98	VelocityZ98	DirectionXY98	Frame99	VelocityXY99	VelocityZ99	DirectionXY99	Frame100	VelocityXY100	VelocityZ100	DirectionXY100	Frame101	VelocityXY101	VelocityZ101	DirectionXY101	Frame102	VelocityXY102	VelocityZ102	DirectionXY102	Frame103	VelocityXY103	VelocityZ103	DirectionXY103	Frame104	VelocityXY104	VelocityZ104	DirectionXY104	Frame105	VelocityXY105	VelocityZ105	DirectionXY105	Frame106	VelocityXY106	VelocityZ106	DirectionXY106	Frame107	VelocityXY107	VelocityZ107	DirectionXY107	Frame108	VelocityXY108	VelocityZ108	DirectionXY108	Frame109	VelocityXY109	VelocityZ109	DirectionXY109	Frame110	VelocityXY110	VelocityZ110	DirectionXY110	Frame111	VelocityXY111	VelocityZ111	DirectionXY111	Frame112	VelocityXY112	VelocityZ112	DirectionXY112	Frame113	VelocityXY113	VelocityZ113	DirectionXY113	Frame114	VelocityXY114	VelocityZ114	DirectionXY114	Frame115	VelocityXY115	VelocityZ115	DirectionXY115	Frame116	VelocityXY116	VelocityZ116	DirectionXY116	Frame117	VelocityXY117	VelocityZ117	DirectionXY117	Frame118	VelocityXY118	VelocityZ118	DirectionXY118	Frame119	VelocityXY119	VelocityZ119	DirectionXY119	Frame120	VelocityXY120	VelocityZ120	DirectionXY120	Frame121	VelocityXY121	VelocityZ121	DirectionXY121	Frame122	VelocityXY122	VelocityZ122	DirectionXY122	Frame123	VelocityXY123	VelocityZ123	DirectionXY123	Frame124	VelocityXY124	VelocityZ124	DirectionXY124	Frame125	VelocityXY125	VelocityZ125	DirectionXY125	Frame126	VelocityXY126	VelocityZ126	DirectionXY126	Frame127	VelocityXY127	VelocityZ127	DirectionXY127	Frame128	VelocityXY128	VelocityZ128	DirectionXY128	Frame129	VelocityXY129	VelocityZ129	DirectionXY129	Frame130	VelocityXY130	VelocityZ130	DirectionXY130	Frame131	VelocityXY131	VelocityZ131	DirectionXY131	Frame132	VelocityXY132	VelocityZ132	DirectionXY132	Frame133	VelocityXY133	VelocityZ133	DirectionXY133	Frame134	VelocityXY134	VelocityZ134	DirectionXY134	Frame135	VelocityXY135	VelocityZ135	DirectionXY135	Frame136	VelocityXY136	VelocityZ136	DirectionXY136	Frame137	VelocityXY137	VelocityZ137	DirectionXY137	Frame138	VelocityXY138	VelocityZ138	DirectionXY138	Frame139	VelocityXY139	VelocityZ139	DirectionXY139	Frame140	VelocityXY140	VelocityZ140	DirectionXY140	Frame141	VelocityXY141	VelocityZ141	DirectionXY141	Frame142	VelocityXY142	VelocityZ142	DirectionXY142	Frame143	VelocityXY143	VelocityZ143	DirectionXY143	Frame144	VelocityXY144	VelocityZ144	DirectionXY144	Frame145	VelocityXY145	VelocityZ145	DirectionXY145	Frame146	VelocityXY146	VelocityZ146	DirectionXY146	Frame147	VelocityXY147	VelocityZ147	DirectionXY147	Frame148	VelocityXY148	VelocityZ148	DirectionXY148	Frame149	VelocityXY149	VelocityZ149	DirectionXY149	Frame150	VelocityXY150	VelocityZ150	DirectionXY150	Frame151	VelocityXY151	VelocityZ151	DirectionXY151	Frame152	VelocityXY152	VelocityZ152	DirectionXY152	Frame153	VelocityXY153	VelocityZ153	DirectionXY153	Frame154	VelocityXY154	VelocityZ154	DirectionXY154	Frame155	VelocityXY155	VelocityZ155	DirectionXY155	Frame156	VelocityXY156	VelocityZ156	DirectionXY156	Frame157	VelocityXY157	VelocityZ157	DirectionXY157	Frame158	VelocityXY158	VelocityZ158	DirectionXY158	Frame159	VelocityXY159	VelocityZ159	DirectionXY159
29	15	4	0	3	10	14	0	0	0	64	1	5	157	-64	2	12	308	0	3	15	213	0	4	16	63	0	5	19	28	0	6	20	7	0	7	20	0	0	8	22	-8	0	9	21	-29	0	10	17	-64	0	11	12	-154	0	12	10	-227	0	13	6	-206	0	14	2	-90	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
30	15	4	0	3	11	14	0	0	0	64	1	5	159	-64	2	11	310	0	3	14	209	0	4	15	57	0	5	17	29	0	6	17	11	0	7	17	2	0	8	18	-2	0	9	19	-11	0	10	18	-30	0	11	16	-58	0	12	14	-209	0	13	12	-309	0	14	5	-159	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
31	15	4	0	3	10	14	0	0	0	64	1	4	157	-64	2	11	308	0	3	15	213	0	4	20	63	0	5	23	28	0	6	24	7	0	7	22	0	0	8	22	-5	0	9	21	-19	0	10	19	-43	0	11	15	-98	0	12	11	-238	0	13	7	-255	0	14	3	-119	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
32	16	4	0	3	12	15	0	0	0	64	1	4	159	-64	2	11	310	0	3	15	210	0	4	18	61	0	5	20	34	0	6	21	15	0	7	21	4	0	8	20	0	0	9	21	-4	0	10	20	-16	0	11	19	-35	0	12	17	-62	0	13	14	-210	0	14	11	-308	0	15	4	-158	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
33	14	4	0	4	8	13	0	0	0	64	1	3	100	-64	2	7	236	0	3	9	275	0	4	9	217	0	5	11	94	0	6	12	15	0	7	11	-7	0	8	10	-48	0	9	8	-132	0	10	8	-222	0	11	7	-246	0	12	5	-200	0	13	2	-82	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
34	14	4	0	3	9	13	0	0	0	64	1	3	136	-64	2	8	300	0	3	10	300	0	4	9	160	0	5	11	66	0	6	11	17	0	7	11	0	0	8	12	-18	0	9	12	-66	0	10	10	-161	0	11	10	-300	0	12	8	-299	0	13	3	-136	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
35	14	4	0	4	10	13	0	0	0	64	1	3	103	-64	2	7	240	0	3	9	277	0	4	10	213	0	5	12	117	0	6	14	63	0	7	14	19	0	8	15	-16	0	9	15	-60	0	10	13	-122	0	11	11	-247	0	12	9	-318	0	13	6	-234	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
36	14	4	0	3	10	13	0	0	0	64	1	3	133	-64	2	7	293	0	3	11	298	0	4	13	167	0	5	18	74	0	6	19	23	0	7	16	1	0	8	15	-9	0	9	14	-33	0	10	13	-72	0	11	12	-161	0	12	11	-352	0	13	7	-310	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
37	14	4	0	3	9	13	0	0	0	64	1	2	153	-64	2	7	267	0	3	21	268	0	4	22	41	0	5	22	15	0	6	21	2	0	7	21	-1	0	8	21	-10	0	9	20	-27	0	10	17	-72	0	11	12	-186	0	12	8	-236	0	13	2	-213	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
38	14	4	0	4	10	13	0	0	0	64	1	2	174	-64	2	5	330	0	3	8	227	0	4	16	111	0	5	20	41	0	6	22	15	0	7	23	2	0	8	24	-2	0	9	24	-17	0	10	23	-46	0	11	19	-229	0	12	10	-333	0	13	2	-273	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
39	14	4	0	3	9	13	0	0	0	64	1	4	186	-64	2	10	371	0	3	15	276	0	4	19	100	0	5	22	45	0	6	24	12	0	7	26	-1	0	8	31	-20	0	9	28	-71	0	10	18	-167	0	11	11	-301	0	12	6	-297	0	13	2	-134	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
40	15	4	0	4	11	14	0	0	0	64	1	1	105	-64	2	4	244	0	3	8	279	0	4	13	208	0	5	21	110	0	6	28	61	0	7	29	25	0	8	25	2	0	9	25	-10	0	10	24	-36	0	11	22	-80	0	12	18	-196	0	13	13	-448	0	14	5	-263	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
41	14	4	0	4	8	13	0	0	0	64	1	3	122	-64	2	7	285	0	3	9	329	0	4	8	252	0	5	8	113	0	6	9	30	0	7	11	-6	0	8	14	-69	0	9	9	-175	0	10	8	-269	0	11	7	-289	0	12	5	-230	0	13	2	-94	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
42	14	4	0	4	9	13	0	0	0	64	1	2	122	-64	2	6	285	0	3	8	329	0	4	9	254	0	5	12	117	0	6	14	34	0	7	13	1	0	8	12	-18	0	9	11	-66	0	10	10	-170	0	11	10	-355	0	12	8	-365	0	13	3	-168	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
43	14	4	0	4	9	13	0	0	0	64	1	1	180	-64	2	4	290	0	3	8	247	0	4	11	218	0	5	13	89	0	6	15	27	0	7	16	4	0	8	19	-8	0	9	18	-58	0	10	14	-165	0	11	11	-245	0	12	7	-299	0	13	1	-280	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
44	15	4	0	4	10	14	0	0	0	64	1	1	173	-64	2	4	297	0	3	11	291	0	4	15	234	0	5	17	97	0	6	18	40	0	7	17	8	0	8	15	-4	0	9	14	-25	0	10	13	-66	0	11	14	-147	0	12	15	-293	0	13	5	-332	0	14	0	-272	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
45	15	4	0	4	10	14	0	0	0	64	1	0	73	-64	2	1	177	0	3	3	220	0	4	15	376	0	5	21	217	0	6	22	65	0	7	19	11	0	8	16	-6	0	9	14	-28	0	10	13	-65	0	11	13	-120	0	12	12	-204	0	13	8	-263	0	14	1	-452	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
46	15	4	0	4	11	14	0	0	0	64	1	2	171	-64	2	5	329	0	3	7	248	0	4	11	191	0	5	17	110	0	6	21	61	0	7	22	27	0	8	21	3	0	9	21	-10	0	10	20	-39	0	11	19	-86	0	12	15	-221	0	13	11	-331	0	14	5	-452	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
47	16	4	0	3	11	15	0	0	0	64	1	2	173	-64	2	7	372	0	3	11	349	0	4	14	147	0	5	18	65	0	6	21	29	0	7	22	8	0	8	23	0	0	9	27	-11	0	10	27	-41	0	11	20	-91	0	12	12	-225	0	13	7	-337	0	14	3	-306	0	15	1	-134	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
48	16	4	0	3	11	15	0	0	0	64	1	2	170	-64	2	6	367	0	3	11	350	0	4	16	158	0	5	21	73	0	6	25	33	0	7	25	9	0	8	24	0	0	9	25	-8	0	10	24	-30	0	11	21	-66	0	12	16	-149	0	13	11	-354	0	14	7	-377	0	15	2	-176	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
49	14	4	0	3	8	13	0	0	0	64	1	3	178	-64	2	8	399	0	3	10	416	0	4	10	244	0	5	12	70	0	6	10	3	0	7	9	-20	0	8	8	-75	0	9	7	-175	0	10	7	-303	0	11	7	-342	0	12	5	-280	0	13	2	-116	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
50	14	4	0	3	9	13	0	0	0	64	1	3	189	-64	2	8	415	0	3	10	411	0	4	10	209	0	5	13	70	0	6	13	10	0	7	12	-6	0	8	12	-41	0	9	10	-111	0	10	9	-268	0	11	8	-385	0	12	6	-345	0	13	2	-150	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
51	15	4	0	3	9	14	0	0	0	64	1	4	243	-64	2	10	499	0	3	13	410	0	4	17	167	0	5	20	50	0	6	16	0	0	7	15	-26	0	8	13	-69	0	9	10	-127	0	10	7	-223	0	11	6	-298	0	12	5	-301	0	13	3	-233	0	14	1	-94	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
52	15	4	0	4	9	14	0	0	0	64	1	2	142	-64	2	5	334	0	3	8	385	0	4	11	297	0	5	18	139	0	6	23	42	0	7	21	1	0	8	20	-23	0	9	17	-83	0	10	11	-186	0	11	8	-309	0	12	6	-344	0	13	4	-280	0	14	1	-115	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
53	15	4	0	3	10	14	0	0	0	64	1	2	191	-64	2	6	417	0	3	10	413	0	4	15	210	0	5	22	84	0	6	24	22	0	7	21	0	0	8	20	-14	0	9	18	-52	0	10	14	-115	0	11	10	-268	0	12	8	-388	0	13	5	-349	0	14	2	-152	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
54	16	4	0	4	11	15	0	0	0	64	1	2	149	-64	2	6	344	0	3	9	383	0	4	12	267	0	5	17	116	0	6	21	52	0	7	22	14	0	8	19	0	0	9	19	-9	0	10	19	-32	0	11	17	-72	0	12	13	-167	0	13	11	-406	0	14	8	-436	0	15	3	-203	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
55	16	4	0	4	11	15	0	0	0	64	1	1	144	-64	2	5	336	0	3	8	381	0	4	12	281	0	5	19	139	0	6	25	67	0	7	26	21	0	8	23	1	0	9	24	-11	0	10	23	-41	0	11	20	-92	0	12	15	-195	0	13	10	-411	0	14	5	-425	0	15	2	-196	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
56	17	4	0	4	12	16	0	0	0	64	1	1	115	-64	2	3	277	0	3	6	340	0	4	10	304	0	5	16	183	0	6	26	98	0	7	30	45	0	8	27	10	0	9	22	-2	0	10	21	-17	0	11	20	-45	0	12	18	-88	0	13	15	-181	0	14	12	-409	0	15	8	-431	0	16	3	-200	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
57	16	4	0	5	10	15	0	0	0	64	1	3	237	-64	2	6	368	0	3	7	266	0	4	7	248	0	5	7	183	0	6	8	89	0	7	8	23	0	8	8	0	0	9	7	-22	0	10	7	-84	0	11	7	-175	0	12	7	-244	0	13	7	-276	0	14	6	-296	0	15	3	-316	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
58	16	4	0	5	10	15	0	0	0	64	1	3	237	-64	2	6	368	0	3	6	266	0	4	7	248	0	5	8	183	0	6	10	89	0	7	12	23	0	8	12	0	0	9	12	-21	0	10	11	-79	0	11	9	-172	0	12	8	-247	0	13	7	-278	0	14	6	-300	0	15	2	-318	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
59	16	4	0	4	9	15	0	0	0	64	1	6	384	-64	2	7	364	0	3	5	260	0	4	6	215	0	5	11	151	0	6	15	70	0	7	16	16	0	8	17	-19	0	9	17	-70	0	10	11	-138	0	11	7	-182	0	12	5	-212	0	13	5	-232	0	14	6	-279	0	15	4	-329	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
60	16	4	0	5	10	15	0	0	0	64	1	2	341	-64	2	6	327	0	3	6	246	0	4	7	217	0	5	10	172	0	6	14	108	0	7	18	51	0	8	18	12	0	9	19	-19	0	10	19	-79	0	11	15	-174	0	12	12	-275	0	13	8	-303	0	14	3	-310	0	15	0	-314	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
61	16	4	0	4	11	15	0	0	0	64	1	2	168	-64	2	5	388	0	3	8	437	0	4	11	314	0	5	15	145	0	6	19	65	0	7	20	17	0	8	18	0	0	9	19	-12	0	10	18	-44	0	11	16	-99	0	12	12	-212	0	13	8	-462	0	14	5	-482	0	15	2	-223	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
62	16	4	0	4	9	15	0	0	0	64	1	3	384	-64	2	7	364	0	3	7	260	0	4	10	215	0	5	15	148	0	6	22	62	0	7	25	12	0	8	32	-23	0	9	28	-114	0	10	13	-213	0	11	8	-256	0	12	5	-263	0	13	3	-240	0	14	1	-209	0	15	0	-126	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
63	17	4	0	4	12	16	0	0	0	64	1	3	376	-64	2	7	397	0	3	8	320	0	4	12	214	0	5	15	107	0	6	16	72	0	7	17	43	0	8	18	21	0	9	19	6	0	10	24	-23	0	11	27	-79	0	12	21	-146	0	13	12	-238	0	14	7	-305	0	15	6	-312	0	16	3	-326	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
64	17	4	0	4	11	16	0	0	0	64	1	3	384	-64	2	6	365	0	3	5	266	0	4	8	214	0	5	16	142	0	6	22	95	0	7	25	59	0	8	26	28	0	9	27	-1	0	10	32	-44	0	11	30	-111	0	12	21	-218	0	13	13	-368	0	14	4	-357	0	15	1	-299	128	16	1	-154	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
65	16	4	0	6	10	15	0	0	0	64	1	4	242	-64	2	6	363	0	3	4	245	0	4	4	237	0	5	4	209	0	6	5	162	0	7	7	87	0	8	9	23	0	9	10	-1	0	10	12	-42	0	11	8	-158	0	12	6	-297	0	13	6	-355	0	14	7	-344	0	15	5	-371	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
66	16	4	0	4	10	15	0	0	0	64	1	6	376	-64	2	7	399	0	3	7	348	0	4	7	268	0	5	8	106	0	6	9	38	0	7	10	10	0	8	9	0	0	9	10	-11	0	10	9	-40	0	11	9	-125	0	12	9	-326	0	13	7	-320	0	14	6	-362	0	15	5	-362	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
67	16	4	0	5	10	15	0	0	0	64	1	4	305	-64	2	6	346	0	3	6	319	0	4	6	289	0	5	8	198	0	6	11	93	0	7	13	34	0	8	14	5	0	9	16	-8	0	10	16	-57	0	11	12	-158	0	12	8	-283	0	13	7	-349	0	14	6	-359	0	15	3	-373	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
68	16	4	0	5	10	15	0	0	0	64	1	2	231	-64	2	5	300	0	3	5	302	0	4	5	295	0	5	8	243	0	6	12	147	0	7	20	55	0	8	21	8	0	9	21	-9	0	10	20	-58	0	11	15	-150	0	12	11	-241	0	13	7	-302	0	14	3	-390	0	15	0	-432	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
69	16	4	0	5	10	15	0	0	0	64	1	2	283	-64	2	5	344	0	3	5	337	0	4	7	307	0	5	11	204	0	6	21	84	0	7	28	22	0	8	25	0	0	9	25	-23	0	10	19	-88	0	11	11	-211	0	12	7	-312	0	13	5	-338	0	14	5	-338	0	15	2	-270	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
70	16	4	0	5	10	15	0	0	0	64	1	2	283	-64	2	5	344	0	3	5	337	0	4	6	307	0	5	12	204	0	6	23	84	0	7	30	22	0	8	30	0	0	9	32	-23	0	10	24	-86	0	11	12	-209	0	12	6	-313	0	13	4	-341	0	14	5	-339	0	15	2	-270	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
71	17	4	0	4	12	16	0	0	0	64	1	1	228	-64	2	4	390	0	3	8	385	0	4	11	359	0	5	15	157	0	6	18	71	0	7	20	32	0	8	21	8	0	9	22	0	0	10	24	-12	0	11	25	-45	0	12	22	-101	0	13	16	-389	0	14	8	-484	0	15	2	-328	0	16	1	-234	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
72	18	4	0	4	12	17	0	0	0	64	1	1	228	-64	2	4	390	0	3	7	390	0	4	11	361	0	5	17	141	0	6	21	59	0	7	23	26	0	8	24	7	0	9	23	0	0	10	24	-7	0	11	23	-25	0	12	21	-56	0	13	17	-142	0	14	10	-384	0	15	6	-390	0	16	3	-317	0	17	1	-243	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
73	18	4	0	6	11	17	0	0	0	64	1	4	238	-64	2	6	366	0	3	4	270	0	4	4	276	0	5	4	251	0	6	4	195	0	7	6	111	0	8	9	41	0	9	9	6	0	10	9	-7	0	11	9	-47	0	12	7	-145	0	13	7	-329	0	14	6	-410	0	15	5	-365	0	16	4	-301	0	17	2	-151	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
74	18	4	0	5	12	17	0	0	0	64	1	3	219	-64	2	6	386	0	3	6	403	0	4	7	417	0	5	7	245	0	6	8	71	0	7	8	32	0	8	8	8	0	9	8	0	0	10	8	-9	0	11	8	-32	0	12	8	-72	0	13	8	-284	0	14	8	-490	0	15	7	-442	0	16	6	-310	0	17	2	-143	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
75	18	4	0	6	12	17	0	0	0	64	1	3	235	-64	2	6	370	0	3	5	279	0	4	5	280	0	5	5	253	0	6	7	198	0	7	11	114	0	8	13	42	0	9	13	6	0	10	13	-6	0	11	13	-40	0	12	12	-108	0	13	10	-300	0	14	8	-457	0	15	7	-414	0	16	5	-307	0	17	1	-145	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
76	18	4	0	5	12	17	0	0	0	64	1	2	218	-64	2	5	355	0	3	6	423	0	4	7	395	0	5	9	237	0	6	13	85	0	7	15	38	0	8	16	10	0	9	15	0	0	10	15	-11	0	11	14	-40	0	12	12	-89	0	13	9	-227	0	14	7	-368	0	15	6	-399	0	16	5	-366	0	17	2	-263	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
77	19	4	0	6	12	18	0	0	0	64	1	1	128	-64	2	4	264	0	3	5	312	0	4	5	351	0	5	7	327	0	6	10	239	0	7	16	122	0	8	21	45	0	9	21	6	0	10	21	-6	0	11	21	-44	0	12	15	-119	0	13	9	-204	0	14	6	-257	0	15	4	-285	0	16	4	-290	0	17	5	-317	0	18	3	-275	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
78	19	4	0	5	12	18	0	0	0	64	1	1	235	-64	2	4	383	0	3	5	319	0	4	6	325	0	5	9	267	0	6	14	157	0	7	19	77	0	8	22	28	0	9	21	4	0	10	21	-4	0	11	22	-29	0	12	19	-78	0	13	13	-168	0	14	8	-323	0	15	5	-391	0	16	5	-351	0	17	4	-300	0	18	1	-153	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
